0:[(1.123049020767212, 'XCEncSettingsState'), (3.1580770015716553, 'XCEncLoopState'), (3.158212900161743, 'XCEncPreRunState'), (3.165555953979492, 'XCEncRunState'), (22.337937831878662, 'XCEncDumpState'), (25.14819598197937, 'XCEncLoopState'), (25.148329973220825, 'XCEncFinishState'), (25.514389991760254, 'XCEncQuitState'), (25.514487981796265, 'FinalState')]
4:[(1.1235458850860596, 'XCEncSettingsState'), (3.250969886779785, 'XCEncLoopState'), (3.2510600090026855, 'XCEncPreRunState'), (3.255995035171509, 'XCEncRunState'), (15.392477035522461, 'XCEncDumpState'), (17.935232877731323, 'XCEncLoopState'), (17.935328006744385, 'XCEncFinishState'), (18.24126386642456, 'XCEncQuitState'), (18.24140501022339, 'FinalState')]
8:[(1.1250038146972656, 'XCEncSettingsState'), (2.3118739128112793, 'XCEncLoopState'), (2.311931848526001, 'XCEncPreRunState'), (2.3150858879089355, 'XCEncRunState'), (9.857417821884155, 'XCEncDumpState'), (12.43508005142212, 'XCEncLoopState'), (12.435274839401245, 'XCEncFinishState'), (12.696591854095459, 'XCEncQuitState'), (12.696746826171875, 'FinalState')]
12:[(1.1251938343048096, 'XCEncSettingsState'), (3.2233619689941406, 'XCEncLoopState'), (3.223451852798462, 'XCEncPreRunState'), (3.2267940044403076, 'XCEncRunState'), (15.527132987976074, 'XCEncDumpState'), (19.211019039154053, 'XCEncLoopState'), (19.211233854293823, 'XCEncFinishState'), (19.491902828216553, 'XCEncQuitState'), (19.49216604232788, 'FinalState')]
16:[(1.126317024230957, 'XCEncSettingsState'), (3.0220799446105957, 'XCEncLoopState'), (3.022202968597412, 'XCEncPreRunState'), (3.029309034347534, 'XCEncRunState'), (15.901267051696777, 'XCEncDumpState'), (19.626906871795654, 'XCEncLoopState'), (19.62724494934082, 'XCEncFinishState'), (20.6941180229187, 'XCEncQuitState'), (20.69431185722351, 'FinalState')]
20:[(1.1279778480529785, 'XCEncSettingsState'), (3.0224549770355225, 'XCEncLoopState'), (3.022563934326172, 'XCEncPreRunState'), (3.0270609855651855, 'XCEncRunState'), (12.754853010177612, 'XCEncDumpState'), (16.54208993911743, 'XCEncLoopState'), (16.542208909988403, 'XCEncFinishState'), (16.78114891052246, 'XCEncQuitState'), (16.781227827072144, 'FinalState')]
24:[(1.1290340423583984, 'XCEncSettingsState'), (2.931428909301758, 'XCEncLoopState'), (2.931529998779297, 'XCEncPreRunState'), (2.938063859939575, 'XCEncRunState'), (13.199980020523071, 'XCEncDumpState'), (16.980942964553833, 'XCEncLoopState'), (16.98108696937561, 'XCEncFinishState'), (17.273097038269043, 'XCEncQuitState'), (17.273157835006714, 'FinalState')]
28:[(1.1466858386993408, 'XCEncSettingsState'), (2.2593588829040527, 'XCEncLoopState'), (2.2594640254974365, 'XCEncPreRunState'), (2.26670503616333, 'XCEncRunState'), (9.286948919296265, 'XCEncDumpState'), (11.85385799407959, 'XCEncLoopState'), (11.853999853134155, 'XCEncFinishState'), (12.069365978240967, 'XCEncQuitState'), (12.069519996643066, 'FinalState')]
32:[(1.1579558849334717, 'XCEncSettingsState'), (2.4882700443267822, 'XCEncLoopState'), (2.4883549213409424, 'XCEncPreRunState'), (2.497835874557495, 'XCEncRunState'), (13.566227912902832, 'XCEncDumpState'), (17.652357816696167, 'XCEncLoopState'), (17.652461051940918, 'XCEncFinishState'), (18.035704851150513, 'XCEncQuitState'), (18.035758018493652, 'FinalState')]
36:[(1.168468952178955, 'XCEncSettingsState'), (2.547449827194214, 'XCEncLoopState'), (2.5475029945373535, 'XCEncPreRunState'), (2.55881404876709, 'XCEncRunState'), (14.373515844345093, 'XCEncDumpState'), (18.226579904556274, 'XCEncLoopState'), (18.226721048355103, 'XCEncFinishState'), (18.450325965881348, 'XCEncQuitState'), (18.450448989868164, 'FinalState')]
40:[(1.174008846282959, 'XCEncSettingsState'), (2.4959850311279297, 'XCEncLoopState'), (2.4960548877716064, 'XCEncPreRunState'), (2.505316972732544, 'XCEncRunState'), (9.114426851272583, 'XCEncDumpState'), (11.784412860870361, 'XCEncLoopState'), (11.784518003463745, 'XCEncFinishState'), (12.100322008132935, 'XCEncQuitState'), (12.100468873977661, 'FinalState')]
44:[(1.178920030593872, 'XCEncSettingsState'), (2.34873104095459, 'XCEncLoopState'), (2.3488080501556396, 'XCEncPreRunState'), (2.3561618328094482, 'XCEncRunState'), (12.8109769821167, 'XCEncDumpState'), (16.630040884017944, 'XCEncLoopState'), (16.630189895629883, 'XCEncFinishState'), (16.85633897781372, 'XCEncQuitState'), (16.856483936309814, 'FinalState')]
48:[(1.1831598281860352, 'XCEncSettingsState'), (2.373595952987671, 'XCEncLoopState'), (2.373647928237915, 'XCEncPreRunState'), (2.377898931503296, 'XCEncRunState'), (12.780977010726929, 'XCEncDumpState'), (16.86346197128296, 'XCEncLoopState'), (16.863595008850098, 'XCEncFinishState'), (17.122900009155273, 'XCEncQuitState'), (17.122968912124634, 'FinalState')]
52:[(1.187060832977295, 'XCEncSettingsState'), (2.3875858783721924, 'XCEncLoopState'), (2.3876450061798096, 'XCEncPreRunState'), (2.3970088958740234, 'XCEncRunState'), (16.493165969848633, 'XCEncDumpState'), (19.422627925872803, 'XCEncLoopState'), (19.42289400100708, 'XCEncFinishState'), (20.40978503227234, 'XCEncQuitState'), (20.410132884979248, 'FinalState')]
56:[(1.1878719329833984, 'XCEncSettingsState'), (3.2455289363861084, 'XCEncLoopState'), (3.2456159591674805, 'XCEncPreRunState'), (3.2527480125427246, 'XCEncRunState'), (25.936074018478394, 'XCEncDumpState'), (30.207942008972168, 'XCEncLoopState'), (30.2080500125885, 'XCEncFinishState'), (30.872273921966553, 'XCEncQuitState'), (30.872516870498657, 'FinalState')]
60:[(1.1886799335479736, 'XCEncSettingsState'), (2.589340925216675, 'XCEncLoopState'), (2.589409828186035, 'XCEncPreRunState'), (2.597376823425293, 'XCEncRunState'), (16.22565984725952, 'XCEncDumpState'), (18.97551989555359, 'XCEncLoopState'), (18.975684881210327, 'XCEncFinishState'), (19.278717041015625, 'XCEncQuitState'), (19.278810024261475, 'FinalState')]
64:[(1.1893069744110107, 'XCEncSettingsState'), (3.282061815261841, 'XCEncLoopState'), (3.2821578979492188, 'XCEncPreRunState'), (3.2880959510803223, 'XCEncRunState'), (22.800367832183838, 'XCEncDumpState'), (25.6471848487854, 'XCEncLoopState'), (25.64727783203125, 'XCEncFinishState'), (25.945101022720337, 'XCEncQuitState'), (25.945169925689697, 'FinalState')]
68:[(1.189997911453247, 'XCEncSettingsState'), (2.3585598468780518, 'XCEncLoopState'), (2.3586649894714355, 'XCEncPreRunState'), (2.3675999641418457, 'XCEncRunState'), (16.33683490753174, 'XCEncDumpState'), (19.357152938842773, 'XCEncLoopState'), (19.357295036315918, 'XCEncFinishState'), (19.72375988960266, 'XCEncQuitState'), (19.72403597831726, 'FinalState')]
72:[(1.1933038234710693, 'XCEncSettingsState'), (2.501494884490967, 'XCEncLoopState'), (2.5015649795532227, 'XCEncPreRunState'), (2.510761022567749, 'XCEncRunState'), (25.64477300643921, 'XCEncDumpState'), (29.61872100830078, 'XCEncLoopState'), (29.61885094642639, 'XCEncFinishState'), (30.017446994781494, 'XCEncQuitState'), (30.017559051513672, 'FinalState')]
76:[(1.1967320442199707, 'XCEncSettingsState'), (2.3524839878082275, 'XCEncLoopState'), (2.3525400161743164, 'XCEncPreRunState'), (2.358798027038574, 'XCEncRunState'), (12.991350889205933, 'XCEncDumpState'), (15.620851039886475, 'XCEncLoopState'), (15.621001958847046, 'XCEncFinishState'), (15.874806880950928, 'XCEncQuitState'), (15.87492299079895, 'FinalState')]
80:[(1.2064049243927002, 'XCEncSettingsState'), (3.271610975265503, 'XCEncLoopState'), (3.2716898918151855, 'XCEncPreRunState'), (3.2765238285064697, 'XCEncRunState'), (19.063877820968628, 'XCEncDumpState'), (22.661301851272583, 'XCEncLoopState'), (22.661432027816772, 'XCEncFinishState'), (22.931484937667847, 'XCEncQuitState'), (22.93162488937378, 'FinalState')]
84:[(1.211249828338623, 'XCEncSettingsState'), (2.367650032043457, 'XCEncLoopState'), (2.367715835571289, 'XCEncPreRunState'), (2.3737828731536865, 'XCEncRunState'), (18.544633865356445, 'XCEncDumpState'), (22.00097894668579, 'XCEncLoopState'), (22.001163959503174, 'XCEncFinishState'), (22.200026988983154, 'XCEncQuitState'), (22.20020294189453, 'FinalState')]
88:[(1.2119410037994385, 'XCEncSettingsState'), (3.218148946762085, 'XCEncLoopState'), (3.218242883682251, 'XCEncPreRunState'), (3.2236509323120117, 'XCEncRunState'), (16.55841088294983, 'XCEncDumpState'), (19.373167991638184, 'XCEncLoopState'), (19.373291969299316, 'XCEncFinishState'), (19.64155387878418, 'XCEncQuitState'), (19.641947984695435, 'FinalState')]
92:[(1.2124369144439697, 'XCEncSettingsState'), (2.879633903503418, 'XCEncLoopState'), (2.8797519207000732, 'XCEncPreRunState'), (2.8868958950042725, 'XCEncRunState'), (20.943084955215454, 'XCEncDumpState'), (24.976754903793335, 'XCEncLoopState'), (24.976817846298218, 'XCEncFinishState'), (25.294190883636475, 'XCEncQuitState'), (25.294255018234253, 'FinalState')]
96:[(1.213062047958374, 'XCEncSettingsState'), (2.513170003890991, 'XCEncLoopState'), (2.5132229328155518, 'XCEncPreRunState'), (2.5179309844970703, 'XCEncRunState'), (14.495630025863647, 'XCEncDumpState'), (17.35949182510376, 'XCEncLoopState'), (17.359578847885132, 'XCEncFinishState'), (17.699030876159668, 'XCEncQuitState'), (17.699123859405518, 'FinalState')]
100:[(1.2136569023132324, 'XCEncSettingsState'), (2.4152169227600098, 'XCEncLoopState'), (2.415271043777466, 'XCEncPreRunState'), (2.424064874649048, 'XCEncRunState'), (22.070263862609863, 'XCEncDumpState'), (26.613795042037964, 'XCEncLoopState'), (26.613894939422607, 'XCEncFinishState'), (27.01017189025879, 'XCEncQuitState'), (27.010263919830322, 'FinalState')]
104:[(1.2163269519805908, 'XCEncSettingsState'), (2.69673490524292, 'XCEncLoopState'), (2.6967899799346924, 'XCEncPreRunState'), (2.7036540508270264, 'XCEncRunState'), (22.50443696975708, 'XCEncDumpState'), (26.471186876296997, 'XCEncLoopState'), (26.471271991729736, 'XCEncFinishState'), (26.832741022109985, 'XCEncQuitState'), (26.832901000976562, 'FinalState')]
108:[(1.2190728187561035, 'XCEncSettingsState'), (2.410193920135498, 'XCEncLoopState'), (2.4102859497070312, 'XCEncPreRunState'), (2.419034004211426, 'XCEncRunState'), (14.627907037734985, 'XCEncDumpState'), (17.447329998016357, 'XCEncLoopState'), (17.447423934936523, 'XCEncFinishState'), (17.844003915786743, 'XCEncQuitState'), (17.844172954559326, 'FinalState')]
112:[(1.2257118225097656, 'XCEncSettingsState'), (2.3588449954986572, 'XCEncLoopState'), (2.3588969707489014, 'XCEncPreRunState'), (2.36783504486084, 'XCEncRunState'), (14.46983289718628, 'XCEncDumpState'), (17.35367703437805, 'XCEncLoopState'), (17.353763818740845, 'XCEncFinishState'), (17.654253005981445, 'XCEncQuitState'), (17.654340982437134, 'FinalState')]
116:[(1.232231855392456, 'XCEncSettingsState'), (2.3710949420928955, 'XCEncLoopState'), (2.371147871017456, 'XCEncPreRunState'), (2.3768529891967773, 'XCEncRunState'), (15.302412986755371, 'XCEncDumpState'), (18.22697401046753, 'XCEncLoopState'), (18.227102041244507, 'XCEncFinishState'), (18.575928926467896, 'XCEncQuitState'), (18.57601499557495, 'FinalState')]
120:[(1.2348198890686035, 'XCEncSettingsState'), (2.6969218254089355, 'XCEncLoopState'), (2.696985960006714, 'XCEncPreRunState'), (2.7037408351898193, 'XCEncRunState'), (22.897416830062866, 'XCEncDumpState'), (27.185587882995605, 'XCEncLoopState'), (27.18574595451355, 'XCEncFinishState'), (27.539129972457886, 'XCEncQuitState'), (27.539249897003174, 'FinalState')]
124:[(1.2354729175567627, 'XCEncSettingsState'), (2.471824884414673, 'XCEncLoopState'), (2.4718940258026123, 'XCEncPreRunState'), (2.4820609092712402, 'XCEncRunState'), (14.695132970809937, 'XCEncDumpState'), (17.629998922348022, 'XCEncLoopState'), (17.63009786605835, 'XCEncFinishState'), (17.921838998794556, 'XCEncQuitState'), (17.921944856643677, 'FinalState')]
128:[(1.237962007522583, 'XCEncSettingsState'), (2.484524965286255, 'XCEncLoopState'), (2.4845778942108154, 'XCEncPreRunState'), (2.494767904281616, 'XCEncRunState'), (23.447901964187622, 'XCEncDumpState'), (27.779484033584595, 'XCEncLoopState'), (27.779584884643555, 'XCEncFinishState'), (28.12281084060669, 'XCEncQuitState'), (28.122912883758545, 'FinalState')]
132:[(1.2384099960327148, 'XCEncSettingsState'), (2.636319875717163, 'XCEncLoopState'), (2.6363749504089355, 'XCEncPreRunState'), (2.646927833557129, 'XCEncRunState'), (24.445323944091797, 'XCEncDumpState'), (28.87478995323181, 'XCEncLoopState'), (28.874913930892944, 'XCEncFinishState'), (29.496198892593384, 'XCEncQuitState'), (29.49631094932556, 'FinalState')]
136:[(1.2390060424804688, 'XCEncSettingsState'), (2.431046962738037, 'XCEncLoopState'), (2.4311039447784424, 'XCEncPreRunState'), (2.4399590492248535, 'XCEncRunState'), (16.778558015823364, 'XCEncDumpState'), (19.754578828811646, 'XCEncLoopState'), (19.754801034927368, 'XCEncFinishState'), (20.198205947875977, 'XCEncQuitState'), (20.198549032211304, 'FinalState')]
140:[(1.2394869327545166, 'XCEncSettingsState'), (3.2823188304901123, 'XCEncLoopState'), (3.2823970317840576, 'XCEncPreRunState'), (3.286799907684326, 'XCEncRunState'), (25.564340829849243, 'XCEncDumpState'), (30.26900887489319, 'XCEncLoopState'), (30.269129037857056, 'XCEncFinishState'), (30.87271499633789, 'XCEncQuitState'), (30.8728449344635, 'FinalState')]
144:[(1.2420189380645752, 'XCEncSettingsState'), (3.2685229778289795, 'XCEncLoopState'), (3.2685999870300293, 'XCEncPreRunState'), (3.2732999324798584, 'XCEncRunState'), (8.703426837921143, 'XCEncDumpState'), (11.524142980575562, 'XCEncLoopState'), (11.524291038513184, 'XCEncFinishState'), (11.734649896621704, 'XCEncQuitState'), (11.73478102684021, 'FinalState')]
148:[(1.2496819496154785, 'XCEncSettingsState'), (2.419123888015747, 'XCEncLoopState'), (2.4191818237304688, 'XCEncPreRunState'), (2.4265518188476562, 'XCEncRunState'), (20.901381015777588, 'XCEncDumpState'), (24.63250994682312, 'XCEncLoopState'), (24.632608890533447, 'XCEncFinishState'), (25.16847801208496, 'XCEncQuitState'), (25.168545961380005, 'FinalState')]
152:[(1.2564220428466797, 'XCEncSettingsState'), (3.2488420009613037, 'XCEncLoopState'), (3.248929023742676, 'XCEncPreRunState'), (3.2542998790740967, 'XCEncRunState'), (26.818524837493896, 'XCEncDumpState'), (30.50716996192932, 'XCEncLoopState'), (30.507282972335815, 'XCEncFinishState'), (31.33701992034912, 'XCEncQuitState'), (31.33712100982666, 'FinalState')]
156:[(1.2603929042816162, 'XCEncSettingsState'), (3.341742992401123, 'XCEncLoopState'), (3.341843843460083, 'XCEncPreRunState'), (3.349113941192627, 'XCEncRunState'), (25.691848039627075, 'XCEncDumpState'), (29.88343381881714, 'XCEncLoopState'), (29.883589029312134, 'XCEncFinishState'), (30.241122007369995, 'XCEncQuitState'), (30.24126100540161, 'FinalState')]
160:[(1.2609679698944092, 'XCEncSettingsState'), (2.5588719844818115, 'XCEncLoopState'), (2.558929920196533, 'XCEncPreRunState'), (2.5685179233551025, 'XCEncRunState'), (16.169687032699585, 'XCEncDumpState'), (19.023962020874023, 'XCEncLoopState'), (19.02409791946411, 'XCEncFinishState'), (19.7011399269104, 'XCEncQuitState'), (19.701413869857788, 'FinalState')]
164:[(1.261483907699585, 'XCEncSettingsState'), (3.1906850337982178, 'XCEncLoopState'), (3.1908040046691895, 'XCEncPreRunState'), (3.1966309547424316, 'XCEncRunState'), (24.74904489517212, 'XCEncDumpState'), (28.889936923980713, 'XCEncLoopState'), (28.890121936798096, 'XCEncFinishState'), (29.220293045043945, 'XCEncQuitState'), (29.22044587135315, 'FinalState')]
168:[(1.2619550228118896, 'XCEncSettingsState'), (2.5220940113067627, 'XCEncLoopState'), (2.522150993347168, 'XCEncPreRunState'), (2.5320279598236084, 'XCEncRunState'), (18.68618893623352, 'XCEncDumpState'), (21.411897897720337, 'XCEncLoopState'), (21.412088871002197, 'XCEncFinishState'), (22.113961935043335, 'XCEncQuitState'), (22.11428189277649, 'FinalState')]
172:[(1.2646160125732422, 'XCEncSettingsState'), (2.38777494430542, 'XCEncLoopState'), (2.3878250122070312, 'XCEncPreRunState'), (2.395922899246216, 'XCEncRunState'), (23.410048961639404, 'XCEncDumpState'), (27.417271852493286, 'XCEncLoopState'), (27.41740584373474, 'XCEncFinishState'), (27.735472917556763, 'XCEncQuitState'), (27.735546827316284, 'FinalState')]
176:[(1.2686989307403564, 'XCEncSettingsState'), (3.241694927215576, 'XCEncLoopState'), (3.241780996322632, 'XCEncPreRunState'), (3.2471189498901367, 'XCEncRunState'), (23.39773988723755, 'XCEncDumpState'), (27.116727828979492, 'XCEncLoopState'), (27.11683702468872, 'XCEncFinishState'), (27.507903814315796, 'XCEncQuitState'), (27.5080349445343, 'FinalState')]
180:[(1.275583028793335, 'XCEncSettingsState'), (2.4508109092712402, 'XCEncLoopState'), (2.450861930847168, 'XCEncPreRunState'), (2.455857992172241, 'XCEncRunState'), (14.666576862335205, 'XCEncDumpState'), (17.38232684135437, 'XCEncLoopState'), (17.382405996322632, 'XCEncFinishState'), (17.71989393234253, 'XCEncQuitState'), (17.719959020614624, 'FinalState')]
184:[(1.2850358486175537, 'XCEncSettingsState'), (2.4559059143066406, 'XCEncLoopState'), (2.4559760093688965, 'XCEncPreRunState'), (2.4670820236206055, 'XCEncRunState'), (22.047888040542603, 'XCEncDumpState'), (25.98281192779541, 'XCEncLoopState'), (25.982872009277344, 'XCEncFinishState'), (26.338894844055176, 'XCEncQuitState'), (26.338956832885742, 'FinalState')]
188:[(1.2887368202209473, 'XCEncSettingsState'), (2.5222818851470947, 'XCEncLoopState'), (2.5223469734191895, 'XCEncPreRunState'), (2.53208589553833, 'XCEncRunState'), (24.978047847747803, 'XCEncDumpState'), (29.254760026931763, 'XCEncLoopState'), (29.25487494468689, 'XCEncFinishState'), (29.691488027572632, 'XCEncQuitState'), (29.691606044769287, 'FinalState')]
192:[(1.2898468971252441, 'XCEncSettingsState'), (2.9396839141845703, 'XCEncLoopState'), (2.939785957336426, 'XCEncPreRunState'), (2.9453630447387695, 'XCEncRunState'), (26.088639974594116, 'XCEncDumpState'), (30.281118869781494, 'XCEncLoopState'), (30.28123688697815, 'XCEncFinishState'), (30.879333019256592, 'XCEncQuitState'), (30.87958288192749, 'FinalState')]
196:[(1.2906758785247803, 'XCEncSettingsState'), (3.2006118297576904, 'XCEncLoopState'), (3.200716018676758, 'XCEncPreRunState'), (3.2060279846191406, 'XCEncRunState'), (28.201448917388916, 'XCEncDumpState'), (32.22071194648743, 'XCEncLoopState'), (32.22083592414856, 'XCEncFinishState'), (32.60490584373474, 'XCEncQuitState'), (32.60505199432373, 'FinalState')]
200:[(1.2913830280303955, 'XCEncSettingsState'), (2.4608750343322754, 'XCEncLoopState'), (2.460927963256836, 'XCEncPreRunState'), (2.469367027282715, 'XCEncRunState'), (20.909206867218018, 'XCEncDumpState'), (24.73851990699768, 'XCEncLoopState'), (24.73867702484131, 'XCEncFinishState'), (25.007835865020752, 'XCEncQuitState'), (25.00789499282837, 'FinalState')]
204:[(1.2921559810638428, 'XCEncSettingsState'), (2.479379892349243, 'XCEncLoopState'), (2.4794998168945312, 'XCEncPreRunState'), (2.4846978187561035, 'XCEncRunState'), (13.804121971130371, 'XCEncDumpState'), (16.4567928314209, 'XCEncLoopState'), (16.456887006759644, 'XCEncFinishState'), (16.763195991516113, 'XCEncQuitState'), (16.763348817825317, 'FinalState')]
208:[(1.2929198741912842, 'XCEncSettingsState'), (2.4522299766540527, 'XCEncLoopState'), (2.452286958694458, 'XCEncPreRunState'), (2.4610660076141357, 'XCEncRunState'), (18.97596788406372, 'XCEncDumpState'), (22.791829824447632, 'XCEncLoopState'), (22.79196286201477, 'XCEncFinishState'), (23.331876039505005, 'XCEncQuitState'), (23.331981897354126, 'FinalState')]
