0:[(1.3581209182739258, 'XCEncSettingsState'), (3.5112228393554688, 'XCEncLoopState'), (3.511307954788208, 'XCEncPreRunState'), (3.51830792427063, 'XCEncRunState'), (8.864518880844116, 'XCEncFinishState'), (9.090281009674072, 'XCEncQuitState'), (9.090405941009521, 'FinalState')]
1:[(1.3598718643188477, 'XCEncSettingsState'), (3.3593218326568604, 'XCEncLoopState'), (3.3594248294830322, 'XCEncPreRunState'), (3.3640739917755127, 'XCEncRunState'), (8.794221878051758, 'XCEncFinishState'), (9.001260042190552, 'XCEncQuitState'), (9.00142502784729, 'FinalState')]
2:[(1.3624179363250732, 'XCEncSettingsState'), (3.497612953186035, 'XCEncLoopState'), (3.497696876525879, 'XCEncPreRunState'), (3.501142978668213, 'XCEncRunState'), (8.818459033966064, 'XCEncFinishState'), (9.030261993408203, 'XCEncQuitState'), (9.030411958694458, 'FinalState')]
3:[(1.3640389442443848, 'XCEncSettingsState'), (3.501215934753418, 'XCEncLoopState'), (3.5012998580932617, 'XCEncPreRunState'), (3.5062668323516846, 'XCEncRunState'), (9.050055980682373, 'XCEncFinishState'), (9.22340202331543, 'XCEncQuitState'), (9.223520994186401, 'FinalState')]
4:[(1.3661479949951172, 'XCEncSettingsState'), (3.343874931335449, 'XCEncLoopState'), (3.3440239429473877, 'XCEncPreRunState'), (3.3501229286193848, 'XCEncRunState'), (9.149442911148071, 'XCEncFinishState'), (9.359936952590942, 'XCEncQuitState'), (9.360090970993042, 'FinalState')]
5:[(1.3673648834228516, 'XCEncSettingsState'), (2.610316038131714, 'XCEncLoopState'), (2.6103668212890625, 'XCEncPreRunState'), (2.6162869930267334, 'XCEncRunState'), (7.993552923202515, 'XCEncFinishState'), (8.15310001373291, 'XCEncQuitState'), (8.153259038925171, 'FinalState')]
6:[(1.373420000076294, 'XCEncSettingsState'), (3.472824811935425, 'XCEncLoopState'), (3.4729180335998535, 'XCEncPreRunState'), (3.4790148735046387, 'XCEncRunState'), (9.017388820648193, 'XCEncFinishState'), (9.179396867752075, 'XCEncQuitState'), (9.179551839828491, 'FinalState')]
7:[(1.378497838973999, 'XCEncSettingsState'), (3.4282219409942627, 'XCEncLoopState'), (3.4283950328826904, 'XCEncPreRunState'), (3.4370248317718506, 'XCEncRunState'), (8.849828004837036, 'XCEncFinishState'), (9.007078886032104, 'XCEncQuitState'), (9.00722599029541, 'FinalState')]
8:[(1.3843798637390137, 'XCEncSettingsState'), (3.4334378242492676, 'XCEncLoopState'), (3.4335649013519287, 'XCEncPreRunState'), (3.439725875854492, 'XCEncRunState'), (8.85306692123413, 'XCEncFinishState'), (9.061340808868408, 'XCEncQuitState'), (9.061486005783081, 'FinalState')]
9:[(1.3910629749298096, 'XCEncSettingsState'), (3.5706849098205566, 'XCEncLoopState'), (3.570802927017212, 'XCEncPreRunState'), (3.5787110328674316, 'XCEncRunState'), (8.932924032211304, 'XCEncFinishState'), (9.105228900909424, 'XCEncQuitState'), (9.105363845825195, 'FinalState')]
10:[(1.4040098190307617, 'XCEncSettingsState'), (3.15396785736084, 'XCEncLoopState'), (3.1540260314941406, 'XCEncPreRunState'), (3.160810947418213, 'XCEncRunState'), (8.600005865097046, 'XCEncFinishState'), (8.821642875671387, 'XCEncQuitState'), (8.821791887283325, 'FinalState')]
11:[(1.415045976638794, 'XCEncSettingsState'), (3.47709584236145, 'XCEncLoopState'), (3.477185010910034, 'XCEncPreRunState'), (3.4828360080718994, 'XCEncRunState'), (8.909394025802612, 'XCEncFinishState'), (9.12282395362854, 'XCEncQuitState'), (9.122958898544312, 'FinalState')]
