0:[(0.023308992385864258, 'XCEncSettingsState'), (1.1973748207092285, 'XCEncLoopState'), (1.1975970268249512, 'XCEncPreRunState'), (1.199692964553833, 'XCEncRunState'), (6.775144815444946, 'XCEncFinishState'), (6.993232011795044, 'XCEncQuitState'), (6.993404865264893, 'FinalState')]
1:[(0.3527839183807373, 'XCEncSettingsState'), (2.3674099445343018, 'XCEncLoopState'), (2.367480993270874, 'XCEncPreRunState'), (2.377342939376831, 'XCEncRunState'), (7.866187810897827, 'XCEncFinishState'), (8.139868021011353, 'XCEncQuitState'), (8.139979839324951, 'FinalState')]
2:[(0.35346388816833496, 'XCEncSettingsState'), (1.5578248500823975, 'XCEncLoopState'), (1.5578908920288086, 'XCEncPreRunState'), (1.562129020690918, 'XCEncRunState'), (7.010283946990967, 'XCEncFinishState'), (7.177855968475342, 'XCEncQuitState'), (7.177989959716797, 'FinalState')]
3:[(0.3601529598236084, 'XCEncSettingsState'), (2.3377199172973633, 'XCEncLoopState'), (2.3377718925476074, 'XCEncPreRunState'), (2.350831985473633, 'XCEncRunState'), (7.6543028354644775, 'XCEncFinishState'), (7.877779960632324, 'XCEncQuitState'), (7.877904891967773, 'FinalState')]
4:[(0.3692820072174072, 'XCEncSettingsState'), (1.6394398212432861, 'XCEncLoopState'), (1.6395349502563477, 'XCEncPreRunState'), (1.6540799140930176, 'XCEncRunState'), (6.901288986206055, 'XCEncFinishState'), (7.105849981307983, 'XCEncQuitState'), (7.105988025665283, 'FinalState')]
5:[(0.36997103691101074, 'XCEncSettingsState'), (1.557013988494873, 'XCEncLoopState'), (1.5570909976959229, 'XCEncPreRunState'), (1.5622179508209229, 'XCEncRunState'), (7.013010025024414, 'XCEncFinishState'), (7.165887832641602, 'XCEncQuitState'), (7.166018009185791, 'FinalState')]
6:[(0.37053894996643066, 'XCEncSettingsState'), (1.5087108612060547, 'XCEncLoopState'), (1.5088489055633545, 'XCEncPreRunState'), (1.5299909114837646, 'XCEncRunState'), (7.126469850540161, 'XCEncFinishState'), (7.2828049659729, 'XCEncQuitState'), (7.282955884933472, 'FinalState')]
7:[(0.3710520267486572, 'XCEncSettingsState'), (2.5011799335479736, 'XCEncLoopState'), (2.5012309551239014, 'XCEncPreRunState'), (2.5070888996124268, 'XCEncRunState'), (8.101572036743164, 'XCEncFinishState'), (8.32356595993042, 'XCEncQuitState'), (8.323736906051636, 'FinalState')]
8:[(0.3715219497680664, 'XCEncSettingsState'), (2.4186558723449707, 'XCEncLoopState'), (2.418707847595215, 'XCEncPreRunState'), (2.426513910293579, 'XCEncRunState'), (7.812227964401245, 'XCEncFinishState'), (8.033767938613892, 'XCEncQuitState'), (8.033906936645508, 'FinalState')]
9:[(0.383713960647583, 'XCEncSettingsState'), (1.8430299758911133, 'XCEncLoopState'), (1.8430969715118408, 'XCEncPreRunState'), (1.8513920307159424, 'XCEncRunState'), (7.313378810882568, 'XCEncFinishState'), (7.520006895065308, 'XCEncQuitState'), (7.520150899887085, 'FinalState')]
10:[(0.3873918056488037, 'XCEncSettingsState'), (2.1728289127349854, 'XCEncLoopState'), (2.1728808879852295, 'XCEncPreRunState'), (2.1847879886627197, 'XCEncRunState'), (7.5009050369262695, 'XCEncFinishState'), (7.758049011230469, 'XCEncQuitState'), (7.758198022842407, 'FinalState')]
11:[(0.3881089687347412, 'XCEncSettingsState'), (2.4290318489074707, 'XCEncLoopState'), (2.4290859699249268, 'XCEncPreRunState'), (2.446347951889038, 'XCEncRunState'), (7.795053005218506, 'XCEncFinishState'), (8.01086688041687, 'XCEncQuitState'), (8.011021852493286, 'FinalState')]
12:[(0.3886079788208008, 'XCEncSettingsState'), (1.7379558086395264, 'XCEncLoopState'), (1.7380290031433105, 'XCEncPreRunState'), (1.7454140186309814, 'XCEncRunState'), (7.507493019104004, 'XCEncFinishState'), (7.733938932418823, 'XCEncQuitState'), (7.734064817428589, 'FinalState')]
13:[(0.3936309814453125, 'XCEncSettingsState'), (1.6797068119049072, 'XCEncLoopState'), (1.6797659397125244, 'XCEncPreRunState'), (1.683661937713623, 'XCEncRunState'), (7.386873960494995, 'XCEncFinishState'), (7.592382907867432, 'XCEncQuitState'), (7.592516899108887, 'FinalState')]
14:[(0.3995358943939209, 'XCEncSettingsState'), (2.475682020187378, 'XCEncLoopState'), (2.47574782371521, 'XCEncPreRunState'), (2.482184886932373, 'XCEncRunState'), (8.444610834121704, 'XCEncFinishState'), (8.625972986221313, 'XCEncQuitState'), (8.62611198425293, 'FinalState')]
15:[(0.4334068298339844, 'XCEncSettingsState'), (2.5071539878845215, 'XCEncLoopState'), (2.5072169303894043, 'XCEncPreRunState'), (2.514321804046631, 'XCEncRunState'), (8.56157898902893, 'XCEncFinishState'), (8.77768588066101, 'XCEncQuitState'), (8.777822971343994, 'FinalState')]
16:[(0.4353179931640625, 'XCEncSettingsState'), (2.418815851211548, 'XCEncLoopState'), (2.418862819671631, 'XCEncPreRunState'), (2.424564838409424, 'XCEncRunState'), (8.62865400314331, 'XCEncFinishState'), (8.79172396659851, 'XCEncQuitState'), (8.791849851608276, 'FinalState')]
17:[(0.4357750415802002, 'XCEncSettingsState'), (1.6918919086456299, 'XCEncLoopState'), (1.6919498443603516, 'XCEncPreRunState'), (1.7043328285217285, 'XCEncRunState'), (8.553738832473755, 'XCEncFinishState'), (8.759347915649414, 'XCEncQuitState'), (8.759498834609985, 'FinalState')]
18:[(0.44084692001342773, 'XCEncSettingsState'), (2.497504949569702, 'XCEncLoopState'), (2.4975619316101074, 'XCEncPreRunState'), (2.5083389282226562, 'XCEncRunState'), (8.95578384399414, 'XCEncFinishState'), (9.11833381652832, 'XCEncQuitState'), (9.118463039398193, 'FinalState')]
19:[(0.44408202171325684, 'XCEncSettingsState'), (2.1997859477996826, 'XCEncLoopState'), (2.1998448371887207, 'XCEncPreRunState'), (2.208446979522705, 'XCEncRunState'), (17.762133836746216, 'XCEncFinishState'), (18.135452032089233, 'XCEncQuitState'), (18.13562798500061, 'FinalState')]
20:[(0.45140790939331055, 'XCEncSettingsState'), (2.4808709621429443, 'XCEncLoopState'), (2.4809439182281494, 'XCEncPreRunState'), (2.4844868183135986, 'XCEncRunState'), (9.07518196105957, 'XCEncFinishState'), (9.236204862594604, 'XCEncQuitState'), (9.23635983467102, 'FinalState')]
21:[(0.45226287841796875, 'XCEncSettingsState'), (2.469985008239746, 'XCEncLoopState'), (2.470050811767578, 'XCEncPreRunState'), (2.482236862182617, 'XCEncRunState'), (8.357064008712769, 'XCEncFinishState'), (8.556460857391357, 'XCEncQuitState'), (8.556598901748657, 'FinalState')]
22:[(0.4525918960571289, 'XCEncSettingsState'), (1.75075101852417, 'XCEncLoopState'), (1.7508349418640137, 'XCEncPreRunState'), (1.762908935546875, 'XCEncRunState'), (8.520056009292603, 'XCEncFinishState'), (8.68460202217102, 'XCEncQuitState'), (8.684759855270386, 'FinalState')]
