0:[(0.004251003265380859, 'XCEncSettingsState'), (2.24542498588562, 'XCEncLoopState'), (2.245476007461548, 'XCEncPreRunState'), (2.253884792327881, 'XCEncRunState'), (7.54357385635376, 'XCEncFinishState'), (7.7037389278411865, 'XCEncQuitState'), (7.703896999359131, 'FinalState')]
1:[(0.022591829299926758, 'XCEncSettingsState'), (1.2645258903503418, 'XCEncLoopState'), (1.2647159099578857, 'XCEncPreRunState'), (1.2716748714447021, 'XCEncRunState'), (6.654558897018433, 'XCEncFinishState'), (6.871786832809448, 'XCEncQuitState'), (6.871973991394043, 'FinalState')]
2:[(0.11452484130859375, 'XCEncSettingsState'), (1.5288639068603516, 'XCEncLoopState'), (1.5289349555969238, 'XCEncPreRunState'), (1.5387418270111084, 'XCEncRunState'), (6.755434989929199, 'XCEncFinishState'), (6.962129831314087, 'XCEncQuitState'), (6.962278842926025, 'FinalState')]
3:[(0.11668896675109863, 'XCEncSettingsState'), (1.4474928379058838, 'XCEncLoopState'), (1.4476118087768555, 'XCEncPreRunState'), (1.456695795059204, 'XCEncRunState'), (7.022470951080322, 'XCEncFinishState'), (7.201456785202026, 'XCEncQuitState'), (7.20159387588501, 'FinalState')]
4:[(0.15903878211975098, 'XCEncSettingsState'), (2.0334508419036865, 'XCEncLoopState'), (2.0335309505462646, 'XCEncPreRunState'), (2.0397069454193115, 'XCEncRunState'), (7.318885803222656, 'XCEncFinishState'), (7.505332946777344, 'XCEncQuitState'), (7.505499839782715, 'FinalState')]
5:[(0.20643186569213867, 'XCEncSettingsState'), (1.4385349750518799, 'XCEncLoopState'), (1.438701868057251, 'XCEncPreRunState'), (1.4478819370269775, 'XCEncRunState'), (6.759339809417725, 'XCEncFinishState'), (6.979532957077026, 'XCEncQuitState'), (6.9796857833862305, 'FinalState')]
6:[(0.3857460021972656, 'XCEncSettingsState'), (1.5327949523925781, 'XCEncLoopState'), (1.5328938961029053, 'XCEncPreRunState'), (1.540834903717041, 'XCEncRunState'), (6.810282945632935, 'XCEncFinishState'), (7.031636953353882, 'XCEncQuitState'), (7.031798839569092, 'FinalState')]
7:[(0.3867659568786621, 'XCEncSettingsState'), (1.5984249114990234, 'XCEncLoopState'), (1.5985469818115234, 'XCEncPreRunState'), (1.6049869060516357, 'XCEncRunState'), (6.917557954788208, 'XCEncFinishState'), (7.079082012176514, 'XCEncQuitState'), (7.079239845275879, 'FinalState')]
8:[(0.3971519470214844, 'XCEncSettingsState'), (2.5183489322662354, 'XCEncLoopState'), (2.518404960632324, 'XCEncPreRunState'), (2.531996011734009, 'XCEncRunState'), (7.851241827011108, 'XCEncFinishState'), (8.005198001861572, 'XCEncQuitState'), (8.005350828170776, 'FinalState')]
9:[(0.4448869228363037, 'XCEncSettingsState'), (2.3400278091430664, 'XCEncLoopState'), (2.340082883834839, 'XCEncPreRunState'), (2.3555619716644287, 'XCEncRunState'), (7.646711826324463, 'XCEncFinishState'), (7.9201979637146, 'XCEncQuitState'), (7.920357942581177, 'FinalState')]
10:[(0.4986109733581543, 'XCEncSettingsState'), (1.6633429527282715, 'XCEncLoopState'), (1.6634008884429932, 'XCEncPreRunState'), (1.6775338649749756, 'XCEncRunState'), (7.081949949264526, 'XCEncFinishState'), (7.255306959152222, 'XCEncQuitState'), (7.255450010299683, 'FinalState')]
