0:[(1.1548688411712646, 'XCEncSettingsState'), (3.239971876144409, 'XCEncLoopState'), (3.2401089668273926, 'XCEncPreRunState'), (3.2474799156188965, 'XCEncRunState'), (13.936019897460938, 'XCEncDumpState'), (16.97104001045227, 'XCEncLoopState'), (16.971195936203003, 'XCEncFinishState'), (17.27240300178528, 'XCEncQuitState'), (17.272557020187378, 'FinalState')]
4:[(1.157120943069458, 'XCEncSettingsState'), (4.882966041564941, 'XCEncLoopState'), (4.88310694694519, 'XCEncPreRunState'), (4.890387058258057, 'XCEncRunState'), (48.34800601005554, 'XCEncDumpState'), (52.32009506225586, 'XCEncLoopState'), (52.320229053497314, 'XCEncFinishState'), (52.66745901107788, 'XCEncQuitState'), (52.66757392883301, 'FinalState')]
8:[(1.1587779521942139, 'XCEncSettingsState'), (3.188333034515381, 'XCEncLoopState'), (3.188523054122925, 'XCEncPreRunState'), (3.193586826324463, 'XCEncRunState'), (21.77979803085327, 'XCEncDumpState'), (25.32643985748291, 'XCEncLoopState'), (25.326571941375732, 'XCEncFinishState'), (25.522140979766846, 'XCEncQuitState'), (25.52227783203125, 'FinalState')]
12:[(1.159085988998413, 'XCEncSettingsState'), (3.5120208263397217, 'XCEncLoopState'), (3.5121450424194336, 'XCEncPreRunState'), (3.5167038440704346, 'XCEncRunState'), (33.02693295478821, 'XCEncDumpState'), (38.261178970336914, 'XCEncLoopState'), (38.26129102706909, 'XCEncFinishState'), (38.58720088005066, 'XCEncQuitState'), (38.58731698989868, 'FinalState')]
16:[(1.1613459587097168, 'XCEncSettingsState'), (4.9470319747924805, 'XCEncLoopState'), (4.94714093208313, 'XCEncPreRunState'), (4.9524970054626465, 'XCEncRunState'), (27.729450941085815, 'XCEncDumpState'), (32.624348878860474, 'XCEncLoopState'), (32.62445282936096, 'XCEncFinishState'), (32.83089303970337, 'XCEncQuitState'), (32.83103585243225, 'FinalState')]
20:[(1.1639430522918701, 'XCEncSettingsState'), (3.2495229244232178, 'XCEncLoopState'), (3.2496659755706787, 'XCEncPreRunState'), (3.2537498474121094, 'XCEncRunState'), (21.53511905670166, 'XCEncDumpState'), (25.067373991012573, 'XCEncLoopState'), (25.067494869232178, 'XCEncFinishState'), (25.346329927444458, 'XCEncQuitState'), (25.346473932266235, 'FinalState')]
24:[(1.1646928787231445, 'XCEncSettingsState'), (5.0347068309783936, 'XCEncLoopState'), (5.034812927246094, 'XCEncPreRunState'), (5.040081024169922, 'XCEncRunState'), (31.913800954818726, 'XCEncDumpState'), (37.299723863601685, 'XCEncLoopState'), (37.29979085922241, 'XCEncFinishState'), (37.57395601272583, 'XCEncQuitState'), (37.57409596443176, 'FinalState')]
28:[(1.1795828342437744, 'XCEncSettingsState'), (4.9239208698272705, 'XCEncLoopState'), (4.924043893814087, 'XCEncPreRunState'), (4.930852890014648, 'XCEncRunState'), (32.22255301475525, 'XCEncDumpState'), (37.366320848464966, 'XCEncLoopState'), (37.366458892822266, 'XCEncFinishState'), (37.692888021469116, 'XCEncQuitState'), (37.69301891326904, 'FinalState')]
32:[(1.1991939544677734, 'XCEncSettingsState'), (3.485729932785034, 'XCEncLoopState'), (3.485882043838501, 'XCEncPreRunState'), (3.4957950115203857, 'XCEncRunState'), (43.00366997718811, 'XCEncDumpState'), (48.75108194351196, 'XCEncLoopState'), (48.75122690200806, 'XCEncFinishState'), (49.04378795623779, 'XCEncQuitState'), (49.043983936309814, 'FinalState')]
36:[(1.203326940536499, 'XCEncSettingsState'), (3.2598989009857178, 'XCEncLoopState'), (3.2600200176239014, 'XCEncPreRunState'), (3.264880895614624, 'XCEncRunState'), (22.51189398765564, 'XCEncDumpState'), (26.20714497566223, 'XCEncLoopState'), (26.207273960113525, 'XCEncFinishState'), (26.454160928726196, 'XCEncQuitState'), (26.454306840896606, 'FinalState')]
40:[(1.2042298316955566, 'XCEncSettingsState'), (3.253854990005493, 'XCEncLoopState'), (3.2539758682250977, 'XCEncPreRunState'), (3.2580978870391846, 'XCEncRunState'), (40.17355394363403, 'XCEncDumpState'), (44.78500986099243, 'XCEncLoopState'), (44.78512096405029, 'XCEncFinishState'), (45.497294902801514, 'XCEncQuitState'), (45.497474908828735, 'FinalState')]
