0:[(0.6260619163513184, 'XCEncSettingsState'), (6.215622901916504, 'XCEncLoopState'), (6.215753078460693, 'XCEncPreRunState'), (6.2240049839019775, 'XCEncRunState'), (24.177196979522705, 'XCEncDumpState'), (29.528552055358887, 'XCEncLoopState'), (29.52871799468994, 'XCEncFinishState'), (29.733953952789307, 'XCEncQuitState'), (29.734138011932373, 'FinalState')]
2:[(0.628978967666626, 'XCEncSettingsState'), (8.167993068695068, 'XCEncLoopState'), (8.168122053146362, 'XCEncPreRunState'), (8.174288034439087, 'XCEncRunState'), (26.084162950515747, 'XCEncDumpState'), (31.195348024368286, 'XCEncLoopState'), (31.195502042770386, 'XCEncFinishState'), (31.38226294517517, 'XCEncQuitState'), (31.382421016693115, 'FinalState')]
4:[(0.6353669166564941, 'XCEncSettingsState'), (8.11395788192749, 'XCEncLoopState'), (8.114084959030151, 'XCEncPreRunState'), (8.120532989501953, 'XCEncRunState'), (26.433779001235962, 'XCEncDumpState'), (32.038723945617676, 'XCEncLoopState'), (32.03887701034546, 'XCEncFinishState'), (32.28382706642151, 'XCEncQuitState'), (32.28397488594055, 'FinalState')]
6:[(0.6389739513397217, 'XCEncSettingsState'), (7.279819011688232, 'XCEncLoopState'), (7.279979944229126, 'XCEncPreRunState'), (7.2850329875946045, 'XCEncRunState'), (25.245123863220215, 'XCEncDumpState'), (30.407105922698975, 'XCEncLoopState'), (30.40730309486389, 'XCEncFinishState'), (30.675448894500732, 'XCEncQuitState'), (30.67560386657715, 'FinalState')]
8:[(0.7247359752655029, 'XCEncSettingsState'), (8.278326034545898, 'XCEncLoopState'), (8.278441905975342, 'XCEncPreRunState'), (8.28407597541809, 'XCEncRunState'), (29.74605894088745, 'XCEncDumpState'), (35.66556787490845, 'XCEncLoopState'), (35.6657030582428, 'XCEncFinishState'), (35.90264701843262, 'XCEncQuitState'), (35.90280199050903, 'FinalState')]
10:[(1.1499760150909424, 'XCEncSettingsState'), (8.562150001525879, 'XCEncLoopState'), (8.562259912490845, 'XCEncPreRunState'), (8.56753396987915, 'XCEncRunState'), (111.40746998786926, 'XCEncDumpState'), (117.61101603507996, 'XCEncLoopState'), (117.6111569404602, 'XCEncFinishState'), (118.0508279800415, 'XCEncQuitState'), (118.05097699165344, 'FinalState')]
12:[(1.1527609825134277, 'XCEncSettingsState'), (8.645878076553345, 'XCEncLoopState'), (8.645972967147827, 'XCEncPreRunState'), (8.65106201171875, 'XCEncRunState'), (91.28983902931213, 'XCEncDumpState'), (100.13467693328857, 'XCEncLoopState'), (100.13484001159668, 'XCEncFinishState'), (100.5029969215393, 'XCEncQuitState'), (100.50314497947693, 'FinalState')]
14:[(1.1568729877471924, 'XCEncSettingsState'), (8.69679307937622, 'XCEncLoopState'), (8.696876049041748, 'XCEncPreRunState'), (8.701628923416138, 'XCEncRunState'), (91.10561490058899, 'XCEncDumpState'), (97.16190505027771, 'XCEncLoopState'), (97.16203999519348, 'XCEncFinishState'), (97.68560600280762, 'XCEncQuitState'), (97.68573307991028, 'FinalState')]
16:[(1.1579160690307617, 'XCEncSettingsState'), (8.411189079284668, 'XCEncLoopState'), (8.41130805015564, 'XCEncPreRunState'), (8.417768001556396, 'XCEncRunState'), (76.8015558719635, 'XCEncDumpState'), (82.1090190410614, 'XCEncLoopState'), (82.10917401313782, 'XCEncFinishState'), (82.35336303710938, 'XCEncQuitState'), (82.35344290733337, 'FinalState')]
18:[(1.158681869506836, 'XCEncSettingsState'), (8.614044904708862, 'XCEncLoopState'), (8.6141939163208, 'XCEncPreRunState'), (8.620135068893433, 'XCEncRunState'), (61.56166696548462, 'XCEncDumpState'), (70.75111794471741, 'XCEncLoopState'), (70.75125193595886, 'XCEncFinishState'), (71.08959889411926, 'XCEncQuitState'), (71.08973288536072, 'FinalState')]
20:[(1.1592659950256348, 'XCEncSettingsState'), (8.629263877868652, 'XCEncLoopState'), (8.629366874694824, 'XCEncPreRunState'), (8.634557962417603, 'XCEncRunState'), (73.013267993927, 'XCEncDumpState'), (79.6634418964386, 'XCEncLoopState'), (79.66358399391174, 'XCEncFinishState'), (79.93839597702026, 'XCEncQuitState'), (79.9385290145874, 'FinalState')]
