0:[(1.2361400127410889, 'XCEncSettingsState'), (4.961911916732788, 'XCEncLoopState'), (4.9620139598846436, 'XCEncPreRunState'), (4.967211961746216, 'XCEncRunState'), (20.733259916305542, 'XCEncDumpState'), (25.4959499835968, 'XCEncLoopState'), (25.49609088897705, 'XCEncFinishState'), (25.778936862945557, 'XCEncQuitState'), (25.77908992767334, 'FinalState')]
2:[(1.239603042602539, 'XCEncSettingsState'), (5.0406529903411865, 'XCEncLoopState'), (5.040786981582642, 'XCEncPreRunState'), (5.048306941986084, 'XCEncRunState'), (25.295902013778687, 'XCEncDumpState'), (30.244981050491333, 'XCEncLoopState'), (30.245118856430054, 'XCEncFinishState'), (30.505003929138184, 'XCEncQuitState'), (30.50518488883972, 'FinalState')]
4:[(1.2400259971618652, 'XCEncSettingsState'), (5.142149925231934, 'XCEncLoopState'), (5.142235040664673, 'XCEncPreRunState'), (5.147366046905518, 'XCEncRunState'), (47.5583758354187, 'XCEncDumpState'), (53.32189393043518, 'XCEncLoopState'), (53.32203698158264, 'XCEncFinishState'), (53.610085010528564, 'XCEncQuitState'), (53.610255002975464, 'FinalState')]
6:[(1.2407569885253906, 'XCEncSettingsState'), (4.415122032165527, 'XCEncLoopState'), (4.4152350425720215, 'XCEncPreRunState'), (4.421792984008789, 'XCEncRunState'), (44.97574186325073, 'XCEncDumpState'), (50.58879590034485, 'XCEncLoopState'), (50.58890390396118, 'XCEncFinishState'), (50.896838903427124, 'XCEncQuitState'), (50.89697504043579, 'FinalState')]
8:[(1.2420680522918701, 'XCEncSettingsState'), (5.2106969356536865, 'XCEncLoopState'), (5.210768938064575, 'XCEncPreRunState'), (5.216434001922607, 'XCEncRunState'), (33.43979597091675, 'XCEncDumpState'), (39.4301278591156, 'XCEncLoopState'), (39.43030285835266, 'XCEncFinishState'), (39.673622846603394, 'XCEncQuitState'), (39.67377686500549, 'FinalState')]
10:[(1.2484099864959717, 'XCEncSettingsState'), (5.1709089279174805, 'XCEncLoopState'), (5.1709818840026855, 'XCEncPreRunState'), (5.17639684677124, 'XCEncRunState'), (30.00728988647461, 'XCEncDumpState'), (35.563135862350464, 'XCEncLoopState'), (35.563241958618164, 'XCEncFinishState'), (35.807997941970825, 'XCEncQuitState'), (35.80805993080139, 'FinalState')]
12:[(1.253622055053711, 'XCEncSettingsState'), (5.126410007476807, 'XCEncLoopState'), (5.126507043838501, 'XCEncPreRunState'), (5.1348090171813965, 'XCEncRunState'), (31.53464102745056, 'XCEncDumpState'), (36.99486184120178, 'XCEncLoopState'), (36.995002031326294, 'XCEncFinishState'), (37.234779834747314, 'XCEncQuitState'), (37.23492693901062, 'FinalState')]
14:[(1.2545969486236572, 'XCEncSettingsState'), (5.030956029891968, 'XCEncLoopState'), (5.031105995178223, 'XCEncPreRunState'), (5.036013841629028, 'XCEncRunState'), (27.721415996551514, 'XCEncDumpState'), (32.870198011398315, 'XCEncLoopState'), (32.8703498840332, 'XCEncFinishState'), (33.1044180393219, 'XCEncQuitState'), (33.10453486442566, 'FinalState')]
16:[(1.2553558349609375, 'XCEncSettingsState'), (3.36246395111084, 'XCEncLoopState'), (3.3626718521118164, 'XCEncPreRunState'), (3.3674299716949463, 'XCEncRunState'), (17.19923186302185, 'XCEncDumpState'), (20.645966053009033, 'XCEncLoopState'), (20.646219968795776, 'XCEncFinishState'), (20.909656047821045, 'XCEncQuitState'), (20.90980887413025, 'FinalState')]
18:[(1.2561490535736084, 'XCEncSettingsState'), (4.960105895996094, 'XCEncLoopState'), (4.960207939147949, 'XCEncPreRunState'), (4.967300891876221, 'XCEncRunState'), (30.424165964126587, 'XCEncDumpState'), (35.59629988670349, 'XCEncLoopState'), (35.59644293785095, 'XCEncFinishState'), (35.88309288024902, 'XCEncQuitState'), (35.883174896240234, 'FinalState')]
20:[(1.2567038536071777, 'XCEncSettingsState'), (5.014165878295898, 'XCEncLoopState'), (5.014332056045532, 'XCEncPreRunState'), (5.020704984664917, 'XCEncRunState'), (32.787456035614014, 'XCEncDumpState'), (37.9874529838562, 'XCEncLoopState'), (37.98764896392822, 'XCEncFinishState'), (38.25129699707031, 'XCEncQuitState'), (38.25137686729431, 'FinalState')]
