0:[(0.007904052734375, 'XCEncSettingsState'), (2.763594150543213, 'XCEncLoopState'), (2.7636539936065674, 'XCEncPreRunState'), (2.776761054992676, 'XCEncRunState'), (24.414976119995117, 'XCEncDumpState'), (32.506070137023926, 'XCEncLoopState'), (32.50616502761841, 'XCEncFinishState'), (32.76838707923889, 'XCEncQuitState'), (32.76850700378418, 'FinalState')]
2:[(0.023479938507080078, 'XCEncSettingsState'), (2.1865251064300537, 'XCEncLoopState'), (2.1866071224212646, 'XCEncPreRunState'), (2.196316957473755, 'XCEncRunState'), (11.335866928100586, 'XCEncDumpState'), (14.907921075820923, 'XCEncLoopState'), (14.908121109008789, 'XCEncFinishState'), (15.12086296081543, 'XCEncQuitState'), (15.121020078659058, 'FinalState')]
4:[(0.02985215187072754, 'XCEncSettingsState'), (3.8054721355438232, 'XCEncLoopState'), (3.8055620193481445, 'XCEncPreRunState'), (3.8114030361175537, 'XCEncRunState'), (12.865925073623657, 'XCEncDumpState'), (16.273308038711548, 'XCEncLoopState'), (16.273438930511475, 'XCEncFinishState'), (16.462548971176147, 'XCEncQuitState'), (16.462685108184814, 'FinalState')]
6:[(0.07853102684020996, 'XCEncSettingsState'), (2.941451072692871, 'XCEncLoopState'), (2.941519021987915, 'XCEncPreRunState'), (2.953745126724243, 'XCEncRunState'), (14.166649103164673, 'XCEncDumpState'), (19.00556206703186, 'XCEncLoopState'), (19.005715131759644, 'XCEncFinishState'), (19.256937980651855, 'XCEncQuitState'), (19.257058143615723, 'FinalState')]
8:[(0.12234306335449219, 'XCEncSettingsState'), (2.3787450790405273, 'XCEncLoopState'), (2.3788211345672607, 'XCEncPreRunState'), (2.389106035232544, 'XCEncRunState'), (20.56381106376648, 'XCEncDumpState'), (26.83478593826294, 'XCEncLoopState'), (26.834877014160156, 'XCEncFinishState'), (27.050188064575195, 'XCEncQuitState'), (27.050323963165283, 'FinalState')]
10:[(0.1387181282043457, 'XCEncSettingsState'), (2.362720012664795, 'XCEncLoopState'), (2.362781047821045, 'XCEncPreRunState'), (2.378941059112549, 'XCEncRunState'), (15.689471006393433, 'XCEncDumpState'), (20.583744049072266, 'XCEncLoopState'), (20.583866119384766, 'XCEncFinishState'), (20.797394037246704, 'XCEncQuitState'), (20.797542095184326, 'FinalState')]
12:[(0.21979212760925293, 'XCEncSettingsState'), (3.8465540409088135, 'XCEncLoopState'), (3.846673011779785, 'XCEncPreRunState'), (3.8517279624938965, 'XCEncRunState'), (19.39928698539734, 'XCEncDumpState'), (22.63898015022278, 'XCEncLoopState'), (22.63911509513855, 'XCEncFinishState'), (22.81418013572693, 'XCEncQuitState'), (22.814244985580444, 'FinalState')]
14:[(0.3003699779510498, 'XCEncSettingsState'), (2.6750950813293457, 'XCEncLoopState'), (2.6751480102539062, 'XCEncPreRunState'), (2.682400941848755, 'XCEncRunState'), (19.749104022979736, 'XCEncDumpState'), (24.526746034622192, 'XCEncLoopState'), (24.52690100669861, 'XCEncFinishState'), (24.83135414123535, 'XCEncQuitState'), (24.83147096633911, 'FinalState')]
16:[(0.37587904930114746, 'XCEncSettingsState'), (3.4805891513824463, 'XCEncLoopState'), (3.4807379245758057, 'XCEncPreRunState'), (3.4899840354919434, 'XCEncRunState'), (21.499635934829712, 'XCEncDumpState'), (25.34037208557129, 'XCEncLoopState'), (25.34045696258545, 'XCEncFinishState'), (25.590419054031372, 'XCEncQuitState'), (25.59053111076355, 'FinalState')]
18:[(0.3774111270904541, 'XCEncSettingsState'), (3.3473830223083496, 'XCEncLoopState'), (3.347486972808838, 'XCEncPreRunState'), (3.3559069633483887, 'XCEncRunState'), (20.288681983947754, 'XCEncDumpState'), (25.52146315574646, 'XCEncLoopState'), (25.52153515815735, 'XCEncFinishState'), (25.763397932052612, 'XCEncQuitState'), (25.76353096961975, 'FinalState')]
20:[(0.39714503288269043, 'XCEncSettingsState'), (2.7038731575012207, 'XCEncLoopState'), (2.7039401531219482, 'XCEncPreRunState'), (2.7141530513763428, 'XCEncRunState'), (20.29162907600403, 'XCEncDumpState'), (24.896047115325928, 'XCEncLoopState'), (24.896188974380493, 'XCEncFinishState'), (25.203850984573364, 'XCEncQuitState'), (25.20398712158203, 'FinalState')]
