0:[(1.1516120433807373, 'XCEncSettingsState'), (4.94898796081543, 'XCEncLoopState'), (4.949113845825195, 'XCEncPreRunState'), (4.954361915588379, 'XCEncRunState'), (14.324177980422974, 'XCEncFinishState'), (14.502725839614868, 'XCEncQuitState'), (14.50288701057434, 'FinalState')]
1:[(1.154127836227417, 'XCEncSettingsState'), (5.030378818511963, 'XCEncLoopState'), (5.030529022216797, 'XCEncPreRunState'), (5.036051034927368, 'XCEncRunState'), (14.704736948013306, 'XCEncFinishState'), (14.885769844055176, 'XCEncQuitState'), (14.885915994644165, 'FinalState')]
2:[(1.1547019481658936, 'XCEncSettingsState'), (5.063151836395264, 'XCEncLoopState'), (5.063241958618164, 'XCEncPreRunState'), (5.069667816162109, 'XCEncRunState'), (14.571687936782837, 'XCEncFinishState'), (14.785259008407593, 'XCEncQuitState'), (14.78540587425232, 'FinalState')]
3:[(1.155750036239624, 'XCEncSettingsState'), (5.001812934875488, 'XCEncLoopState'), (5.001940965652466, 'XCEncPreRunState'), (5.009526968002319, 'XCEncRunState'), (14.278672933578491, 'XCEncFinishState'), (14.435573816299438, 'XCEncQuitState'), (14.435736894607544, 'FinalState')]
4:[(1.156512975692749, 'XCEncSettingsState'), (4.888926029205322, 'XCEncLoopState'), (4.889052867889404, 'XCEncPreRunState'), (4.894917964935303, 'XCEncRunState'), (14.147596836090088, 'XCEncFinishState'), (14.309423923492432, 'XCEncQuitState'), (14.309569835662842, 'FinalState')]
5:[(1.1596958637237549, 'XCEncSettingsState'), (4.954502820968628, 'XCEncLoopState'), (4.9546239376068115, 'XCEncPreRunState'), (4.958454847335815, 'XCEncRunState'), (14.045316934585571, 'XCEncFinishState'), (14.251996040344238, 'XCEncQuitState'), (14.252157926559448, 'FinalState')]
6:[(1.161106824874878, 'XCEncSettingsState'), (5.067824840545654, 'XCEncLoopState'), (5.067914009094238, 'XCEncPreRunState'), (5.073531866073608, 'XCEncRunState'), (14.388447999954224, 'XCEncFinishState'), (14.552347898483276, 'XCEncQuitState'), (14.552486896514893, 'FinalState')]
7:[(1.1622350215911865, 'XCEncSettingsState'), (4.917562007904053, 'XCEncLoopState'), (4.917688846588135, 'XCEncPreRunState'), (4.92156195640564, 'XCEncRunState'), (14.221506834030151, 'XCEncFinishState'), (14.43815803527832, 'XCEncQuitState'), (14.438305854797363, 'FinalState')]
8:[(1.1710178852081299, 'XCEncSettingsState'), (5.023636817932129, 'XCEncLoopState'), (5.023754835128784, 'XCEncPreRunState'), (5.03078293800354, 'XCEncRunState'), (14.45927882194519, 'XCEncFinishState'), (14.623190879821777, 'XCEncQuitState'), (14.623337030410767, 'FinalState')]
9:[(1.182931900024414, 'XCEncSettingsState'), (5.017987012863159, 'XCEncLoopState'), (5.0181050300598145, 'XCEncPreRunState'), (5.0240089893341064, 'XCEncRunState'), (14.86677598953247, 'XCEncFinishState'), (15.035984992980957, 'XCEncQuitState'), (15.036104917526245, 'FinalState')]
10:[(1.1946640014648438, 'XCEncSettingsState'), (5.107172966003418, 'XCEncLoopState'), (5.107259035110474, 'XCEncPreRunState'), (5.114264965057373, 'XCEncRunState'), (14.55771803855896, 'XCEncFinishState'), (14.732010841369629, 'XCEncQuitState'), (14.73213791847229, 'FinalState')]
11:[(1.2046840190887451, 'XCEncSettingsState'), (5.05363392829895, 'XCEncLoopState'), (5.053735017776489, 'XCEncPreRunState'), (5.0592310428619385, 'XCEncRunState'), (14.808148860931396, 'XCEncFinishState'), (15.034164905548096, 'XCEncQuitState'), (15.03429102897644, 'FinalState')]
12:[(1.2114529609680176, 'XCEncSettingsState'), (4.983320951461792, 'XCEncLoopState'), (4.983458995819092, 'XCEncPreRunState'), (4.9900219440460205, 'XCEncRunState'), (14.306790828704834, 'XCEncFinishState'), (14.469024896621704, 'XCEncQuitState'), (14.469190835952759, 'FinalState')]
13:[(1.216411828994751, 'XCEncSettingsState'), (5.107430934906006, 'XCEncLoopState'), (5.107507944107056, 'XCEncPreRunState'), (5.114348888397217, 'XCEncRunState'), (14.442667961120605, 'XCEncFinishState'), (14.600841045379639, 'XCEncQuitState'), (14.600977897644043, 'FinalState')]
14:[(1.2175629138946533, 'XCEncSettingsState'), (4.649613857269287, 'XCEncLoopState'), (4.6497228145599365, 'XCEncPreRunState'), (4.657102823257446, 'XCEncRunState'), (13.971935033798218, 'XCEncFinishState'), (14.14094591140747, 'XCEncQuitState'), (14.14110803604126, 'FinalState')]
15:[(1.218338966369629, 'XCEncSettingsState'), (3.9851608276367188, 'XCEncLoopState'), (3.985294818878174, 'XCEncPreRunState'), (3.99324893951416, 'XCEncRunState'), (13.202343940734863, 'XCEncFinishState'), (13.460777997970581, 'XCEncQuitState'), (13.46097183227539, 'FinalState')]
16:[(1.2189829349517822, 'XCEncSettingsState'), (5.098170042037964, 'XCEncLoopState'), (5.09827184677124, 'XCEncPreRunState'), (5.1043219566345215, 'XCEncRunState'), (14.706780910491943, 'XCEncFinishState'), (14.872895956039429, 'XCEncQuitState'), (14.873056888580322, 'FinalState')]
17:[(1.2195708751678467, 'XCEncSettingsState'), (5.00404691696167, 'XCEncLoopState'), (5.004190921783447, 'XCEncPreRunState'), (5.011999845504761, 'XCEncRunState'), (17.773140907287598, 'XCEncFinishState'), (17.925906896591187, 'XCEncQuitState'), (17.92606782913208, 'FinalState')]
18:[(1.2202069759368896, 'XCEncSettingsState'), (5.006220817565918, 'XCEncLoopState'), (5.006346940994263, 'XCEncPreRunState'), (5.012112855911255, 'XCEncRunState'), (34.589804887771606, 'XCEncFinishState'), (34.74697494506836, 'XCEncQuitState'), (34.74713182449341, 'FinalState')]
