0:[(0.5885870456695557, 'XCEncSettingsState'), (2.9721839427948, 'XCEncLoopState'), (2.972337007522583, 'XCEncPreRunState'), (2.9804670810699463, 'XCEncRunState'), (13.045883893966675, 'XCEncFinishState'), (13.215646028518677, 'XCEncQuitState'), (13.215795993804932, 'FinalState')]
1:[(0.6513290405273438, 'XCEncSettingsState'), (2.7044780254364014, 'XCEncLoopState'), (2.704555034637451, 'XCEncPreRunState'), (2.7144789695739746, 'XCEncRunState'), (12.801960945129395, 'XCEncFinishState'), (13.05059003829956, 'XCEncQuitState'), (13.05073595046997, 'FinalState')]
2:[(1.1725139617919922, 'XCEncSettingsState'), (4.635603904724121, 'XCEncLoopState'), (4.635710000991821, 'XCEncPreRunState'), (4.643495082855225, 'XCEncRunState'), (13.868557929992676, 'XCEncFinishState'), (14.032047033309937, 'XCEncQuitState'), (14.03219199180603, 'FinalState')]
3:[(1.1747949123382568, 'XCEncSettingsState'), (5.016892910003662, 'XCEncLoopState'), (5.016995906829834, 'XCEncPreRunState'), (5.026037931442261, 'XCEncRunState'), (14.315794944763184, 'XCEncFinishState'), (14.542294025421143, 'XCEncQuitState'), (14.542443990707397, 'FinalState')]
4:[(1.1758809089660645, 'XCEncSettingsState'), (4.556904077529907, 'XCEncLoopState'), (4.557034015655518, 'XCEncPreRunState'), (4.563043117523193, 'XCEncRunState'), (13.737893104553223, 'XCEncFinishState'), (13.948053121566772, 'XCEncQuitState'), (13.948210000991821, 'FinalState')]
5:[(1.1762809753417969, 'XCEncSettingsState'), (4.560930013656616, 'XCEncLoopState'), (4.561048984527588, 'XCEncPreRunState'), (4.565390110015869, 'XCEncRunState'), (13.842420101165771, 'XCEncFinishState'), (14.049823999404907, 'XCEncQuitState'), (14.049967050552368, 'FinalState')]
6:[(1.1766860485076904, 'XCEncSettingsState'), (5.062206983566284, 'XCEncLoopState'), (5.062298059463501, 'XCEncPreRunState'), (5.070921897888184, 'XCEncRunState'), (14.4114351272583, 'XCEncFinishState'), (14.68108606338501, 'XCEncQuitState'), (14.681212902069092, 'FinalState')]
7:[(1.1841330528259277, 'XCEncSettingsState'), (5.017206907272339, 'XCEncLoopState'), (5.017300128936768, 'XCEncPreRunState'), (5.026133060455322, 'XCEncRunState'), (14.236972093582153, 'XCEncFinishState'), (14.409111022949219, 'XCEncQuitState'), (14.409258127212524, 'FinalState')]
8:[(1.1869499683380127, 'XCEncSettingsState'), (3.222501039505005, 'XCEncLoopState'), (3.2226479053497314, 'XCEncPreRunState'), (3.2276201248168945, 'XCEncRunState'), (9.317284107208252, 'XCEncFinishState'), (9.417190074920654, 'XCEncQuitState'), (9.417364120483398, 'FinalState')]
9:[(1.1901090145111084, 'XCEncSettingsState'), (4.157049894332886, 'XCEncLoopState'), (4.157197952270508, 'XCEncPreRunState'), (4.16463303565979, 'XCEncRunState'), (13.424844980239868, 'XCEncFinishState'), (13.605257987976074, 'XCEncQuitState'), (13.60539698600769, 'FinalState')]
10:[(1.1934990882873535, 'XCEncSettingsState'), (3.29585599899292, 'XCEncLoopState'), (3.296020030975342, 'XCEncPreRunState'), (3.3015029430389404, 'XCEncRunState'), (9.793715000152588, 'XCEncFinishState'), (9.997575044631958, 'XCEncQuitState'), (9.997738122940063, 'FinalState')]
