0:[(0.15452194213867188, 'XCEncSettingsState'), (1.3512599468231201, 'XCEncLoopState'), (1.3513519763946533, 'XCEncPreRunState'), (1.3667349815368652, 'XCEncRunState'), (6.860357046127319, 'XCEncFinishState'), (7.032228946685791, 'XCEncQuitState'), (7.032381057739258, 'FinalState')]
1:[(0.20565009117126465, 'XCEncSettingsState'), (1.3932409286499023, 'XCEncLoopState'), (1.393312931060791, 'XCEncPreRunState'), (1.3984129428863525, 'XCEncRunState'), (6.852680921554565, 'XCEncFinishState'), (7.063923120498657, 'XCEncQuitState'), (7.0640809535980225, 'FinalState')]
2:[(0.22496390342712402, 'XCEncSettingsState'), (1.4400920867919922, 'XCEncLoopState'), (1.4401500225067139, 'XCEncPreRunState'), (1.454495906829834, 'XCEncRunState'), (6.664712905883789, 'XCEncFinishState'), (6.876168966293335, 'XCEncQuitState'), (6.8763298988342285, 'FinalState')]
3:[(0.23273897171020508, 'XCEncSettingsState'), (2.351464033126831, 'XCEncLoopState'), (2.3515191078186035, 'XCEncPreRunState'), (2.358494997024536, 'XCEncRunState'), (7.602996110916138, 'XCEncFinishState'), (7.797946929931641, 'XCEncQuitState'), (7.798080921173096, 'FinalState')]
4:[(0.24582791328430176, 'XCEncSettingsState'), (2.2060461044311523, 'XCEncLoopState'), (2.2061009407043457, 'XCEncPreRunState'), (2.2154159545898438, 'XCEncRunState'), (7.476623058319092, 'XCEncFinishState'), (7.688575983047485, 'XCEncQuitState'), (7.688724040985107, 'FinalState')]
5:[(0.3577749729156494, 'XCEncSettingsState'), (1.5354280471801758, 'XCEncLoopState'), (1.5354909896850586, 'XCEncPreRunState'), (1.5396769046783447, 'XCEncRunState'), (7.06630802154541, 'XCEncFinishState'), (7.431217908859253, 'XCEncQuitState'), (7.431409120559692, 'FinalState')]
6:[(0.4275779724121094, 'XCEncSettingsState'), (2.436163902282715, 'XCEncLoopState'), (2.4362220764160156, 'XCEncPreRunState'), (2.445189952850342, 'XCEncRunState'), (7.81813907623291, 'XCEncFinishState'), (7.972594976425171, 'XCEncQuitState'), (7.972742080688477, 'FinalState')]
7:[(0.4285299777984619, 'XCEncSettingsState'), (2.4423439502716064, 'XCEncLoopState'), (2.4423980712890625, 'XCEncPreRunState'), (2.447580099105835, 'XCEncRunState'), (7.896285057067871, 'XCEncFinishState'), (7.998780012130737, 'XCEncQuitState'), (7.998913049697876, 'FinalState')]
8:[(0.4289240837097168, 'XCEncSettingsState'), (2.178985118865967, 'XCEncLoopState'), (2.179064989089966, 'XCEncPreRunState'), (2.188378095626831, 'XCEncRunState'), (7.577287912368774, 'XCEncFinishState'), (7.7325499057769775, 'XCEncQuitState'), (7.732684135437012, 'FinalState')]
9:[(0.4396049976348877, 'XCEncSettingsState'), (2.401142120361328, 'XCEncLoopState'), (2.4012041091918945, 'XCEncPreRunState'), (2.4055259227752686, 'XCEncRunState'), (7.564352035522461, 'XCEncFinishState'), (7.728346109390259, 'XCEncQuitState'), (7.728486061096191, 'FinalState')]
10:[(0.45779895782470703, 'XCEncSettingsState'), (2.4437060356140137, 'XCEncLoopState'), (2.443803071975708, 'XCEncPreRunState'), (2.451201915740967, 'XCEncRunState'), (7.945013046264648, 'XCEncFinishState'), (8.14888596534729, 'XCEncQuitState'), (8.149035930633545, 'FinalState')]
