0:[(0.012643098831176758, 'XCEncSettingsState'), (1.1569850444793701, 'XCEncLoopState'), (1.1572270393371582, 'XCEncPreRunState'), (1.1602461338043213, 'XCEncRunState'), (8.560957193374634, 'XCEncFinishState'), (8.77511215209961, 'XCEncQuitState'), (8.77523398399353, 'FinalState')]
1:[(0.10496306419372559, 'XCEncSettingsState'), (1.2373440265655518, 'XCEncLoopState'), (1.2374730110168457, 'XCEncPreRunState'), (1.2550311088562012, 'XCEncRunState'), (8.914233207702637, 'XCEncFinishState'), (9.232872009277344, 'XCEncQuitState'), (9.23300313949585, 'FinalState')]
2:[(0.13820099830627441, 'XCEncSettingsState'), (1.288750171661377, 'XCEncLoopState'), (1.2888422012329102, 'XCEncPreRunState'), (1.3033020496368408, 'XCEncRunState'), (8.710685014724731, 'XCEncFinishState'), (8.876792192459106, 'XCEncQuitState'), (8.876898050308228, 'FinalState')]
3:[(0.21121907234191895, 'XCEncSettingsState'), (1.3512651920318604, 'XCEncLoopState'), (1.3513391017913818, 'XCEncPreRunState'), (1.367784023284912, 'XCEncRunState'), (9.245907068252563, 'XCEncFinishState'), (9.486035108566284, 'XCEncQuitState'), (9.486159086227417, 'FinalState')]
4:[(0.21316814422607422, 'XCEncSettingsState'), (2.314117193222046, 'XCEncLoopState'), (2.314174175262451, 'XCEncPreRunState'), (2.322373151779175, 'XCEncRunState'), (11.335090160369873, 'XCEncFinishState'), (11.555382013320923, 'XCEncQuitState'), (11.555503129959106, 'FinalState')]
5:[(0.21396613121032715, 'XCEncSettingsState'), (2.24424409866333, 'XCEncLoopState'), (2.2443010807037354, 'XCEncPreRunState'), (2.2556700706481934, 'XCEncRunState'), (10.504497051239014, 'XCEncFinishState'), (10.69633412361145, 'XCEncQuitState'), (10.69648814201355, 'FinalState')]
6:[(0.2145850658416748, 'XCEncSettingsState'), (1.3774712085723877, 'XCEncLoopState'), (1.3775420188903809, 'XCEncPreRunState'), (1.3952782154083252, 'XCEncRunState'), (12.087685108184814, 'XCEncFinishState'), (12.257902145385742, 'XCEncQuitState'), (12.257999181747437, 'FinalState')]
7:[(0.21867799758911133, 'XCEncSettingsState'), (1.3649461269378662, 'XCEncLoopState'), (1.3650171756744385, 'XCEncPreRunState'), (1.368690013885498, 'XCEncRunState'), (13.768715143203735, 'XCEncFinishState'), (13.921126127243042, 'XCEncQuitState'), (13.921233177185059, 'FinalState')]
8:[(0.22522401809692383, 'XCEncSettingsState'), (1.365173101425171, 'XCEncLoopState'), (1.3652369976043701, 'XCEncPreRunState'), (1.3687632083892822, 'XCEncRunState'), (13.136360168457031, 'XCEncFinishState'), (13.294429063796997, 'XCEncQuitState'), (13.294564008712769, 'FinalState')]
9:[(0.22891020774841309, 'XCEncSettingsState'), (1.4271221160888672, 'XCEncLoopState'), (1.4271831512451172, 'XCEncPreRunState'), (1.4408020973205566, 'XCEncRunState'), (14.013085126876831, 'XCEncFinishState'), (14.23286509513855, 'XCEncQuitState'), (14.232991218566895, 'FinalState')]
10:[(0.23513317108154297, 'XCEncSettingsState'), (2.2615110874176025, 'XCEncLoopState'), (2.2615671157836914, 'XCEncPreRunState'), (2.2742831707000732, 'XCEncRunState'), (13.5194251537323, 'XCEncFinishState'), (13.684521198272705, 'XCEncQuitState'), (13.684638023376465, 'FinalState')]
11:[(0.23853516578674316, 'XCEncSettingsState'), (2.2743330001831055, 'XCEncLoopState'), (2.274388074874878, 'XCEncPreRunState'), (2.280808210372925, 'XCEncRunState'), (13.835848093032837, 'XCEncFinishState'), (13.993941068649292, 'XCEncQuitState'), (13.994048118591309, 'FinalState')]
12:[(0.23914504051208496, 'XCEncSettingsState'), (1.386768102645874, 'XCEncLoopState'), (1.386836051940918, 'XCEncPreRunState'), (1.3972740173339844, 'XCEncRunState'), (14.039159059524536, 'XCEncFinishState'), (14.252995014190674, 'XCEncQuitState'), (14.253104209899902, 'FinalState')]
13:[(0.23972511291503906, 'XCEncSettingsState'), (1.4273090362548828, 'XCEncLoopState'), (1.427366018295288, 'XCEncPreRunState'), (1.4408609867095947, 'XCEncRunState'), (13.990100145339966, 'XCEncFinishState'), (14.158052206039429, 'XCEncQuitState'), (14.158168077468872, 'FinalState')]
14:[(0.24287009239196777, 'XCEncSettingsState'), (2.288870096206665, 'XCEncLoopState'), (2.2889270782470703, 'XCEncPreRunState'), (2.304807186126709, 'XCEncRunState'), (13.730844020843506, 'XCEncFinishState'), (13.885374069213867, 'XCEncQuitState'), (13.885502099990845, 'FinalState')]
15:[(0.2460620403289795, 'XCEncSettingsState'), (1.4070820808410645, 'XCEncLoopState'), (1.4071481227874756, 'XCEncPreRunState'), (1.4210810661315918, 'XCEncRunState'), (11.495230197906494, 'XCEncFinishState'), (11.673851013183594, 'XCEncQuitState'), (11.673992156982422, 'FinalState')]
