0:[(1.144752025604248, 'XCEncSettingsState'), (3.27646803855896, 'XCEncLoopState'), (3.276581048965454, 'XCEncPreRunState'), (3.2821359634399414, 'XCEncRunState'), (8.618706941604614, 'XCEncFinishState'), (8.837792873382568, 'XCEncQuitState'), (8.837914943695068, 'FinalState')]
1:[(1.1460869312286377, 'XCEncSettingsState'), (3.2114548683166504, 'XCEncLoopState'), (3.2115659713745117, 'XCEncPreRunState'), (3.2164499759674072, 'XCEncRunState'), (8.419163942337036, 'XCEncFinishState'), (8.62759804725647, 'XCEncQuitState'), (8.627732038497925, 'FinalState')]
2:[(1.1464309692382812, 'XCEncSettingsState'), (2.8809120655059814, 'XCEncLoopState'), (2.881079912185669, 'XCEncPreRunState'), (2.887035846710205, 'XCEncRunState'), (8.34478497505188, 'XCEncFinishState'), (8.499475002288818, 'XCEncQuitState'), (8.499637842178345, 'FinalState')]
3:[(1.1467289924621582, 'XCEncSettingsState'), (3.315340995788574, 'XCEncLoopState'), (3.315443992614746, 'XCEncPreRunState'), (3.319314956665039, 'XCEncRunState'), (8.899987936019897, 'XCEncFinishState'), (9.052103996276855, 'XCEncQuitState'), (9.052248001098633, 'FinalState')]
4:[(1.1471550464630127, 'XCEncSettingsState'), (3.145581007003784, 'XCEncLoopState'), (3.14570689201355, 'XCEncPreRunState'), (3.150459051132202, 'XCEncRunState'), (8.512330055236816, 'XCEncFinishState'), (8.67059588432312, 'XCEncQuitState'), (8.67074990272522, 'FinalState')]
5:[(1.1491138935089111, 'XCEncSettingsState'), (3.1492128372192383, 'XCEncLoopState'), (3.1493258476257324, 'XCEncPreRunState'), (3.1525790691375732, 'XCEncRunState'), (8.524134874343872, 'XCEncFinishState'), (8.74335503578186, 'XCEncQuitState'), (8.743505954742432, 'FinalState')]
6:[(1.1501820087432861, 'XCEncSettingsState'), (3.371562957763672, 'XCEncLoopState'), (3.3716509342193604, 'XCEncPreRunState'), (3.3744640350341797, 'XCEncRunState'), (8.825737953186035, 'XCEncFinishState'), (9.02433705329895, 'XCEncQuitState'), (9.024457931518555, 'FinalState')]
7:[(1.150743007659912, 'XCEncSettingsState'), (3.233304023742676, 'XCEncLoopState'), (3.2334139347076416, 'XCEncPreRunState'), (3.237114906311035, 'XCEncRunState'), (8.47097897529602, 'XCEncFinishState'), (8.627831935882568, 'XCEncQuitState'), (8.627945899963379, 'FinalState')]
8:[(1.151444911956787, 'XCEncSettingsState'), (3.2118020057678223, 'XCEncLoopState'), (3.2119059562683105, 'XCEncPreRunState'), (3.216593027114868, 'XCEncRunState'), (8.473747968673706, 'XCEncFinishState'), (8.792415857315063, 'XCEncQuitState'), (8.792553901672363, 'FinalState')]
9:[(1.15201997756958, 'XCEncSettingsState'), (3.273200035095215, 'XCEncLoopState'), (3.273308038711548, 'XCEncPreRunState'), (3.278347969055176, 'XCEncRunState'), (8.75510287284851, 'XCEncFinishState'), (8.926882982254028, 'XCEncQuitState'), (8.92699384689331, 'FinalState')]
10:[(1.1604728698730469, 'XCEncSettingsState'), (3.252686023712158, 'XCEncLoopState'), (3.2528178691864014, 'XCEncPreRunState'), (3.256748914718628, 'XCEncRunState'), (8.60348892211914, 'XCEncFinishState'), (8.757722854614258, 'XCEncQuitState'), (8.757856845855713, 'FinalState')]
