0:[(0.07653522491455078, 'XCEncSettingsState'), (4.041532039642334, 'XCEncLoopState'), (4.041722059249878, 'XCEncPreRunState'), (4.0455451011657715, 'XCEncRunState'), (14.618542194366455, 'XCEncFinishState'), (14.776430130004883, 'XCEncQuitState'), (14.776589155197144, 'FinalState')]
1:[(0.2323770523071289, 'XCEncSettingsState'), (4.133876085281372, 'XCEncLoopState'), (4.1340491771698, 'XCEncPreRunState'), (4.136738061904907, 'XCEncRunState'), (14.573984146118164, 'XCEncFinishState'), (14.727479219436646, 'XCEncQuitState'), (14.727673053741455, 'FinalState')]
2:[(0.4837021827697754, 'XCEncSettingsState'), (4.3818581104278564, 'XCEncLoopState'), (4.382014036178589, 'XCEncPreRunState'), (4.384797096252441, 'XCEncRunState'), (14.982895135879517, 'XCEncFinishState'), (15.143600225448608, 'XCEncQuitState'), (15.143754005432129, 'FinalState')]
3:[(0.4997122287750244, 'XCEncSettingsState'), (4.530686140060425, 'XCEncLoopState'), (4.530840158462524, 'XCEncPreRunState'), (4.533606052398682, 'XCEncRunState'), (18.171712160110474, 'XCEncFinishState'), (18.3763689994812, 'XCEncQuitState'), (18.376519203186035, 'FinalState')]
4:[(0.7558090686798096, 'XCEncSettingsState'), (4.698241233825684, 'XCEncLoopState'), (4.698393106460571, 'XCEncPreRunState'), (4.70194411277771, 'XCEncRunState'), (22.040536165237427, 'XCEncFinishState'), (22.19431710243225, 'XCEncQuitState'), (22.194483041763306, 'FinalState')]
5:[(1.0908880233764648, 'XCEncSettingsState'), (4.970242023468018, 'XCEncLoopState'), (4.970404148101807, 'XCEncPreRunState'), (4.974132061004639, 'XCEncRunState'), (22.356353998184204, 'XCEncFinishState'), (22.811103105545044, 'XCEncQuitState'), (22.811291217803955, 'FinalState')]
6:[(1.5196330547332764, 'XCEncSettingsState'), (5.418999195098877, 'XCEncLoopState'), (5.419149160385132, 'XCEncPreRunState'), (5.422723054885864, 'XCEncRunState'), (27.705401182174683, 'XCEncFinishState'), (27.864901065826416, 'XCEncQuitState'), (27.865057229995728, 'FinalState')]
7:[(1.7951760292053223, 'XCEncSettingsState'), (5.654672145843506, 'XCEncLoopState'), (5.654823064804077, 'XCEncPreRunState'), (5.658377170562744, 'XCEncRunState'), (26.647072076797485, 'XCEncFinishState'), (26.800979137420654, 'XCEncQuitState'), (26.801133155822754, 'FinalState')]
8:[(1.8904941082000732, 'XCEncSettingsState'), (5.850606203079224, 'XCEncLoopState'), (5.850757122039795, 'XCEncPreRunState'), (5.853662014007568, 'XCEncRunState'), (26.619823217391968, 'XCEncFinishState'), (26.8288311958313, 'XCEncQuitState'), (26.828994035720825, 'FinalState')]
9:[(2.6362550258636475, 'XCEncSettingsState'), (6.542408227920532, 'XCEncLoopState'), (6.542571067810059, 'XCEncPreRunState'), (6.546753168106079, 'XCEncRunState'), (27.48155903816223, 'XCEncFinishState'), (27.638167142868042, 'XCEncQuitState'), (27.638331174850464, 'FinalState')]
10:[(2.817925214767456, 'XCEncSettingsState'), (10.278975009918213, 'XCEncLoopState'), (10.279128074645996, 'XCEncPreRunState'), (10.282849073410034, 'XCEncRunState'), (44.07813119888306, 'XCEncFinishState'), (44.27734303474426, 'XCEncQuitState'), (44.27749705314636, 'FinalState')]
11:[(2.8183062076568604, 'XCEncSettingsState'), (10.198451042175293, 'XCEncLoopState'), (10.198605060577393, 'XCEncPreRunState'), (10.20369005203247, 'XCEncRunState'), (45.059203147888184, 'XCEncFinishState'), (45.20443105697632, 'XCEncQuitState'), (45.20458722114563, 'FinalState')]
12:[(2.8205881118774414, 'XCEncSettingsState'), (10.428186178207397, 'XCEncLoopState'), (10.428308010101318, 'XCEncPreRunState'), (10.431990146636963, 'XCEncRunState'), (44.20162010192871, 'XCEncFinishState'), (44.34968709945679, 'XCEncQuitState'), (44.34985017776489, 'FinalState')]
13:[(2.821007013320923, 'XCEncSettingsState'), (10.230026006698608, 'XCEncLoopState'), (10.230197191238403, 'XCEncPreRunState'), (10.245800018310547, 'XCEncRunState'), (42.447349071502686, 'XCEncFinishState'), (42.708919048309326, 'XCEncQuitState'), (42.70907211303711, 'FinalState')]
14:[(2.8277411460876465, 'XCEncSettingsState'), (10.50778317451477, 'XCEncLoopState'), (10.507907152175903, 'XCEncPreRunState'), (10.516741037368774, 'XCEncRunState'), (41.76291608810425, 'XCEncFinishState'), (41.96555805206299, 'XCEncQuitState'), (41.965715169906616, 'FinalState')]
15:[(2.8375611305236816, 'XCEncSettingsState'), (10.508165121078491, 'XCEncLoopState'), (10.508279085159302, 'XCEncPreRunState'), (10.515886068344116, 'XCEncRunState'), (42.35161900520325, 'XCEncFinishState'), (42.56177616119385, 'XCEncQuitState'), (42.56193709373474, 'FinalState')]
16:[(2.8414971828460693, 'XCEncSettingsState'), (10.541649103164673, 'XCEncLoopState'), (10.541755199432373, 'XCEncPreRunState'), (10.556421041488647, 'XCEncRunState'), (43.69649410247803, 'XCEncFinishState'), (43.94258213043213, 'XCEncQuitState'), (43.942750215530396, 'FinalState')]
17:[(2.8423590660095215, 'XCEncSettingsState'), (10.5420081615448, 'XCEncLoopState'), (10.54210901260376, 'XCEncPreRunState'), (10.54470419883728, 'XCEncRunState'), (43.64622712135315, 'XCEncFinishState'), (43.846100091934204, 'XCEncQuitState'), (43.846251010894775, 'FinalState')]
18:[(2.8431591987609863, 'XCEncSettingsState'), (10.643622159957886, 'XCEncLoopState'), (10.643741130828857, 'XCEncPreRunState'), (10.655806064605713, 'XCEncRunState'), (43.739018201828, 'XCEncFinishState'), (43.90928101539612, 'XCEncQuitState'), (43.90945100784302, 'FinalState')]
19:[(2.8468611240386963, 'XCEncSettingsState'), (10.64398717880249, 'XCEncLoopState'), (10.644098997116089, 'XCEncPreRunState'), (10.649748086929321, 'XCEncRunState'), (43.82969808578491, 'XCEncFinishState'), (44.02878713607788, 'XCEncQuitState'), (44.028929233551025, 'FinalState')]
20:[(2.850494146347046, 'XCEncSettingsState'), (10.342918157577515, 'XCEncLoopState'), (10.343071222305298, 'XCEncPreRunState'), (10.347068071365356, 'XCEncRunState'), (44.390382051467896, 'XCEncFinishState'), (44.61912512779236, 'XCEncQuitState'), (44.61927819252014, 'FinalState')]
21:[(2.8567922115325928, 'XCEncSettingsState'), (10.306940078735352, 'XCEncLoopState'), (10.307104110717773, 'XCEncPreRunState'), (10.3110671043396, 'XCEncRunState'), (44.44378304481506, 'XCEncFinishState'), (44.61015701293945, 'XCEncQuitState'), (44.61031723022461, 'FinalState')]
