0:[(1.3435630798339844, 'XCEncSettingsState'), (8.900581121444702, 'XCEncLoopState'), (8.900740146636963, 'XCEncPreRunState'), (8.906334161758423, 'XCEncRunState'), (26.653179168701172, 'XCEncFinishState'), (26.823995113372803, 'XCEncQuitState'), (26.824156045913696, 'FinalState')]
1:[(1.347919225692749, 'XCEncSettingsState'), (8.824607133865356, 'XCEncLoopState'), (8.824761152267456, 'XCEncPreRunState'), (8.82873010635376, 'XCEncRunState'), (26.377835035324097, 'XCEncFinishState'), (26.59345316886902, 'XCEncQuitState'), (26.593600034713745, 'FinalState')]
2:[(1.350621223449707, 'XCEncSettingsState'), (5.279272079467773, 'XCEncLoopState'), (5.27948522567749, 'XCEncPreRunState'), (5.285065174102783, 'XCEncRunState'), (16.365185022354126, 'XCEncFinishState'), (16.53060007095337, 'XCEncQuitState'), (16.53078317642212, 'FinalState')]
3:[(1.350771188735962, 'XCEncSettingsState'), (8.71319317817688, 'XCEncLoopState'), (8.713335037231445, 'XCEncPreRunState'), (8.740992069244385, 'XCEncRunState'), (30.692195177078247, 'XCEncFinishState'), (30.916215181350708, 'XCEncQuitState'), (30.916362047195435, 'FinalState')]
4:[(1.3519580364227295, 'XCEncSettingsState'), (8.694224119186401, 'XCEncLoopState'), (8.694346189498901, 'XCEncPreRunState'), (8.700144052505493, 'XCEncRunState'), (38.03384208679199, 'XCEncFinishState'), (38.26636600494385, 'XCEncQuitState'), (38.26650905609131, 'FinalState')]
5:[(1.3532071113586426, 'XCEncSettingsState'), (8.47671103477478, 'XCEncLoopState'), (8.476818084716797, 'XCEncPreRunState'), (8.485364198684692, 'XCEncRunState'), (36.84282612800598, 'XCEncFinishState'), (37.07071614265442, 'XCEncQuitState'), (37.07086706161499, 'FinalState')]
6:[(1.3539531230926514, 'XCEncSettingsState'), (8.913507223129272, 'XCEncLoopState'), (8.913653135299683, 'XCEncPreRunState'), (8.919260025024414, 'XCEncRunState'), (45.02044415473938, 'XCEncFinishState'), (45.24310302734375, 'XCEncQuitState'), (45.24326419830322, 'FinalState')]
7:[(1.3607680797576904, 'XCEncSettingsState'), (9.200141191482544, 'XCEncLoopState'), (9.20021104812622, 'XCEncPreRunState'), (9.203596115112305, 'XCEncRunState'), (43.91410803794861, 'XCEncFinishState'), (44.130571126937866, 'XCEncQuitState'), (44.130704164505005, 'FinalState')]
8:[(1.3745582103729248, 'XCEncSettingsState'), (8.886916160583496, 'XCEncLoopState'), (8.887034177780151, 'XCEncPreRunState'), (8.891455173492432, 'XCEncRunState'), (43.343995094299316, 'XCEncFinishState'), (43.51194620132446, 'XCEncQuitState'), (43.51206922531128, 'FinalState')]
9:[(1.3798630237579346, 'XCEncSettingsState'), (8.715943098068237, 'XCEncLoopState'), (8.716081142425537, 'XCEncPreRunState'), (8.741148233413696, 'XCEncRunState'), (42.005047082901, 'XCEncFinishState'), (42.169753074645996, 'XCEncQuitState'), (42.169902086257935, 'FinalState')]
10:[(1.3873732089996338, 'XCEncSettingsState'), (5.289928197860718, 'XCEncLoopState'), (5.290069103240967, 'XCEncPreRunState'), (5.295166015625, 'XCEncRunState'), (26.300868034362793, 'XCEncFinishState'), (26.559590101242065, 'XCEncQuitState'), (26.55974006652832, 'FinalState')]
11:[(1.3909962177276611, 'XCEncSettingsState'), (8.993719100952148, 'XCEncLoopState'), (8.993808031082153, 'XCEncPreRunState'), (8.998683214187622, 'XCEncRunState'), (43.79922819137573, 'XCEncFinishState'), (44.015942096710205, 'XCEncQuitState'), (44.01610016822815, 'FinalState')]
12:[(1.3944931030273438, 'XCEncSettingsState'), (8.70770001411438, 'XCEncLoopState'), (8.70785117149353, 'XCEncPreRunState'), (8.713723182678223, 'XCEncRunState'), (44.57365322113037, 'XCEncFinishState'), (44.752437114715576, 'XCEncQuitState'), (44.75259804725647, 'FinalState')]
13:[(1.400602102279663, 'XCEncSettingsState'), (8.895795106887817, 'XCEncLoopState'), (8.895910024642944, 'XCEncPreRunState'), (8.902665138244629, 'XCEncRunState'), (41.49615812301636, 'XCEncFinishState'), (41.649930000305176, 'XCEncQuitState'), (41.650084018707275, 'FinalState')]
14:[(1.4064700603485107, 'XCEncSettingsState'), (9.007492065429688, 'XCEncLoopState'), (9.00757622718811, 'XCEncPreRunState'), (9.012694120407104, 'XCEncRunState'), (41.59902000427246, 'XCEncFinishState'), (41.82930302619934, 'XCEncQuitState'), (41.82945013046265, 'FinalState')]
15:[(1.409743070602417, 'XCEncSettingsState'), (8.951381206512451, 'XCEncLoopState'), (8.951489210128784, 'XCEncPreRunState'), (8.956565141677856, 'XCEncRunState'), (38.925660133361816, 'XCEncFinishState'), (39.085411071777344, 'XCEncQuitState'), (39.08557105064392, 'FinalState')]
16:[(1.413100004196167, 'XCEncSettingsState'), (8.889227151870728, 'XCEncLoopState'), (8.8893461227417, 'XCEncPreRunState'), (8.896189212799072, 'XCEncRunState'), (42.39732909202576, 'XCEncFinishState'), (42.60522818565369, 'XCEncQuitState'), (42.605380058288574, 'FinalState')]
17:[(1.4164741039276123, 'XCEncSettingsState'), (8.951710224151611, 'XCEncLoopState'), (8.951810121536255, 'XCEncPreRunState'), (8.958729028701782, 'XCEncRunState'), (42.67938423156738, 'XCEncFinishState'), (42.88596820831299, 'XCEncQuitState'), (42.8861300945282, 'FinalState')]
