run_4k_q4_r0_n31 4 0 31 22.0009 22.0928 21.4678 22.2095 3257434 6853254 10520860 41355828 29848128 9210472926 21312
run_4k_q4_r1_n31 4 1 31 22.0009 22.0928 21.4678 22.2095 3224024 6909508 10579541 42077932 30189528 9210472926 21312
run_4k_q4_r2_n31 4 2 31 22.0009 22.0928 21.4678 22.2095 3233354 6872619 10536061 41724956 29894192 9210472926 21312
run_4k_q7_r0_n31 7 0 31 21.3224 21.3668 20.9657 21.5218 3246001 5961884 9612660 36435572 26046004 5992771989 21312
run_4k_q7_r1_n31 7 1 31 21.3224 21.3668 20.9657 21.5218 3279532 6047830 9776159 37125568 26295112 5992771989 21312
run_4k_q7_r2_n31 7 2 31 21.3224 21.3668 20.9657 21.5218 3240188 6039872 9706065 36999268 26115540 5992771989 21312
run_4k_q11_r0_n31 11 0 31 20.6389 20.6494 20.4528 20.79 3229638 5468678 9101910 33394376 23869224 3928690907 21312
run_4k_q11_r1_n31 11 1 31 20.6389 20.6494 20.4528 20.79 3271860 5496606 9213880 33934508 23921340 3928690907 21312
run_4k_q11_r2_n31 11 2 31 20.6389 20.6494 20.4528 20.79 3235200 5472977 9136779 33829796 23890568 3928690907 21312
run_4k_q14_r0_n31 14 0 31 20.042 20.0104 20.0142 20.1997 3289736 5277216 8978573 32204260 22733008 3077457002 21312
run_4k_q14_r1_n31 14 1 31 20.042 20.0104 20.0142 20.1997 3262304 5309477 9019835 32566208 22877328 3077457002 21312
run_4k_q14_r2_n31 14 2 31 20.042 20.0104 20.0142 20.1997 3232124 5278546 8939356 32505172 22702304 3077457002 21312
run_4k_q18_r0_n31 18 0 31 19.7135 19.6642 19.7806 19.8471 3273442 5055076 8731152 30974756 21646872 2587388672 21312
run_4k_q18_r1_n31 18 1 31 19.7135 19.6642 19.7806 19.8471 3242602 5113832 8802642 31369596 21945348 2587388672 21312
run_4k_q18_r2_n31 18 2 31 19.7135 19.6642 19.7806 19.8471 3250348 5079653 8760172 31248796 21688184 2587388672 21312
run_4k_q21_r0_n31 21 0 31 19.4772 19.4098 19.6097 19.6208 3219297 4880678 8495253 29722204 20860496 2310893768 21312
