0:[(0.051287174224853516, 'XCEncSettingsState'), (1.1891160011291504, 'XCEncLoopState'), (1.1892640590667725, 'XCEncPreRunState'), (1.198580026626587, 'XCEncRunState'), (6.579492092132568, 'XCEncDumpState'), (9.111948013305664, 'XCEncLoopState'), (9.112141132354736, 'XCEncFinishState'), (9.337805032730103, 'XCEncQuitState'), (9.337964057922363, 'FinalState')]
2:[(0.05208706855773926, 'XCEncSettingsState'), (1.983168125152588, 'XCEncLoopState'), (1.9832301139831543, 'XCEncPreRunState'), (1.989814043045044, 'XCEncRunState'), (9.75158405303955, 'XCEncDumpState'), (13.22712516784668, 'XCEncLoopState'), (13.2272469997406, 'XCEncFinishState'), (13.519376993179321, 'XCEncQuitState'), (13.519533157348633, 'FinalState')]
4:[(0.06047797203063965, 'XCEncSettingsState'), (1.2098901271820068, 'XCEncLoopState'), (1.2100181579589844, 'XCEncPreRunState'), (1.2190961837768555, 'XCEncRunState'), (10.618242025375366, 'XCEncDumpState'), (14.301213026046753, 'XCEncLoopState'), (14.301712989807129, 'XCEncFinishState'), (14.57366418838501, 'XCEncQuitState'), (14.57376217842102, 'FinalState')]
6:[(0.06082606315612793, 'XCEncSettingsState'), (1.210252046585083, 'XCEncLoopState'), (1.2103791236877441, 'XCEncPreRunState'), (1.2185540199279785, 'XCEncRunState'), (15.47479510307312, 'XCEncDumpState'), (18.68704104423523, 'XCEncLoopState'), (18.687251091003418, 'XCEncFinishState'), (18.889504194259644, 'XCEncQuitState'), (18.889679193496704, 'FinalState')]
8:[(0.06743097305297852, 'XCEncSettingsState'), (2.0064690113067627, 'XCEncLoopState'), (2.0065290927886963, 'XCEncPreRunState'), (2.0148229598999023, 'XCEncRunState'), (17.909818172454834, 'XCEncDumpState'), (20.546040058135986, 'XCEncLoopState'), (20.54618501663208, 'XCEncFinishState'), (20.90901517868042, 'XCEncQuitState'), (20.909085035324097, 'FinalState')]
10:[(0.07834506034851074, 'XCEncSettingsState'), (1.1854259967803955, 'XCEncLoopState'), (1.1856369972229004, 'XCEncPreRunState'), (1.1973400115966797, 'XCEncRunState'), (16.668806076049805, 'XCEncDumpState'), (19.263683080673218, 'XCEncLoopState'), (19.264091968536377, 'XCEncFinishState'), (19.544327974319458, 'XCEncQuitState'), (19.544594049453735, 'FinalState')]
12:[(0.08071708679199219, 'XCEncSettingsState'), (2.138772964477539, 'XCEncLoopState'), (2.138841152191162, 'XCEncPreRunState'), (2.1468451023101807, 'XCEncRunState'), (17.86579918861389, 'XCEncDumpState'), (20.425647974014282, 'XCEncLoopState'), (20.425888061523438, 'XCEncFinishState'), (20.68822407722473, 'XCEncQuitState'), (20.688606023788452, 'FinalState')]
14:[(0.08169317245483398, 'XCEncSettingsState'), (1.2208290100097656, 'XCEncLoopState'), (1.2210330963134766, 'XCEncPreRunState'), (1.233119010925293, 'XCEncRunState'), (15.135560035705566, 'XCEncDumpState'), (18.865491151809692, 'XCEncLoopState'), (18.865658044815063, 'XCEncFinishState'), (19.278539180755615, 'XCEncQuitState'), (19.278810024261475, 'FinalState')]
16:[(0.09384012222290039, 'XCEncSettingsState'), (1.2563691139221191, 'XCEncLoopState'), (1.2564749717712402, 'XCEncPreRunState'), (1.2585041522979736, 'XCEncRunState'), (12.571616172790527, 'XCEncDumpState'), (16.56725311279297, 'XCEncLoopState'), (16.56738805770874, 'XCEncFinishState'), (16.889888048171997, 'XCEncQuitState'), (16.890130043029785, 'FinalState')]
18:[(0.14322614669799805, 'XCEncSettingsState'), (2.0936169624328613, 'XCEncLoopState'), (2.093698024749756, 'XCEncPreRunState'), (2.104112148284912, 'XCEncRunState'), (13.669798135757446, 'XCEncDumpState'), (17.06269097328186, 'XCEncLoopState'), (17.062841176986694, 'XCEncFinishState'), (17.28835415840149, 'XCEncQuitState'), (17.288483142852783, 'FinalState')]
20:[(0.14375901222229004, 'XCEncSettingsState'), (2.1517930030822754, 'XCEncLoopState'), (2.151869058609009, 'XCEncPreRunState'), (2.161332130432129, 'XCEncRunState'), (13.101413011550903, 'XCEncDumpState'), (16.55500602722168, 'XCEncLoopState'), (16.555145025253296, 'XCEncFinishState'), (16.79977011680603, 'XCEncQuitState'), (16.799975156784058, 'FinalState')]
