0:[(0.09742498397827148, 'XCEncSettingsState'), (1.246380090713501, 'XCEncLoopState'), (1.2466139793395996, 'XCEncPreRunState'), (1.248734951019287, 'XCEncRunState'), (6.5008251667022705, 'XCEncDumpState'), (9.140287160873413, 'XCEncLoopState'), (9.140391111373901, 'XCEncFinishState'), (9.35294795036316, 'XCEncQuitState'), (9.353084087371826, 'FinalState')]
4:[(0.20860815048217773, 'XCEncSettingsState'), (1.6849250793457031, 'XCEncLoopState'), (1.6849980354309082, 'XCEncPreRunState'), (1.6924781799316406, 'XCEncRunState'), (6.873353004455566, 'XCEncDumpState'), (9.557886123657227, 'XCEncLoopState'), (9.558042049407959, 'XCEncFinishState'), (9.785433053970337, 'XCEncQuitState'), (9.785531997680664, 'FinalState')]
8:[(0.22191214561462402, 'XCEncSettingsState'), (1.8338899612426758, 'XCEncLoopState'), (1.8339769840240479, 'XCEncPreRunState'), (1.840912103652954, 'XCEncRunState'), (13.778722047805786, 'XCEncDumpState'), (19.964499950408936, 'XCEncLoopState'), (19.964630126953125, 'XCEncFinishState'), (20.284942150115967, 'XCEncQuitState'), (20.28508710861206, 'FinalState')]
12:[(0.23910212516784668, 'XCEncSettingsState'), (1.4020359516143799, 'XCEncLoopState'), (1.4022200107574463, 'XCEncPreRunState'), (1.4066400527954102, 'XCEncRunState'), (7.243515968322754, 'XCEncDumpState'), (10.678102970123291, 'XCEncLoopState'), (10.678210020065308, 'XCEncFinishState'), (10.972309112548828, 'XCEncQuitState'), (10.972450971603394, 'FinalState')]
16:[(0.37029504776000977, 'XCEncSettingsState'), (1.6005351543426514, 'XCEncLoopState'), (1.600687026977539, 'XCEncPreRunState'), (1.6183090209960938, 'XCEncRunState'), (8.636041164398193, 'XCEncDumpState'), (12.034202098846436, 'XCEncLoopState'), (12.03432297706604, 'XCEncFinishState'), (12.315541982650757, 'XCEncQuitState'), (12.315646171569824, 'FinalState')]
20:[(0.37067198753356934, 'XCEncSettingsState'), (1.6216380596160889, 'XCEncLoopState'), (1.6217620372772217, 'XCEncPreRunState'), (1.6288800239562988, 'XCEncRunState'), (6.508177042007446, 'XCEncDumpState'), (8.76244306564331, 'XCEncLoopState'), (8.762609958648682, 'XCEncFinishState'), (8.976569175720215, 'XCEncQuitState'), (8.976721048355103, 'FinalState')]
24:[(0.38439512252807617, 'XCEncSettingsState'), (1.6638000011444092, 'XCEncLoopState'), (1.6638929843902588, 'XCEncPreRunState'), (1.6891851425170898, 'XCEncRunState'), (7.807163953781128, 'XCEncDumpState'), (10.122590065002441, 'XCEncLoopState'), (10.12271499633789, 'XCEncFinishState'), (10.409016132354736, 'XCEncQuitState'), (10.40914511680603, 'FinalState')]
28:[(0.3935849666595459, 'XCEncSettingsState'), (1.5302419662475586, 'XCEncLoopState'), (1.53041410446167, 'XCEncPreRunState'), (1.5326581001281738, 'XCEncRunState'), (10.332194089889526, 'XCEncDumpState'), (13.765329122543335, 'XCEncLoopState'), (13.765452146530151, 'XCEncFinishState'), (14.002575159072876, 'XCEncQuitState'), (14.002638101577759, 'FinalState')]
32:[(0.39653706550598145, 'XCEncSettingsState'), (1.989609956741333, 'XCEncLoopState'), (1.9896769523620605, 'XCEncPreRunState'), (1.994399070739746, 'XCEncRunState'), (25.388965129852295, 'XCEncDumpState'), (32.811230182647705, 'XCEncLoopState'), (32.81128406524658, 'XCEncFinishState'), (33.07007598876953, 'XCEncQuitState'), (33.070229053497314, 'FinalState')]
36:[(0.5024659633636475, 'XCEncSettingsState'), (1.7529051303863525, 'XCEncLoopState'), (1.7529661655426025, 'XCEncPreRunState'), (1.7599120140075684, 'XCEncRunState'), (10.145042181015015, 'XCEncDumpState'), (13.540778160095215, 'XCEncLoopState'), (13.54087209701538, 'XCEncFinishState'), (13.870053052902222, 'XCEncQuitState'), (13.870180130004883, 'FinalState')]
40:[(0.5062060356140137, 'XCEncSettingsState'), (1.7319481372833252, 'XCEncLoopState'), (1.7320561408996582, 'XCEncPreRunState'), (1.7499990463256836, 'XCEncRunState'), (10.830799102783203, 'XCEncDumpState'), (14.114297151565552, 'XCEncLoopState'), (14.114402055740356, 'XCEncFinishState'), (14.361176013946533, 'XCEncQuitState'), (14.361308097839355, 'FinalState')]
44:[(0.6918871402740479, 'XCEncSettingsState'), (1.8617610931396484, 'XCEncLoopState'), (1.861816167831421, 'XCEncPreRunState'), (1.8683950901031494, 'XCEncRunState'), (10.794969081878662, 'XCEncDumpState'), (14.0508291721344, 'XCEncLoopState'), (14.05101203918457, 'XCEncFinishState'), (14.241575002670288, 'XCEncQuitState'), (14.24167513847351, 'FinalState')]
48:[(0.9859969615936279, 'XCEncSettingsState'), (2.35518217086792, 'XCEncLoopState'), (2.355250120162964, 'XCEncPreRunState'), (2.3633201122283936, 'XCEncRunState'), (11.41669511795044, 'XCEncDumpState'), (14.844712018966675, 'XCEncLoopState'), (14.84480094909668, 'XCEncFinishState'), (15.06356406211853, 'XCEncQuitState'), (15.063615083694458, 'FinalState')]
52:[(1.0865941047668457, 'XCEncSettingsState'), (2.2770421504974365, 'XCEncLoopState'), (2.277107000350952, 'XCEncPreRunState'), (2.2822279930114746, 'XCEncRunState'), (11.499598979949951, 'XCEncDumpState'), (14.968096017837524, 'XCEncLoopState'), (14.968191146850586, 'XCEncFinishState'), (15.171961069107056, 'XCEncQuitState'), (15.172069072723389, 'FinalState')]
56:[(1.1987261772155762, 'XCEncSettingsState'), (2.6246261596679688, 'XCEncLoopState'), (2.6247191429138184, 'XCEncPreRunState'), (2.631446123123169, 'XCEncRunState'), (10.816856145858765, 'XCEncDumpState'), (14.347588062286377, 'XCEncLoopState'), (14.347655057907104, 'XCEncFinishState'), (14.584257125854492, 'XCEncQuitState'), (14.584359169006348, 'FinalState')]
60:[(1.2145330905914307, 'XCEncSettingsState'), (2.5212299823760986, 'XCEncLoopState'), (2.5212860107421875, 'XCEncPreRunState'), (2.5358541011810303, 'XCEncRunState'), (11.142640113830566, 'XCEncDumpState'), (14.638159036636353, 'XCEncLoopState'), (14.63829517364502, 'XCEncFinishState'), (14.98239517211914, 'XCEncQuitState'), (14.982501983642578, 'FinalState')]
