0:[(0.03716087341308594, 'XCEncSettingsState'), (2.1629269123077393, 'XCEncLoopState'), (2.162992000579834, 'XCEncPreRunState'), (2.166579008102417, 'XCEncRunState'), (16.08768391609192, 'XCEncFinishState'), (16.265604972839355, 'XCEncQuitState'), (16.26574206352234, 'FinalState')]
1:[(0.0507659912109375, 'XCEncSettingsState'), (2.1433608531951904, 'XCEncLoopState'), (2.1434309482574463, 'XCEncPreRunState'), (2.158622980117798, 'XCEncRunState'), (11.357841968536377, 'XCEncFinishState'), (11.618277072906494, 'XCEncQuitState'), (11.618427991867065, 'FinalState')]
2:[(0.38629794120788574, 'XCEncSettingsState'), (2.5076000690460205, 'XCEncLoopState'), (2.507657051086426, 'XCEncPreRunState'), (2.514688014984131, 'XCEncRunState'), (16.95940089225769, 'XCEncFinishState'), (17.12619185447693, 'XCEncQuitState'), (17.126347064971924, 'FinalState')]
3:[(1.3616478443145752, 'XCEncSettingsState'), (5.310806035995483, 'XCEncLoopState'), (5.310886859893799, 'XCEncPreRunState'), (5.318794012069702, 'XCEncRunState'), (18.942993879318237, 'XCEncFinishState'), (19.12039804458618, 'XCEncQuitState'), (19.12053894996643, 'FinalState')]
4:[(1.3652980327606201, 'XCEncSettingsState'), (5.2571258544921875, 'XCEncLoopState'), (5.2572338581085205, 'XCEncPreRunState'), (5.264786005020142, 'XCEncRunState'), (20.675875902175903, 'XCEncFinishState'), (20.892762899398804, 'XCEncQuitState'), (20.892891883850098, 'FinalState')]
5:[(1.365968942642212, 'XCEncSettingsState'), (4.602066993713379, 'XCEncLoopState'), (4.6021740436553955, 'XCEncPreRunState'), (4.612648010253906, 'XCEncRunState'), (23.379966974258423, 'XCEncFinishState'), (23.586246013641357, 'XCEncQuitState'), (23.586395025253296, 'FinalState')]
6:[(1.369826078414917, 'XCEncSettingsState'), (5.000900030136108, 'XCEncLoopState'), (5.000990867614746, 'XCEncPreRunState'), (5.005275011062622, 'XCEncRunState'), (16.931771993637085, 'XCEncFinishState'), (17.182225942611694, 'XCEncQuitState'), (17.182368993759155, 'FinalState')]
7:[(1.377626895904541, 'XCEncSettingsState'), (3.5057408809661865, 'XCEncLoopState'), (3.5059149265289307, 'XCEncPreRunState'), (3.5110199451446533, 'XCEncRunState'), (15.591608047485352, 'XCEncFinishState'), (15.861116886138916, 'XCEncQuitState'), (15.86125898361206, 'FinalState')]
8:[(1.3783800601959229, 'XCEncSettingsState'), (3.5259368419647217, 'XCEncLoopState'), (3.5260698795318604, 'XCEncPreRunState'), (3.530780076980591, 'XCEncRunState'), (14.079444885253906, 'XCEncFinishState'), (14.284328937530518, 'XCEncQuitState'), (14.284467935562134, 'FinalState')]
9:[(1.3792099952697754, 'XCEncSettingsState'), (3.517889976501465, 'XCEncLoopState'), (3.5180418491363525, 'XCEncPreRunState'), (3.5227608680725098, 'XCEncRunState'), (19.35142207145691, 'XCEncFinishState'), (19.68601894378662, 'XCEncQuitState'), (19.68615484237671, 'FinalState')]
10:[(1.3801019191741943, 'XCEncSettingsState'), (4.744220972061157, 'XCEncLoopState'), (4.744339942932129, 'XCEncPreRunState'), (4.749271869659424, 'XCEncRunState'), (14.667240858078003, 'XCEncFinishState'), (14.825356006622314, 'XCEncQuitState'), (14.825520038604736, 'FinalState')]
11:[(1.3808648586273193, 'XCEncSettingsState'), (4.856276988983154, 'XCEncLoopState'), (4.8563690185546875, 'XCEncPreRunState'), (4.86235785484314, 'XCEncRunState'), (21.160218000411987, 'XCEncFinishState'), (21.42321801185608, 'XCEncQuitState'), (21.423343896865845, 'FinalState')]
