0:[(1.351020097732544, 'XCEncSettingsState'), (2.647921085357666, 'XCEncLoopState'), (2.647977113723755, 'XCEncPreRunState'), (2.6584200859069824, 'XCEncRunState'), (8.127134084701538, 'XCEncDumpState'), (9.745968103408813, 'XCEncLoopState'), (9.746097087860107, 'XCEncFinishState'), (9.924072027206421, 'XCEncQuitState'), (9.924181938171387, 'FinalState')]
1:[(1.3521909713745117, 'XCEncSettingsState'), (3.706278085708618, 'XCEncLoopState'), (3.7063710689544678, 'XCEncPreRunState'), (3.7148170471191406, 'XCEncRunState'), (17.51815104484558, 'XCEncDumpState'), (21.327090978622437, 'XCEncLoopState'), (21.327258110046387, 'XCEncFinishState'), (21.6737060546875, 'XCEncQuitState'), (21.67384696006775, 'FinalState')]
2:[(1.3556430339813232, 'XCEncSettingsState'), (3.4657819271087646, 'XCEncLoopState'), (3.4658870697021484, 'XCEncPreRunState'), (3.470266103744507, 'XCEncRunState'), (8.831480979919434, 'XCEncDumpState'), (10.443397045135498, 'XCEncLoopState'), (10.443514108657837, 'XCEncFinishState'), (10.663480043411255, 'XCEncQuitState'), (10.663604021072388, 'FinalState')]
3:[(1.3560791015625, 'XCEncSettingsState'), (3.4748971462249756, 'XCEncLoopState'), (3.4749951362609863, 'XCEncPreRunState'), (3.4796221256256104, 'XCEncRunState'), (9.058143138885498, 'XCEncDumpState'), (10.761982917785645, 'XCEncLoopState'), (10.762102127075195, 'XCEncFinishState'), (10.996237993240356, 'XCEncQuitState'), (10.996389150619507, 'FinalState')]
4:[(1.3567900657653809, 'XCEncSettingsState'), (3.444355010986328, 'XCEncLoopState'), (3.444456100463867, 'XCEncPreRunState'), (3.4487550258636475, 'XCEncRunState'), (8.783712148666382, 'XCEncDumpState'), (10.38629412651062, 'XCEncLoopState'), (10.386420965194702, 'XCEncFinishState'), (10.599406957626343, 'XCEncQuitState'), (10.599535942077637, 'FinalState')]
5:[(1.357733964920044, 'XCEncSettingsState'), (3.4966280460357666, 'XCEncLoopState'), (3.496742010116577, 'XCEncPreRunState'), (3.5027410984039307, 'XCEncRunState'), (8.822540044784546, 'XCEncDumpState'), (10.461854934692383, 'XCEncLoopState'), (10.462003946304321, 'XCEncFinishState'), (10.675497055053711, 'XCEncQuitState'), (10.67561411857605, 'FinalState')]
6:[(1.3617150783538818, 'XCEncSettingsState'), (3.5261800289154053, 'XCEncLoopState'), (3.526258945465088, 'XCEncPreRunState'), (3.532259941101074, 'XCEncRunState'), (8.828781127929688, 'XCEncDumpState'), (10.464004039764404, 'XCEncLoopState'), (10.464107036590576, 'XCEncFinishState'), (10.677778005599976, 'XCEncQuitState'), (10.677891969680786, 'FinalState')]
7:[(1.3628411293029785, 'XCEncSettingsState'), (3.282025098800659, 'XCEncLoopState'), (3.282094955444336, 'XCEncPreRunState'), (3.2892370223999023, 'XCEncRunState'), (8.681277990341187, 'XCEncDumpState'), (10.236711978912354, 'XCEncLoopState'), (10.236833095550537, 'XCEncFinishState'), (10.445701122283936, 'XCEncQuitState'), (10.445827007293701, 'FinalState')]
8:[(1.3632869720458984, 'XCEncSettingsState'), (2.596848964691162, 'XCEncLoopState'), (2.5969090461730957, 'XCEncPreRunState'), (2.603877067565918, 'XCEncRunState'), (8.123904943466187, 'XCEncDumpState'), (9.65531301498413, 'XCEncLoopState'), (9.655468940734863, 'XCEncFinishState'), (9.876243114471436, 'XCEncQuitState'), (9.876354932785034, 'FinalState')]
9:[(1.3637521266937256, 'XCEncSettingsState'), (3.456700086593628, 'XCEncLoopState'), (3.4567649364471436, 'XCEncPreRunState'), (3.4613101482391357, 'XCEncRunState'), (8.831745147705078, 'XCEncDumpState'), (10.581341028213501, 'XCEncLoopState'), (10.58153510093689, 'XCEncFinishState'), (10.75964093208313, 'XCEncQuitState'), (10.759767055511475, 'FinalState')]
10:[(1.3640401363372803, 'XCEncSettingsState'), (3.3826870918273926, 'XCEncLoopState'), (3.382740020751953, 'XCEncPreRunState'), (3.390648126602173, 'XCEncRunState'), (8.99118709564209, 'XCEncDumpState'), (10.848647117614746, 'XCEncLoopState'), (10.848751068115234, 'XCEncFinishState'), (11.078789949417114, 'XCEncQuitState'), (11.078925132751465, 'FinalState')]
