0:[(0.3917710781097412, 'XCEncSettingsState'), (5.7977800369262695, 'XCEncLoopState'), (5.797919034957886, 'XCEncPreRunState'), (5.809065103530884, 'XCEncRunState'), (23.993685007095337, 'XCEncDumpState'), (29.096869945526123, 'XCEncLoopState'), (29.09702205657959, 'XCEncFinishState'), (29.269520044326782, 'XCEncQuitState'), (29.269701957702637, 'FinalState')]
2:[(0.4028611183166504, 'XCEncSettingsState'), (4.2673070430755615, 'XCEncLoopState'), (4.267505168914795, 'XCEncPreRunState'), (4.273848056793213, 'XCEncRunState'), (14.856873035430908, 'XCEncDumpState'), (18.083420038223267, 'XCEncLoopState'), (18.083600997924805, 'XCEncFinishState'), (18.2605140209198, 'XCEncQuitState'), (18.26068615913391, 'FinalState')]
4:[(0.4098520278930664, 'XCEncSettingsState'), (4.293044090270996, 'XCEncLoopState'), (4.2932209968566895, 'XCEncPreRunState'), (4.2994771003723145, 'XCEncRunState'), (22.42738699913025, 'XCEncDumpState'), (27.00840401649475, 'XCEncLoopState'), (27.00855803489685, 'XCEncFinishState'), (27.464815139770508, 'XCEncQuitState'), (27.464977025985718, 'FinalState')]
6:[(0.43210506439208984, 'XCEncSettingsState'), (7.570911169052124, 'XCEncLoopState'), (7.571045160293579, 'XCEncPreRunState'), (7.575775146484375, 'XCEncRunState'), (47.21173715591431, 'XCEncDumpState'), (54.32765507698059, 'XCEncLoopState'), (54.32784414291382, 'XCEncFinishState'), (54.54637002944946, 'XCEncQuitState'), (54.54651999473572, 'FinalState')]
8:[(0.6165051460266113, 'XCEncSettingsState'), (6.117198944091797, 'XCEncLoopState'), (6.11730694770813, 'XCEncPreRunState'), (6.12449312210083, 'XCEncRunState'), (42.49298596382141, 'XCEncDumpState'), (49.97561812400818, 'XCEncLoopState'), (49.97575402259827, 'XCEncFinishState'), (50.20702910423279, 'XCEncQuitState'), (50.20717906951904, 'FinalState')]
10:[(0.7067420482635498, 'XCEncSettingsState'), (8.260008096694946, 'XCEncLoopState'), (8.260133981704712, 'XCEncPreRunState'), (8.266905069351196, 'XCEncRunState'), (45.151999950408936, 'XCEncDumpState'), (52.41809296607971, 'XCEncLoopState'), (52.418214082717896, 'XCEncFinishState'), (52.64258003234863, 'XCEncQuitState'), (52.64272904396057, 'FinalState')]
12:[(1.3465449810028076, 'XCEncSettingsState'), (8.801910161972046, 'XCEncLoopState'), (8.802018165588379, 'XCEncPreRunState'), (8.813099145889282, 'XCEncRunState'), (47.76996898651123, 'XCEncDumpState'), (55.648261070251465, 'XCEncLoopState'), (55.648415088653564, 'XCEncFinishState'), (55.92848014831543, 'XCEncQuitState'), (55.92862796783447, 'FinalState')]
14:[(1.3470470905303955, 'XCEncSettingsState'), (8.832503080368042, 'XCEncLoopState'), (8.832643985748291, 'XCEncPreRunState'), (8.838531017303467, 'XCEncRunState'), (43.81095814704895, 'XCEncDumpState'), (51.718592166900635, 'XCEncLoopState'), (51.71874499320984, 'XCEncFinishState'), (51.915616035461426, 'XCEncQuitState'), (51.91572093963623, 'FinalState')]
16:[(1.3488681316375732, 'XCEncSettingsState'), (5.254652976989746, 'XCEncLoopState'), (5.254825115203857, 'XCEncPreRunState'), (5.2603981494903564, 'XCEncRunState'), (27.165290117263794, 'XCEncDumpState'), (32.16964411735535, 'XCEncLoopState'), (32.16977095603943, 'XCEncFinishState'), (32.40223217010498, 'XCEncQuitState'), (32.4023540019989, 'FinalState')]
18:[(1.3493969440460205, 'XCEncSettingsState'), (8.31662917137146, 'XCEncLoopState'), (8.316735982894897, 'XCEncPreRunState'), (8.325101137161255, 'XCEncRunState'), (43.33171606063843, 'XCEncDumpState'), (50.48423504829407, 'XCEncLoopState'), (50.48436403274536, 'XCEncFinishState'), (50.73441004753113, 'XCEncQuitState'), (50.734562158584595, 'FinalState')]
20:[(1.3500161170959473, 'XCEncSettingsState'), (8.502583026885986, 'XCEncLoopState'), (8.502711057662964, 'XCEncPreRunState'), (8.512423038482666, 'XCEncRunState'), (43.8794219493866, 'XCEncDumpState'), (50.80583715438843, 'XCEncLoopState'), (50.80595397949219, 'XCEncFinishState'), (51.04535913467407, 'XCEncQuitState'), (51.045506954193115, 'FinalState')]
22:[(1.3514931201934814, 'XCEncSettingsState'), (8.293862104415894, 'XCEncLoopState'), (8.29397702217102, 'XCEncPreRunState'), (8.300271987915039, 'XCEncRunState'), (40.929402112960815, 'XCEncDumpState'), (45.72278904914856, 'XCEncLoopState'), (45.72292613983154, 'XCEncFinishState'), (46.010887145996094, 'XCEncQuitState'), (46.011022090911865, 'FinalState')]
24:[(1.3520090579986572, 'XCEncSettingsState'), (8.906909942626953, 'XCEncLoopState'), (8.907047986984253, 'XCEncPreRunState'), (8.91809606552124, 'XCEncRunState'), (45.57606506347656, 'XCEncDumpState'), (52.60003995895386, 'XCEncLoopState'), (52.60020208358765, 'XCEncFinishState'), (52.84145903587341, 'XCEncQuitState'), (52.841618061065674, 'FinalState')]
26:[(1.3568480014801025, 'XCEncSettingsState'), (8.935523986816406, 'XCEncLoopState'), (8.935632944107056, 'XCEncPreRunState'), (8.967144012451172, 'XCEncRunState'), (39.884483098983765, 'XCEncDumpState'), (46.99060106277466, 'XCEncLoopState'), (46.99073100090027, 'XCEncFinishState'), (47.228841066360474, 'XCEncQuitState'), (47.22897815704346, 'FinalState')]
28:[(1.3656840324401855, 'XCEncSettingsState'), (8.537333965301514, 'XCEncLoopState'), (8.537528991699219, 'XCEncPreRunState'), (8.546103954315186, 'XCEncRunState'), (35.43725514411926, 'XCEncDumpState'), (42.13867712020874, 'XCEncLoopState'), (42.138822078704834, 'XCEncFinishState'), (42.397135972976685, 'XCEncQuitState'), (42.39729714393616, 'FinalState')]
30:[(1.3800830841064453, 'XCEncSettingsState'), (8.857062101364136, 'XCEncLoopState'), (8.857229948043823, 'XCEncPreRunState'), (8.864989995956421, 'XCEncRunState'), (38.61683011054993, 'XCEncDumpState'), (46.32205605506897, 'XCEncLoopState'), (46.32221508026123, 'XCEncFinishState'), (46.56195616722107, 'XCEncQuitState'), (46.562093019485474, 'FinalState')]
32:[(1.3914320468902588, 'XCEncSettingsState'), (8.89323902130127, 'XCEncLoopState'), (8.893342018127441, 'XCEncPreRunState'), (8.898136138916016, 'XCEncRunState'), (40.46004295349121, 'XCEncDumpState'), (48.2489960193634, 'XCEncLoopState'), (48.249186992645264, 'XCEncFinishState'), (48.799230098724365, 'XCEncQuitState'), (48.79937815666199, 'FinalState')]
34:[(1.4009361267089844, 'XCEncSettingsState'), (8.935856103897095, 'XCEncLoopState'), (8.935968160629272, 'XCEncPreRunState'), (8.963830947875977, 'XCEncRunState'), (39.84306311607361, 'XCEncDumpState'), (47.399954080581665, 'XCEncLoopState'), (47.400094985961914, 'XCEncFinishState'), (47.64057207107544, 'XCEncQuitState'), (47.640702962875366, 'FinalState')]
36:[(1.4052579402923584, 'XCEncSettingsState'), (7.658447027206421, 'XCEncLoopState'), (7.658856153488159, 'XCEncPreRunState'), (7.666805982589722, 'XCEncRunState'), (43.26025414466858, 'XCEncDumpState'), (50.70177698135376, 'XCEncLoopState'), (50.70192003250122, 'XCEncFinishState'), (50.959463119506836, 'XCEncQuitState'), (50.959619998931885, 'FinalState')]
38:[(1.409149169921875, 'XCEncSettingsState'), (8.911126136779785, 'XCEncLoopState'), (8.911251068115234, 'XCEncPreRunState'), (8.918211936950684, 'XCEncRunState'), (48.1584529876709, 'XCEncDumpState'), (53.38480997085571, 'XCEncLoopState'), (53.38500094413757, 'XCEncFinishState'), (53.65131902694702, 'XCEncQuitState'), (53.65148210525513, 'FinalState')]
40:[(1.4100720882415771, 'XCEncSettingsState'), (7.9274749755859375, 'XCEncLoopState'), (7.927628040313721, 'XCEncPreRunState'), (7.936330080032349, 'XCEncRunState'), (47.494653940200806, 'XCEncDumpState'), (54.71725416183472, 'XCEncLoopState'), (54.71740102767944, 'XCEncFinishState'), (54.96636915206909, 'XCEncQuitState'), (54.96651816368103, 'FinalState')]
42:[(1.410905122756958, 'XCEncSettingsState'), (7.389292001724243, 'XCEncLoopState'), (7.389429092407227, 'XCEncPreRunState'), (7.396424055099487, 'XCEncRunState'), (49.02690100669861, 'XCEncDumpState'), (56.603853940963745, 'XCEncLoopState'), (56.60399293899536, 'XCEncFinishState'), (56.8241491317749, 'XCEncQuitState'), (56.82429909706116, 'FinalState')]
44:[(1.4144940376281738, 'XCEncSettingsState'), (8.879661083221436, 'XCEncLoopState'), (8.879773139953613, 'XCEncPreRunState'), (8.886847972869873, 'XCEncRunState'), (48.67614412307739, 'XCEncDumpState'), (54.2067289352417, 'XCEncLoopState'), (54.20685410499573, 'XCEncFinishState'), (54.39027810096741, 'XCEncQuitState'), (54.390413999557495, 'FinalState')]
46:[(1.4152610301971436, 'XCEncSettingsState'), (8.690684080123901, 'XCEncLoopState'), (8.690834045410156, 'XCEncPreRunState'), (8.69877815246582, 'XCEncRunState'), (51.94802713394165, 'XCEncDumpState'), (59.040048122406006, 'XCEncLoopState'), (59.040148973464966, 'XCEncFinishState'), (59.3713800907135, 'XCEncQuitState'), (59.37152910232544, 'FinalState')]
48:[(1.415848970413208, 'XCEncSettingsState'), (8.298028945922852, 'XCEncLoopState'), (8.298140048980713, 'XCEncPreRunState'), (8.30754804611206, 'XCEncRunState'), (53.50990009307861, 'XCEncDumpState'), (61.1989209651947, 'XCEncLoopState'), (61.199110984802246, 'XCEncFinishState'), (61.43399500846863, 'XCEncQuitState'), (61.43415403366089, 'FinalState')]
50:[(1.419098138809204, 'XCEncSettingsState'), (8.932981014251709, 'XCEncLoopState'), (8.933097124099731, 'XCEncPreRunState'), (8.959463119506836, 'XCEncRunState'), (57.5420560836792, 'XCEncDumpState'), (63.14621615409851, 'XCEncLoopState'), (63.14638304710388, 'XCEncFinishState'), (63.38801407814026, 'XCEncQuitState'), (63.38813900947571, 'FinalState')]
52:[(1.4226319789886475, 'XCEncSettingsState'), (8.85174012184143, 'XCEncLoopState'), (8.851879119873047, 'XCEncPreRunState'), (8.859858989715576, 'XCEncRunState'), (50.98599410057068, 'XCEncDumpState'), (58.79598116874695, 'XCEncLoopState'), (58.796144008636475, 'XCEncFinishState'), (59.05656814575195, 'XCEncQuitState'), (59.05671000480652, 'FinalState')]
54:[(1.4336450099945068, 'XCEncSettingsState'), (5.302875995635986, 'XCEncLoopState'), (5.303051948547363, 'XCEncPreRunState'), (5.309169054031372, 'XCEncRunState'), (33.99260497093201, 'XCEncDumpState'), (39.09083294868469, 'XCEncLoopState'), (39.09096097946167, 'XCEncFinishState'), (39.29760694503784, 'XCEncQuitState'), (39.29776310920715, 'FinalState')]
56:[(1.4391310214996338, 'XCEncSettingsState'), (8.978536128997803, 'XCEncLoopState'), (8.978645086288452, 'XCEncPreRunState'), (8.986366987228394, 'XCEncRunState'), (56.140373945236206, 'XCEncDumpState'), (62.90584707260132, 'XCEncLoopState'), (62.906023025512695, 'XCEncFinishState'), (63.17840504646301, 'XCEncQuitState'), (63.17855501174927, 'FinalState')]
58:[(1.4432179927825928, 'XCEncSettingsState'), (5.3782219886779785, 'XCEncLoopState'), (5.37839412689209, 'XCEncPreRunState'), (5.38421106338501, 'XCEncRunState'), (34.38228416442871, 'XCEncDumpState'), (39.56888198852539, 'XCEncLoopState'), (39.56902194023132, 'XCEncFinishState'), (39.815309047698975, 'XCEncQuitState'), (39.81546115875244, 'FinalState')]
60:[(1.4444811344146729, 'XCEncSettingsState'), (7.6290740966796875, 'XCEncLoopState'), (7.629197120666504, 'XCEncPreRunState'), (7.635082006454468, 'XCEncRunState'), (49.48745393753052, 'XCEncDumpState'), (57.27063512802124, 'XCEncLoopState'), (57.27075505256653, 'XCEncFinishState'), (57.47246694564819, 'XCEncQuitState'), (57.47263693809509, 'FinalState')]
62:[(1.4489009380340576, 'XCEncSettingsState'), (9.081997156143188, 'XCEncLoopState'), (9.082067012786865, 'XCEncPreRunState'), (9.087171077728271, 'XCEncRunState'), (56.390221118927, 'XCEncDumpState'), (63.846182107925415, 'XCEncLoopState'), (63.8463339805603, 'XCEncFinishState'), (64.09063506126404, 'XCEncQuitState'), (64.09076714515686, 'FinalState')]
