0:[(0.04287314414978027, 'DumpSSIMRetrieveState'), (0.4510691165924072, 'DumpSSIMState'), (144.66007018089294, 'FinalState')]
16:[(1.349635124206543, 'DumpSSIMRetrieveState'), (2.615427017211914, 'DumpSSIMState'), (147.97947311401367, 'FinalState')]
32:[(1.3526291847229004, 'DumpSSIMRetrieveState'), (2.3133561611175537, 'DumpSSIMState'), (130.67896509170532, 'FinalState')]
48:[(1.3575282096862793, 'DumpSSIMRetrieveState'), (2.4250121116638184, 'DumpSSIMState'), (136.08242511749268, 'FinalState')]
64:[(1.3604161739349365, 'DumpSSIMRetrieveState'), (2.1996941566467285, 'DumpSSIMState'), (136.43461298942566, 'FinalState')]
80:[(1.3673880100250244, 'DumpSSIMRetrieveState'), (2.2721731662750244, 'DumpSSIMState'), (138.14606618881226, 'FinalState')]
96:[(1.3678460121154785, 'DumpSSIMRetrieveState'), (3.1369659900665283, 'DumpSSIMState'), (175.01401615142822, 'FinalState')]
112:[(1.3695030212402344, 'DumpSSIMRetrieveState'), (2.5997610092163086, 'DumpSSIMState'), (188.05939412117004, 'FinalState')]
128:[(1.3700611591339111, 'DumpSSIMRetrieveState'), (2.294870138168335, 'DumpSSIMState'), (132.00874519348145, 'FinalState')]
144:[(1.3705120086669922, 'DumpSSIMRetrieveState'), (2.5100741386413574, 'DumpSSIMState'), (144.173837184906, 'FinalState')]
160:[(1.3708159923553467, 'DumpSSIMRetrieveState'), (2.312422037124634, 'DumpSSIMState'), (136.03283309936523, 'FinalState')]
176:[(1.3710761070251465, 'DumpSSIMRetrieveState'), (2.1817681789398193, 'DumpSSIMState'), (123.79389810562134, 'FinalState')]
192:[(1.3714520931243896, 'DumpSSIMRetrieveState'), (2.418148994445801, 'DumpSSIMState'), (141.12286019325256, 'FinalState')]
208:[(1.3739280700683594, 'DumpSSIMRetrieveState'), (2.77534818649292, 'DumpSSIMState'), (129.96862602233887, 'FinalState')]
224:[(1.3802380561828613, 'DumpSSIMRetrieveState'), (3.0099081993103027, 'DumpSSIMState'), (201.71323609352112, 'FinalState')]
240:[(1.3835690021514893, 'DumpSSIMRetrieveState'), (2.1851930618286133, 'DumpSSIMState'), (136.75115299224854, 'FinalState')]
256:[(1.3869221210479736, 'DumpSSIMRetrieveState'), (2.539152145385742, 'DumpSSIMState'), (141.5492880344391, 'FinalState')]
272:[(1.3911561965942383, 'DumpSSIMRetrieveState'), (3.6553821563720703, 'DumpSSIMState'), (137.8580961227417, 'FinalState')]
