0:[(0.04667496681213379, 'DumpSSIMRetrieveState'), (0.5640759468078613, 'DumpSSIMState'), (131.01350092887878, 'FinalState')]
16:[(0.7017378807067871, 'DumpSSIMRetrieveState'), (1.8821969032287598, 'DumpSSIMState'), (72.89042401313782, 'FinalState')]
32:[(0.8528249263763428, 'DumpSSIMRetrieveState'), (1.7587568759918213, 'DumpSSIMState'), (128.00149989128113, 'FinalState')]
48:[(1.4078478813171387, 'DumpSSIMRetrieveState'), (2.345257043838501, 'DumpSSIMState'), (139.50392889976501, 'FinalState')]
64:[(1.4098689556121826, 'DumpSSIMRetrieveState'), (3.0070550441741943, 'DumpSSIMState'), (133.9674608707428, 'FinalState')]
80:[(1.4111359119415283, 'DumpSSIMRetrieveState'), (1.8649108409881592, 'DumpSSIMState'), (127.49537682533264, 'FinalState')]
96:[(1.4123890399932861, 'DumpSSIMRetrieveState'), (2.2853169441223145, 'DumpSSIMState'), (182.08739399909973, 'FinalState')]
112:[(1.4137508869171143, 'DumpSSIMRetrieveState'), (3.092819929122925, 'DumpSSIMState'), (130.79057693481445, 'FinalState')]
128:[(1.414353847503662, 'DumpSSIMRetrieveState'), (2.3566179275512695, 'DumpSSIMState'), (133.5074269771576, 'FinalState')]
144:[(1.4175119400024414, 'DumpSSIMRetrieveState'), (2.472458839416504, 'DumpSSIMState'), (78.2249059677124, 'FinalState')]
160:[(1.422088861465454, 'DumpSSIMRetrieveState'), (2.6038548946380615, 'DumpSSIMState'), (130.01050686836243, 'FinalState')]
176:[(1.4276800155639648, 'DumpSSIMRetrieveState'), (2.665374994277954, 'DumpSSIMState'), (140.69781804084778, 'FinalState')]
192:[(1.434432029724121, 'DumpSSIMRetrieveState'), (2.6289730072021484, 'DumpSSIMState'), (140.3708620071411, 'FinalState')]
208:[(1.4442520141601562, 'DumpSSIMRetrieveState'), (2.359891891479492, 'DumpSSIMState'), (133.91649103164673, 'FinalState')]
224:[(1.4475958347320557, 'DumpSSIMRetrieveState'), (2.3197999000549316, 'DumpSSIMState'), (133.6223108768463, 'FinalState')]
240:[(1.4483058452606201, 'DumpSSIMRetrieveState'), (2.404017925262451, 'DumpSSIMState'), (167.8691840171814, 'FinalState')]
256:[(1.4490399360656738, 'DumpSSIMRetrieveState'), (2.5909550189971924, 'DumpSSIMState'), (133.98946905136108, 'FinalState')]
272:[(1.4495518207550049, 'DumpSSIMRetrieveState'), (2.4496819972991943, 'DumpSSIMState'), (133.9216649532318, 'FinalState')]
288:[(1.4522490501403809, 'DumpSSIMRetrieveState'), (2.906949043273926, 'DumpSSIMState'), (135.84739184379578, 'FinalState')]
304:[(1.4526939392089844, 'DumpSSIMRetrieveState'), (3.570952892303467, 'DumpSSIMState'), (173.3416919708252, 'FinalState')]
320:[(1.4554259777069092, 'DumpSSIMRetrieveState'), (3.1581649780273438, 'DumpSSIMState'), (139.45100903511047, 'FinalState')]
336:[(1.4634230136871338, 'DumpSSIMRetrieveState'), (2.8044190406799316, 'DumpSSIMState'), (134.87411904335022, 'FinalState')]
352:[(1.4718518257141113, 'DumpSSIMRetrieveState'), (2.2365689277648926, 'DumpSSIMState'), (143.62606382369995, 'FinalState')]
368:[(1.4726769924163818, 'DumpSSIMRetrieveState'), (2.2717318534851074, 'DumpSSIMState'), (141.30291986465454, 'FinalState')]
384:[(1.47593092918396, 'DumpSSIMRetrieveState'), (2.8614869117736816, 'DumpSSIMState'), (154.90772795677185, 'FinalState')]
400:[(1.4766240119934082, 'DumpSSIMRetrieveState'), (2.469061851501465, 'DumpSSIMState'), (125.836669921875, 'FinalState')]
416:[(1.4772379398345947, 'DumpSSIMRetrieveState'), (2.891904830932617, 'DumpSSIMState'), (138.35173201560974, 'FinalState')]
432:[(1.4795868396759033, 'DumpSSIMRetrieveState'), (3.817101001739502, 'DumpSSIMState'), (137.5657958984375, 'FinalState')]
448:[(1.4819748401641846, 'DumpSSIMRetrieveState'), (2.3647899627685547, 'DumpSSIMState'), (134.22285294532776, 'FinalState')]
464:[(1.4864039421081543, 'DumpSSIMRetrieveState'), (2.7792320251464844, 'DumpSSIMState'), (130.89778590202332, 'FinalState')]
480:[(1.4932219982147217, 'DumpSSIMRetrieveState'), (2.1703100204467773, 'DumpSSIMState'), (72.57162690162659, 'FinalState')]
496:[(1.4964549541473389, 'DumpSSIMRetrieveState'), (2.6519389152526855, 'DumpSSIMState'), (134.34715104103088, 'FinalState')]
512:[(1.4994709491729736, 'DumpSSIMRetrieveState'), (2.837759017944336, 'DumpSSIMState'), (133.48604798316956, 'FinalState')]
528:[(1.5001070499420166, 'DumpSSIMRetrieveState'), (2.701612949371338, 'DumpSSIMState'), (138.15723705291748, 'FinalState')]
544:[(1.5029268264770508, 'DumpSSIMRetrieveState'), (2.3920609951019287, 'DumpSSIMState'), (134.2477309703827, 'FinalState')]
560:[(1.503497838973999, 'DumpSSIMRetrieveState'), (2.623124837875366, 'DumpSSIMState'), (180.23091101646423, 'FinalState')]
576:[(1.507455825805664, 'DumpSSIMRetrieveState'), (3.2934319972991943, 'DumpSSIMState'), (176.3084478378296, 'FinalState')]
592:[(1.511704921722412, 'DumpSSIMRetrieveState'), (2.4497368335723877, 'DumpSSIMState'), (136.49901485443115, 'FinalState')]
608:[(1.5190930366516113, 'DumpSSIMRetrieveState'), (2.307823896408081, 'DumpSSIMState'), (137.44502186775208, 'FinalState')]
624:[(1.5271999835968018, 'DumpSSIMRetrieveState'), (2.6361589431762695, 'DumpSSIMState'), (134.12251782417297, 'FinalState')]
640:[(1.5296590328216553, 'DumpSSIMRetrieveState'), (2.6926629543304443, 'DumpSSIMState'), (133.76256799697876, 'FinalState')]
656:[(1.5316519737243652, 'DumpSSIMRetrieveState'), (2.335101842880249, 'DumpSSIMState'), (131.61516785621643, 'FinalState')]
672:[(1.532148838043213, 'DumpSSIMRetrieveState'), (3.359596014022827, 'DumpSSIMState'), (170.6656789779663, 'FinalState')]
688:[(1.5326948165893555, 'DumpSSIMRetrieveState'), (2.5865769386291504, 'DumpSSIMState'), (152.75211000442505, 'FinalState')]
704:[(1.53578782081604, 'DumpSSIMRetrieveState'), (2.7781529426574707, 'DumpSSIMState'), (132.89736700057983, 'FinalState')]
720:[(1.5362868309020996, 'DumpSSIMRetrieveState'), (2.3875489234924316, 'DumpSSIMState'), (132.02568984031677, 'FinalState')]
736:[(1.5370938777923584, 'DumpSSIMRetrieveState'), (3.047334909439087, 'DumpSSIMState'), (177.30672788619995, 'FinalState')]
752:[(1.5405259132385254, 'DumpSSIMRetrieveState'), (2.993319034576416, 'DumpSSIMState'), (153.94502782821655, 'FinalState')]
768:[(1.5456228256225586, 'DumpSSIMRetrieveState'), (2.837815046310425, 'DumpSSIMState'), (129.22703504562378, 'FinalState')]
784:[(1.5518219470977783, 'DumpSSIMRetrieveState'), (3.6676809787750244, 'DumpSSIMState'), (194.1284899711609, 'FinalState')]
800:[(1.5552139282226562, 'DumpSSIMRetrieveState'), (3.1246869564056396, 'DumpSSIMState'), (132.72306990623474, 'FinalState')]
816:[(1.555708885192871, 'DumpSSIMRetrieveState'), (2.853580951690674, 'DumpSSIMState'), (154.34821891784668, 'FinalState')]
832:[(1.556123971939087, 'DumpSSIMRetrieveState'), (3.1471848487854004, 'DumpSSIMState'), (138.16245698928833, 'FinalState')]
848:[(1.5565528869628906, 'DumpSSIMRetrieveState'), (2.7935898303985596, 'DumpSSIMState'), (71.33248496055603, 'FinalState')]
864:[(1.5569980144500732, 'DumpSSIMRetrieveState'), (2.307878017425537, 'DumpSSIMState'), (70.66564989089966, 'FinalState')]
880:[(1.5573689937591553, 'DumpSSIMRetrieveState'), (2.8699328899383545, 'DumpSSIMState'), (133.8144028186798, 'FinalState')]
1:[(1.5591650009155273, 'DumpSSIMRetrieveState'), (3.5914549827575684, 'DumpSSIMState'), (139.3995168209076, 'FinalState')]
17:[(1.559506893157959, 'DumpSSIMRetrieveState'), (2.5149478912353516, 'DumpSSIMState'), (134.85506796836853, 'FinalState')]
33:[(1.561250925064087, 'DumpSSIMRetrieveState'), (3.1137969493865967, 'DumpSSIMState'), (144.55676889419556, 'FinalState')]
49:[(1.5658040046691895, 'DumpSSIMRetrieveState'), (2.3864028453826904, 'DumpSSIMState'), (166.60261297225952, 'FinalState')]
65:[(1.5689609050750732, 'DumpSSIMRetrieveState'), (2.086716890335083, 'DumpSSIMState'), (174.53610801696777, 'FinalState')]
81:[(1.5735669136047363, 'DumpSSIMRetrieveState'), (3.452096939086914, 'DumpSSIMState'), (135.53076004981995, 'FinalState')]
97:[(1.5753810405731201, 'DumpSSIMRetrieveState'), (2.2853708267211914, 'DumpSSIMState'), (132.12698698043823, 'FinalState')]
113:[(1.577049970626831, 'DumpSSIMRetrieveState'), (2.7370049953460693, 'DumpSSIMState'), (143.9436159133911, 'FinalState')]
129:[(1.5773568153381348, 'DumpSSIMRetrieveState'), (2.407742977142334, 'DumpSSIMState'), (128.85835886001587, 'FinalState')]
145:[(1.5776848793029785, 'DumpSSIMRetrieveState'), (2.3079278469085693, 'DumpSSIMState'), (133.4788579940796, 'FinalState')]
161:[(1.5779919624328613, 'DumpSSIMRetrieveState'), (3.852463960647583, 'DumpSSIMState'), (301.52740001678467, 'ErrorState')]
177:[(1.5783698558807373, 'DumpSSIMRetrieveState'), (2.8044729232788086, 'DumpSSIMState'), (129.5627360343933, 'FinalState')]
193:[(1.5787019729614258, 'DumpSSIMRetrieveState'), (2.5614309310913086, 'DumpSSIMState'), (124.39601802825928, 'FinalState')]
209:[(1.5790138244628906, 'DumpSSIMRetrieveState'), (2.614076852798462, 'DumpSSIMState'), (144.39473390579224, 'FinalState')]
225:[(1.579326868057251, 'DumpSSIMRetrieveState'), (3.4862308502197266, 'DumpSSIMState'), (133.178719997406, 'FinalState')]
241:[(1.5796430110931396, 'DumpSSIMRetrieveState'), (2.304489850997925, 'DumpSSIMState'), (141.29770803451538, 'FinalState')]
257:[(1.580129861831665, 'DumpSSIMRetrieveState'), (2.3566808700561523, 'DumpSSIMState'), (141.16238498687744, 'FinalState')]
273:[(1.5805389881134033, 'DumpSSIMRetrieveState'), (2.492173910140991, 'DumpSSIMState'), (157.78238701820374, 'FinalState')]
289:[(1.582204818725586, 'DumpSSIMRetrieveState'), (3.113852024078369, 'DumpSSIMState'), (135.8096890449524, 'FinalState')]
305:[(1.5849788188934326, 'DumpSSIMRetrieveState'), (3.047395944595337, 'DumpSSIMState'), (154.53661394119263, 'FinalState')]
321:[(1.5898308753967285, 'DumpSSIMRetrieveState'), (2.7318408489227295, 'DumpSSIMState'), (139.0131208896637, 'FinalState')]
337:[(1.6002860069274902, 'DumpSSIMRetrieveState'), (3.2289068698883057, 'DumpSSIMState'), (144.92600297927856, 'FinalState')]
353:[(1.6034770011901855, 'DumpSSIMRetrieveState'), (2.440800905227661, 'DumpSSIMState'), (169.05762887001038, 'FinalState')]
369:[(1.6039910316467285, 'DumpSSIMRetrieveState'), (2.403106927871704, 'DumpSSIMState'), (131.2564480304718, 'FinalState')]
385:[(1.6047019958496094, 'DumpSSIMRetrieveState'), (2.7282190322875977, 'DumpSSIMState'), (196.47212290763855, 'FinalState')]
401:[(1.6051230430603027, 'DumpSSIMRetrieveState'), (2.708685874938965, 'DumpSSIMState'), (130.1662449836731, 'FinalState')]
417:[(1.6054658889770508, 'DumpSSIMRetrieveState'), (2.5910398960113525, 'DumpSSIMState'), (145.04407691955566, 'FinalState')]
433:[(1.605823040008545, 'DumpSSIMRetrieveState'), (2.859036922454834, 'DumpSSIMState'), (138.9941999912262, 'FinalState')]
449:[(1.6075098514556885, 'DumpSSIMRetrieveState'), (2.6074059009552, 'DumpSSIMState'), (135.4744210243225, 'FinalState')]
465:[(1.6079249382019043, 'DumpSSIMRetrieveState'), (3.395448923110962, 'DumpSSIMState'), (125.58675289154053, 'FinalState')]
481:[(1.608320951461792, 'DumpSSIMRetrieveState'), (2.712285041809082, 'DumpSSIMState'), (154.9872829914093, 'FinalState')]
497:[(1.6086938381195068, 'DumpSSIMRetrieveState'), (2.948395013809204, 'DumpSSIMState'), (130.47958302497864, 'FinalState')]
513:[(1.6103589534759521, 'DumpSSIMRetrieveState'), (2.62903094291687, 'DumpSSIMState'), (130.97104001045227, 'FinalState')]
529:[(1.6132478713989258, 'DumpSSIMRetrieveState'), (3.3519320487976074, 'DumpSSIMState'), (137.0732069015503, 'FinalState')]
545:[(1.6185848712921143, 'DumpSSIMRetrieveState'), (2.3475098609924316, 'DumpSSIMState'), (137.58307790756226, 'FinalState')]
561:[(1.6254549026489258, 'DumpSSIMRetrieveState'), (3.506173849105835, 'DumpSSIMState'), (135.48740696907043, 'FinalState')]
577:[(1.6274340152740479, 'DumpSSIMRetrieveState'), (3.3780930042266846, 'DumpSSIMState'), (137.29782700538635, 'FinalState')]
593:[(1.6279208660125732, 'DumpSSIMRetrieveState'), (2.6185669898986816, 'DumpSSIMState'), (137.45987796783447, 'FinalState')]
609:[(1.6282858848571777, 'DumpSSIMRetrieveState'), (3.480285882949829, 'DumpSSIMState'), (136.44715690612793, 'FinalState')]
625:[(1.6286439895629883, 'DumpSSIMRetrieveState'), (2.4507429599761963, 'DumpSSIMState'), (138.80435299873352, 'FinalState')]
641:[(1.6289958953857422, 'DumpSSIMRetrieveState'), (2.95094895362854, 'DumpSSIMState'), (141.84676098823547, 'FinalState')]
657:[(1.6293509006500244, 'DumpSSIMRetrieveState'), (3.582551956176758, 'DumpSSIMState'), (132.0566349029541, 'FinalState')]
673:[(1.629688024520874, 'DumpSSIMRetrieveState'), (2.7135238647460938, 'DumpSSIMState'), (135.96810388565063, 'FinalState')]
689:[(1.630007028579712, 'DumpSSIMRetrieveState'), (3.9356298446655273, 'DumpSSIMState'), (180.7086238861084, 'FinalState')]
705:[(1.6304199695587158, 'DumpSSIMRetrieveState'), (3.148560047149658, 'DumpSSIMState'), (130.55472993850708, 'FinalState')]
721:[(1.6307909488677979, 'DumpSSIMRetrieveState'), (3.1204488277435303, 'DumpSSIMState'), (124.8936698436737, 'FinalState')]
737:[(1.6324059963226318, 'DumpSSIMRetrieveState'), (2.9459710121154785, 'DumpSSIMState'), (186.66067099571228, 'FinalState')]
753:[(1.63407301902771, 'DumpSSIMRetrieveState'), (2.4770209789276123, 'DumpSSIMState'), (136.65734100341797, 'FinalState')]
769:[(1.6399149894714355, 'DumpSSIMRetrieveState'), (3.2953929901123047, 'DumpSSIMState'), (136.34910082817078, 'FinalState')]
785:[(1.6477549076080322, 'DumpSSIMRetrieveState'), (3.6245028972625732, 'DumpSSIMState'), (146.53118205070496, 'FinalState')]
801:[(1.6508369445800781, 'DumpSSIMRetrieveState'), (3.676630973815918, 'DumpSSIMState'), (139.0311529636383, 'FinalState')]
817:[(1.6513848304748535, 'DumpSSIMRetrieveState'), (2.8615620136260986, 'DumpSSIMState'), (125.7878909111023, 'FinalState')]
833:[(1.6518080234527588, 'DumpSSIMRetrieveState'), (3.84448504447937, 'DumpSSIMState'), (173.9931879043579, 'FinalState')]
849:[(1.65218186378479, 'DumpSSIMRetrieveState'), (3.5786619186401367, 'DumpSSIMState'), (125.63215494155884, 'FinalState')]
865:[(1.6525328159332275, 'DumpSSIMRetrieveState'), (2.571743965148926, 'DumpSSIMState'), (126.61790704727173, 'FinalState')]
881:[(1.6529169082641602, 'DumpSSIMRetrieveState'), (3.0929129123687744, 'DumpSSIMState'), (129.19796085357666, 'FinalState')]
2:[(1.6544928550720215, 'DumpSSIMRetrieveState'), (3.9284989833831787, 'DumpSSIMState'), (201.7897698879242, 'FinalState')]
18:[(1.654844045639038, 'DumpSSIMRetrieveState'), (2.545707941055298, 'DumpSSIMState'), (155.46316504478455, 'FinalState')]
34:[(1.6551990509033203, 'DumpSSIMRetrieveState'), (3.1994969844818115, 'DumpSSIMState'), (134.8048050403595, 'FinalState')]
50:[(1.6556098461151123, 'DumpSSIMRetrieveState'), (3.14861798286438, 'DumpSSIMState'), (146.2060990333557, 'FinalState')]
66:[(1.6559820175170898, 'DumpSSIMRetrieveState'), (2.6947829723358154, 'DumpSSIMState'), (154.02307200431824, 'FinalState')]
82:[(1.6576008796691895, 'DumpSSIMRetrieveState'), (2.7282769680023193, 'DumpSSIMState'), (127.2067449092865, 'FinalState')]
98:[(1.6591839790344238, 'DumpSSIMRetrieveState'), (4.080875873565674, 'DumpSSIMState'), (136.618332862854, 'FinalState')]
114:[(1.6621019840240479, 'DumpSSIMRetrieveState'), (2.440858840942383, 'DumpSSIMState'), (134.6585729122162, 'FinalState')]
130:[(1.6710610389709473, 'DumpSSIMRetrieveState'), (4.100419998168945, 'DumpSSIMState'), (133.13287591934204, 'FinalState')]
146:[(1.6755609512329102, 'DumpSSIMRetrieveState'), (2.6231818199157715, 'DumpSSIMState'), (132.81805896759033, 'FinalState')]
162:[(1.6761560440063477, 'DumpSSIMRetrieveState'), (4.035631895065308, 'DumpSSIMState'), (209.68410181999207, 'FinalState')]
178:[(1.677832841873169, 'DumpSSIMRetrieveState'), (3.057811975479126, 'DumpSSIMState'), (134.5462658405304, 'FinalState')]
194:[(1.678184986114502, 'DumpSSIMRetrieveState'), (3.4346988201141357, 'DumpSSIMState'), (132.07596898078918, 'FinalState')]
