0:[(0.18416810035705566, 'DumpSSIMRetrieveState'), (0.6700520515441895, 'DumpSSIMState'), (133.4699969291687, 'FinalState')]
16:[(0.18609213829040527, 'DumpSSIMRetrieveState'), (1.2247669696807861, 'DumpSSIMState'), (130.61122107505798, 'FinalState')]
32:[(0.18678498268127441, 'DumpSSIMRetrieveState'), (1.037757158279419, 'DumpSSIMState'), (69.32173013687134, 'FinalState')]
48:[(1.9498820304870605, 'DumpSSIMRetrieveState'), (2.6112301349639893, 'DumpSSIMState'), (71.81217312812805, 'FinalState')]
64:[(1.9681200981140137, 'DumpSSIMRetrieveState'), (2.9050590991973877, 'DumpSSIMState'), (136.88896894454956, 'FinalState')]
80:[(1.97133207321167, 'DumpSSIMRetrieveState'), (3.278589963912964, 'DumpSSIMState'), (160.34832215309143, 'FinalState')]
96:[(1.971776008605957, 'DumpSSIMRetrieveState'), (3.0461621284484863, 'DumpSSIMState'), (136.72550797462463, 'FinalState')]
112:[(1.9730920791625977, 'DumpSSIMRetrieveState'), (3.230052947998047, 'DumpSSIMState'), (147.6115689277649, 'FinalState')]
128:[(1.9734599590301514, 'DumpSSIMRetrieveState'), (3.4462599754333496, 'DumpSSIMState'), (132.24614000320435, 'FinalState')]
144:[(1.9738781452178955, 'DumpSSIMRetrieveState'), (3.6572890281677246, 'DumpSSIMState'), (133.66278409957886, 'FinalState')]
160:[(1.9751980304718018, 'DumpSSIMRetrieveState'), (2.9829890727996826, 'DumpSSIMState'), (129.88889813423157, 'FinalState')]
176:[(1.976274013519287, 'DumpSSIMRetrieveState'), (3.12402606010437, 'DumpSSIMState'), (137.41635608673096, 'FinalState')]
192:[(1.9850261211395264, 'DumpSSIMRetrieveState'), (3.6114931106567383, 'DumpSSIMState'), (149.41464710235596, 'FinalState')]
208:[(2.0040040016174316, 'DumpSSIMRetrieveState'), (3.583989143371582, 'DumpSSIMState'), (148.83359503746033, 'FinalState')]
224:[(2.0196001529693604, 'DumpSSIMRetrieveState'), (4.20026707649231, 'DumpSSIMState'), (135.90256810188293, 'FinalState')]
240:[(2.023277997970581, 'DumpSSIMRetrieveState'), (2.8242239952087402, 'DumpSSIMState'), (73.98508810997009, 'FinalState')]
256:[(2.024183988571167, 'DumpSSIMRetrieveState'), (3.541724920272827, 'DumpSSIMState'), (134.5514039993286, 'FinalState')]
272:[(2.024867057800293, 'DumpSSIMRetrieveState'), (3.3091931343078613, 'DumpSSIMState'), (142.585214138031, 'FinalState')]
288:[(2.0277929306030273, 'DumpSSIMRetrieveState'), (2.942620038986206, 'DumpSSIMState'), (135.3074779510498, 'FinalState')]
304:[(2.0334839820861816, 'DumpSSIMRetrieveState'), (3.094346046447754, 'DumpSSIMState'), (70.47508001327515, 'FinalState')]
320:[(2.0385000705718994, 'DumpSSIMRetrieveState'), (3.314095973968506, 'DumpSSIMState'), (74.40136909484863, 'FinalState')]
336:[(2.04148006439209, 'DumpSSIMRetrieveState'), (3.1650121212005615, 'DumpSSIMState'), (135.42768812179565, 'FinalState')]
352:[(2.042246103286743, 'DumpSSIMRetrieveState'), (4.444801092147827, 'DumpSSIMState'), (131.1554000377655, 'FinalState')]
368:[(2.0452799797058105, 'DumpSSIMRetrieveState'), (3.7081010341644287, 'DumpSSIMState'), (123.83226013183594, 'FinalState')]
384:[(2.045746088027954, 'DumpSSIMRetrieveState'), (3.075792074203491, 'DumpSSIMState'), (74.16399192810059, 'FinalState')]
400:[(2.0462470054626465, 'DumpSSIMRetrieveState'), (3.4929771423339844, 'DumpSSIMState'), (149.2363600730896, 'FinalState')]
