0:[(0.7131519317626953, 'DumpSSIMRetrieveState'), (1.1827161312103271, 'DumpSSIMState'), (126.54028105735779, 'FinalState')]
16:[(1.3570210933685303, 'DumpSSIMRetrieveState'), (2.1632580757141113, 'DumpSSIMState'), (129.36498498916626, 'FinalState')]
32:[(1.3653819561004639, 'DumpSSIMRetrieveState'), (2.382988929748535, 'DumpSSIMState'), (140.61255598068237, 'FinalState')]
48:[(1.3718221187591553, 'DumpSSIMRetrieveState'), (3.516672134399414, 'DumpSSIMState'), (134.78094816207886, 'FinalState')]
64:[(1.3731839656829834, 'DumpSSIMRetrieveState'), (1.9678239822387695, 'DumpSSIMState'), (136.4481201171875, 'FinalState')]
80:[(1.3758270740509033, 'DumpSSIMRetrieveState'), (2.5982160568237305, 'DumpSSIMState'), (124.89227604866028, 'FinalState')]
96:[(1.376112937927246, 'DumpSSIMRetrieveState'), (2.6046979427337646, 'DumpSSIMState'), (146.66958093643188, 'FinalState')]
112:[(1.3768501281738281, 'DumpSSIMRetrieveState'), (2.2902400493621826, 'DumpSSIMState'), (129.8422191143036, 'FinalState')]
128:[(1.3776350021362305, 'DumpSSIMRetrieveState'), (2.5745980739593506, 'DumpSSIMState'), (132.08056497573853, 'FinalState')]
144:[(1.3820409774780273, 'DumpSSIMRetrieveState'), (2.3648080825805664, 'DumpSSIMState'), (136.24675512313843, 'FinalState')]
160:[(1.3974609375, 'DumpSSIMRetrieveState'), (2.580397129058838, 'DumpSSIMState'), (131.7932231426239, 'FinalState')]
176:[(1.4091191291809082, 'DumpSSIMRetrieveState'), (2.159743070602417, 'DumpSSIMState'), (131.57886815071106, 'FinalState')]
192:[(1.418848991394043, 'DumpSSIMRetrieveState'), (2.9422099590301514, 'DumpSSIMState'), (130.8517870903015, 'FinalState')]
208:[(1.424731969833374, 'DumpSSIMRetrieveState'), (2.6475961208343506, 'DumpSSIMState'), (136.93825006484985, 'FinalState')]
224:[(1.4301700592041016, 'DumpSSIMRetrieveState'), (2.4502689838409424, 'DumpSSIMState'), (129.50777006149292, 'FinalState')]
240:[(1.4312260150909424, 'DumpSSIMRetrieveState'), (2.9030230045318604, 'DumpSSIMState'), (129.6065239906311, 'FinalState')]
256:[(1.4322640895843506, 'DumpSSIMRetrieveState'), (4.010353088378906, 'DumpSSIMState'), (132.97580003738403, 'FinalState')]
272:[(1.4371790885925293, 'DumpSSIMRetrieveState'), (2.540004014968872, 'DumpSSIMState'), (161.34049606323242, 'FinalState')]
288:[(1.4416921138763428, 'DumpSSIMRetrieveState'), (2.2848970890045166, 'DumpSSIMState'), (131.70737409591675, 'FinalState')]
304:[(1.4461219310760498, 'DumpSSIMRetrieveState'), (2.7051970958709717, 'DumpSSIMState'), (127.71271896362305, 'FinalState')]
320:[(1.4544730186462402, 'DumpSSIMRetrieveState'), (2.728311061859131, 'DumpSSIMState'), (136.59045314788818, 'FinalState')]
336:[(1.4626410007476807, 'DumpSSIMRetrieveState'), (2.557158946990967, 'DumpSSIMState'), (123.30357813835144, 'FinalState')]
352:[(1.4674670696258545, 'DumpSSIMRetrieveState'), (2.7129170894622803, 'DumpSSIMState'), (138.2311270236969, 'FinalState')]
368:[(1.4684441089630127, 'DumpSSIMRetrieveState'), (2.2708041667938232, 'DumpSSIMState'), (72.43560314178467, 'FinalState')]
384:[(1.4727931022644043, 'DumpSSIMRetrieveState'), (2.526097059249878, 'DumpSSIMState'), (139.66009402275085, 'FinalState')]
400:[(1.4770021438598633, 'DumpSSIMRetrieveState'), (2.38031005859375, 'DumpSSIMState'), (134.23546314239502, 'FinalState')]
416:[(1.4809911251068115, 'DumpSSIMRetrieveState'), (2.515331983566284, 'DumpSSIMState'), (127.99313306808472, 'FinalState')]
432:[(1.4819719791412354, 'DumpSSIMRetrieveState'), (2.3476130962371826, 'DumpSSIMState'), (130.45016813278198, 'FinalState')]
448:[(1.4828619956970215, 'DumpSSIMRetrieveState'), (2.2871220111846924, 'DumpSSIMState'), (134.97396993637085, 'FinalState')]
464:[(1.4866740703582764, 'DumpSSIMRetrieveState'), (2.2044739723205566, 'DumpSSIMState'), (133.87298893928528, 'FinalState')]
480:[(1.4903221130371094, 'DumpSSIMRetrieveState'), (2.7648890018463135, 'DumpSSIMState'), (128.66719913482666, 'FinalState')]
496:[(1.4957499504089355, 'DumpSSIMRetrieveState'), (2.89667010307312, 'DumpSSIMState'), (155.13565111160278, 'FinalState')]
512:[(1.4999580383300781, 'DumpSSIMRetrieveState'), (2.6744959354400635, 'DumpSSIMState'), (177.55822706222534, 'FinalState')]
528:[(1.502380132675171, 'DumpSSIMRetrieveState'), (3.576646089553833, 'DumpSSIMState'), (146.62368297576904, 'FinalState')]
544:[(1.504539966583252, 'DumpSSIMRetrieveState'), (2.3851890563964844, 'DumpSSIMState'), (131.20484614372253, 'FinalState')]
560:[(1.5050930976867676, 'DumpSSIMRetrieveState'), (2.640040159225464, 'DumpSSIMState'), (80.71867108345032, 'FinalState')]
576:[(1.508100986480713, 'DumpSSIMRetrieveState'), (2.8967390060424805, 'DumpSSIMState'), (143.87769198417664, 'FinalState')]
592:[(1.5103230476379395, 'DumpSSIMRetrieveState'), (2.133111000061035, 'DumpSSIMState'), (124.7365460395813, 'FinalState')]
608:[(1.5125761032104492, 'DumpSSIMRetrieveState'), (3.0301620960235596, 'DumpSSIMState'), (130.7698049545288, 'FinalState')]
624:[(1.514815092086792, 'DumpSSIMRetrieveState'), (2.380402088165283, 'DumpSSIMState'), (138.1977710723877, 'FinalState')]
640:[(1.5196969509124756, 'DumpSSIMRetrieveState'), (3.637423038482666, 'DumpSSIMState'), (132.34495615959167, 'FinalState')]
656:[(1.521955966949463, 'DumpSSIMRetrieveState'), (2.880674123764038, 'DumpSSIMState'), (132.59892916679382, 'FinalState')]
672:[(1.5242159366607666, 'DumpSSIMRetrieveState'), (3.4605519771575928, 'DumpSSIMState'), (136.32886815071106, 'FinalState')]
688:[(1.526324987411499, 'DumpSSIMRetrieveState'), (2.896813154220581, 'DumpSSIMState'), (141.86768507957458, 'FinalState')]
704:[(1.5268521308898926, 'DumpSSIMRetrieveState'), (2.455599069595337, 'DumpSSIMState'), (129.505047082901, 'FinalState')]
720:[(1.527256965637207, 'DumpSSIMRetrieveState'), (2.6437129974365234, 'DumpSSIMState'), (137.54051613807678, 'FinalState')]
736:[(1.529651165008545, 'DumpSSIMRetrieveState'), (2.484518051147461, 'DumpSSIMState'), (72.69549298286438, 'FinalState')]
752:[(1.5351009368896484, 'DumpSSIMRetrieveState'), (2.749472141265869, 'DumpSSIMState'), (130.67955613136292, 'FinalState')]
768:[(1.5438220500946045, 'DumpSSIMRetrieveState'), (2.949597120285034, 'DumpSSIMState'), (133.1900441646576, 'FinalState')]
784:[(1.544438123703003, 'DumpSSIMRetrieveState'), (2.455695152282715, 'DumpSSIMState'), (131.50888299942017, 'FinalState')]
800:[(1.5464110374450684, 'DumpSSIMRetrieveState'), (2.470278024673462, 'DumpSSIMState'), (128.9475610256195, 'FinalState')]
816:[(1.5467751026153564, 'DumpSSIMRetrieveState'), (2.625447988510132, 'DumpSSIMState'), (134.46462607383728, 'FinalState')]
832:[(1.5472071170806885, 'DumpSSIMRetrieveState'), (4.023585081100464, 'DumpSSIMState'), (134.96623301506042, 'FinalState')]
848:[(1.5490970611572266, 'DumpSSIMRetrieveState'), (4.037974119186401, 'DumpSSIMState'), (135.2285029888153, 'FinalState')]
864:[(1.5509049892425537, 'DumpSSIMRetrieveState'), (2.7462711334228516, 'DumpSSIMState'), (129.81816697120667, 'FinalState')]
880:[(1.551314115524292, 'DumpSSIMRetrieveState'), (2.4302611351013184, 'DumpSSIMState'), (124.1892249584198, 'FinalState')]
1:[(1.5517239570617676, 'DumpSSIMRetrieveState'), (2.976513147354126, 'DumpSSIMState'), (128.2492311000824, 'FinalState')]
17:[(1.5549111366271973, 'DumpSSIMRetrieveState'), (3.330801010131836, 'DumpSSIMState'), (133.00114107131958, 'FinalState')]
33:[(1.5580921173095703, 'DumpSSIMRetrieveState'), (4.018425941467285, 'DumpSSIMState'), (130.17451214790344, 'FinalState')]
49:[(1.561462163925171, 'DumpSSIMRetrieveState'), (2.4418721199035645, 'DumpSSIMState'), (128.29195404052734, 'FinalState')]
65:[(1.564681053161621, 'DumpSSIMRetrieveState'), (3.918498992919922, 'DumpSSIMState'), (129.53487396240234, 'FinalState')]
81:[(1.5667059421539307, 'DumpSSIMRetrieveState'), (4.105216026306152, 'DumpSSIMState'), (270.9911551475525, 'FinalState')]
97:[(1.5670969486236572, 'DumpSSIMRetrieveState'), (2.8408150672912598, 'DumpSSIMState'), (129.1451699733734, 'FinalState')]
113:[(1.5675430297851562, 'DumpSSIMRetrieveState'), (3.182758092880249, 'DumpSSIMState'), (132.25598001480103, 'FinalState')]
129:[(1.5679831504821777, 'DumpSSIMRetrieveState'), (3.1599559783935547, 'DumpSSIMState'), (131.30646800994873, 'FinalState')]
145:[(1.5683791637420654, 'DumpSSIMRetrieveState'), (3.944031000137329, 'DumpSSIMState'), (132.58604216575623, 'FinalState')]
161:[(1.568727970123291, 'DumpSSIMRetrieveState'), (2.823033094406128, 'DumpSSIMState'), (128.86888313293457, 'FinalState')]
177:[(1.5691111087799072, 'DumpSSIMRetrieveState'), (2.352405071258545, 'DumpSSIMState'), (68.19701504707336, 'FinalState')]
193:[(1.569498062133789, 'DumpSSIMRetrieveState'), (4.049407958984375, 'DumpSSIMState'), (144.92038702964783, 'FinalState')]
209:[(1.5712831020355225, 'DumpSSIMRetrieveState'), (2.8130500316619873, 'DumpSSIMState'), (136.70905995368958, 'FinalState')]
225:[(1.5730249881744385, 'DumpSSIMRetrieveState'), (2.3476779460906982, 'DumpSSIMState'), (70.71639609336853, 'FinalState')]
241:[(1.5793061256408691, 'DumpSSIMRetrieveState'), (4.021115064620972, 'DumpSSIMState'), (144.82810616493225, 'FinalState')]
257:[(1.5863821506500244, 'DumpSSIMRetrieveState'), (2.6781790256500244, 'DumpSSIMState'), (127.86646604537964, 'FinalState')]
273:[(1.5882761478424072, 'DumpSSIMRetrieveState'), (3.3359439373016357, 'DumpSSIMState'), (132.1561460494995, 'FinalState')]
289:[(1.5899930000305176, 'DumpSSIMRetrieveState'), (3.825653076171875, 'DumpSSIMState'), (133.91261100769043, 'FinalState')]
305:[(1.5903971195220947, 'DumpSSIMRetrieveState'), (2.3988230228424072, 'DumpSSIMState'), (132.91315412521362, 'FinalState')]
321:[(1.5907869338989258, 'DumpSSIMRetrieveState'), (3.08396315574646, 'DumpSSIMState'), (136.06866097450256, 'FinalState')]
337:[(1.5912041664123535, 'DumpSSIMRetrieveState'), (3.248939037322998, 'DumpSSIMState'), (128.82437801361084, 'FinalState')]
353:[(1.5928361415863037, 'DumpSSIMRetrieveState'), (3.34747314453125, 'DumpSSIMState'), (134.03221702575684, 'FinalState')]
369:[(1.593168020248413, 'DumpSSIMRetrieveState'), (3.119097948074341, 'DumpSSIMState'), (136.50042700767517, 'FinalState')]
385:[(1.5935840606689453, 'DumpSSIMRetrieveState'), (3.1191699504852295, 'DumpSSIMState'), (125.39034104347229, 'FinalState')]
401:[(1.5939610004425049, 'DumpSSIMRetrieveState'), (2.070204019546509, 'DumpSSIMState'), (133.22554111480713, 'FinalState')]
417:[(1.5956230163574219, 'DumpSSIMRetrieveState'), (2.979037046432495, 'DumpSSIMState'), (136.83155393600464, 'FinalState')]
433:[(1.5988681316375732, 'DumpSSIMRetrieveState'), (2.9937400817871094, 'DumpSSIMState'), (70.39429903030396, 'FinalState')]
449:[(1.604207992553711, 'DumpSSIMRetrieveState'), (2.880733013153076, 'DumpSSIMState'), (132.19683694839478, 'FinalState')]
465:[(1.6083600521087646, 'DumpSSIMRetrieveState'), (3.188094139099121, 'DumpSSIMState'), (184.39867401123047, 'FinalState')]
481:[(1.6102039813995361, 'DumpSSIMRetrieveState'), (3.9185941219329834, 'DumpSSIMState'), (131.173259973526, 'FinalState')]
497:[(1.6119940280914307, 'DumpSSIMRetrieveState'), (3.7683589458465576, 'DumpSSIMState'), (128.1756100654602, 'FinalState')]
513:[(1.6124019622802734, 'DumpSSIMRetrieveState'), (2.546967029571533, 'DumpSSIMState'), (131.32140612602234, 'FinalState')]
529:[(1.6127970218658447, 'DumpSSIMRetrieveState'), (2.647655963897705, 'DumpSSIMState'), (134.1252760887146, 'FinalState')]
545:[(1.6131219863891602, 'DumpSSIMRetrieveState'), (2.537706136703491, 'DumpSSIMState'), (130.77744102478027, 'FinalState')]
561:[(1.6134700775146484, 'DumpSSIMRetrieveState'), (2.3681881427764893, 'DumpSSIMState'), (69.67985510826111, 'FinalState')]
577:[(1.615004062652588, 'DumpSSIMRetrieveState'), (2.460520029067993, 'DumpSSIMState'), (130.19645500183105, 'FinalState')]
593:[(1.6165850162506104, 'DumpSSIMRetrieveState'), (3.1600520610809326, 'DumpSSIMState'), (155.13033604621887, 'FinalState')]
609:[(1.617002010345459, 'DumpSSIMRetrieveState'), (3.498892068862915, 'DumpSSIMState'), (127.44026708602905, 'FinalState')]
625:[(1.6200461387634277, 'DumpSSIMRetrieveState'), (2.572265148162842, 'DumpSSIMState'), (132.73054909706116, 'FinalState')]
641:[(1.6242871284484863, 'DumpSSIMRetrieveState'), (2.5899651050567627, 'DumpSSIMState'), (138.66608905792236, 'FinalState')]
657:[(1.6285619735717773, 'DumpSSIMRetrieveState'), (3.135998010635376, 'DumpSSIMState'), (128.408625125885, 'FinalState')]
673:[(1.6304750442504883, 'DumpSSIMRetrieveState'), (2.7219929695129395, 'DumpSSIMState'), (133.58888912200928, 'FinalState')]
689:[(1.632802963256836, 'DumpSSIMRetrieveState'), (2.919438123703003, 'DumpSSIMState'), (138.78543400764465, 'FinalState')]
705:[(1.6332640647888184, 'DumpSSIMRetrieveState'), (2.460577964782715, 'DumpSSIMState'), (132.1293499469757, 'FinalState')]
721:[(1.6337251663208008, 'DumpSSIMRetrieveState'), (2.5865070819854736, 'DumpSSIMState'), (134.5829360485077, 'FinalState')]
737:[(1.6353790760040283, 'DumpSSIMRetrieveState'), (3.020090103149414, 'DumpSSIMState'), (138.0142059326172, 'FinalState')]
753:[(1.635815143585205, 'DumpSSIMRetrieveState'), (2.6048150062561035, 'DumpSSIMState'), (141.65522694587708, 'FinalState')]
769:[(1.6374530792236328, 'DumpSSIMRetrieveState'), (2.8563220500946045, 'DumpSSIMState'), (138.6519420146942, 'FinalState')]
785:[(1.6378681659698486, 'DumpSSIMRetrieveState'), (2.604870080947876, 'DumpSSIMState'), (136.1209580898285, 'FinalState')]
801:[(1.6395320892333984, 'DumpSSIMRetrieveState'), (2.592848062515259, 'DumpSSIMState'), (141.7314989566803, 'FinalState')]
817:[(1.6425940990447998, 'DumpSSIMRetrieveState'), (3.6030499935150146, 'DumpSSIMState'), (133.06195902824402, 'FinalState')]
833:[(1.6454920768737793, 'DumpSSIMRetrieveState'), (3.560662031173706, 'DumpSSIMState'), (128.1182041168213, 'FinalState')]
849:[(1.6497211456298828, 'DumpSSIMRetrieveState'), (3.9504289627075195, 'DumpSSIMState'), (134.50964999198914, 'FinalState')]
865:[(1.6503360271453857, 'DumpSSIMRetrieveState'), (4.018555164337158, 'DumpSSIMState'), (129.32967901229858, 'FinalState')]
881:[(1.650740146636963, 'DumpSSIMRetrieveState'), (3.2683651447296143, 'DumpSSIMState'), (131.59075093269348, 'FinalState')]
2:[(1.6511650085449219, 'DumpSSIMRetrieveState'), (3.4263739585876465, 'DumpSSIMState'), (130.16517806053162, 'FinalState')]
18:[(1.6515381336212158, 'DumpSSIMRetrieveState'), (2.611387014389038, 'DumpSSIMState'), (71.65710711479187, 'FinalState')]
34:[(1.6519169807434082, 'DumpSSIMRetrieveState'), (2.749530076980591, 'DumpSSIMState'), (71.02197599411011, 'FinalState')]
50:[(1.6522910594940186, 'DumpSSIMRetrieveState'), (2.9859459400177, 'DumpSSIMState'), (135.80415511131287, 'FinalState')]
66:[(1.6526679992675781, 'DumpSSIMRetrieveState'), (3.476410150527954, 'DumpSSIMState'), (132.4858250617981, 'FinalState')]
82:[(1.6530470848083496, 'DumpSSIMRetrieveState'), (2.545846939086914, 'DumpSSIMState'), (137.30319595336914, 'FinalState')]
98:[(1.653404951095581, 'DumpSSIMRetrieveState'), (3.4264299869537354, 'DumpSSIMState'), (128.12557816505432, 'FinalState')]
114:[(1.6537671089172363, 'DumpSSIMRetrieveState'), (3.5454909801483154, 'DumpSSIMState'), (125.39575600624084, 'FinalState')]
130:[(1.6541390419006348, 'DumpSSIMRetrieveState'), (3.19651198387146, 'DumpSSIMState'), (135.93113803863525, 'FinalState')]
146:[(1.6557719707489014, 'DumpSSIMRetrieveState'), (2.780766010284424, 'DumpSSIMState'), (134.88256907463074, 'FinalState')]
162:[(1.6599609851837158, 'DumpSSIMRetrieveState'), (3.9921209812164307, 'DumpSSIMState'), (134.27025198936462, 'FinalState')]
178:[(1.671492099761963, 'DumpSSIMRetrieveState'), (3.545577049255371, 'DumpSSIMState'), (139.44941210746765, 'FinalState')]
194:[(1.6758830547332764, 'DumpSSIMRetrieveState'), (2.4557480812072754, 'DumpSSIMState'), (132.08909606933594, 'FinalState')]
210:[(1.6765120029449463, 'DumpSSIMRetrieveState'), (3.8840479850769043, 'DumpSSIMState'), (138.61614513397217, 'FinalState')]
226:[(1.677037000656128, 'DumpSSIMRetrieveState'), (2.6818439960479736, 'DumpSSIMState'), (129.35003805160522, 'FinalState')]
242:[(1.6774539947509766, 'DumpSSIMRetrieveState'), (3.035141944885254, 'DumpSSIMState'), (130.03376603126526, 'FinalState')]
258:[(1.6778221130371094, 'DumpSSIMRetrieveState'), (2.8625521659851074, 'DumpSSIMState'), (127.24582099914551, 'FinalState')]
274:[(1.678225040435791, 'DumpSSIMRetrieveState'), (2.937016010284424, 'DumpSSIMState'), (161.98412013053894, 'FinalState')]
290:[(1.6785991191864014, 'DumpSSIMRetrieveState'), (3.4265129566192627, 'DumpSSIMState'), (131.58365893363953, 'FinalState')]
306:[(1.6789600849151611, 'DumpSSIMRetrieveState'), (3.830394983291626, 'DumpSSIMState'), (130.55294704437256, 'FinalState')]
322:[(1.679337978363037, 'DumpSSIMRetrieveState'), (3.6630401611328125, 'DumpSSIMState'), (131.29137802124023, 'FinalState')]
338:[(1.6797189712524414, 'DumpSSIMRetrieveState'), (3.5513789653778076, 'DumpSSIMState'), (130.1187469959259, 'FinalState')]
354:[(1.6801121234893799, 'DumpSSIMRetrieveState'), (2.678236961364746, 'DumpSSIMState'), (70.24095511436462, 'FinalState')]
370:[(1.6805250644683838, 'DumpSSIMRetrieveState'), (2.722054958343506, 'DumpSSIMState'), (132.27055501937866, 'FinalState')]
386:[(1.6822071075439453, 'DumpSSIMRetrieveState'), (2.430346965789795, 'DumpSSIMState'), (146.51149201393127, 'FinalState')]
402:[(1.6850810050964355, 'DumpSSIMRetrieveState'), (2.4881460666656494, 'DumpSSIMState'), (129.60355806350708, 'FinalState')]
418:[(1.6924149990081787, 'DumpSSIMRetrieveState'), (2.7015299797058105, 'DumpSSIMState'), (88.26043105125427, 'FinalState')]
434:[(1.7003300189971924, 'DumpSSIMRetrieveState'), (2.8217949867248535, 'DumpSSIMState'), (143.38156509399414, 'FinalState')]
450:[(1.7022919654846191, 'DumpSSIMRetrieveState'), (3.3504750728607178, 'DumpSSIMState'), (139.15324115753174, 'FinalState')]
466:[(1.7028460502624512, 'DumpSSIMRetrieveState'), (2.6782920360565186, 'DumpSSIMState'), (129.06784915924072, 'FinalState')]
482:[(1.7032740116119385, 'DumpSSIMRetrieveState'), (2.529742956161499, 'DumpSSIMState'), (132.81397700309753, 'FinalState')]
498:[(1.703693151473999, 'DumpSSIMRetrieveState'), (2.819188117980957, 'DumpSSIMState'), (172.97623300552368, 'FinalState')]
514:[(1.7040669918060303, 'DumpSSIMRetrieveState'), (3.489122152328491, 'DumpSSIMState'), (134.40825700759888, 'FinalState')]
530:[(1.7044589519500732, 'DumpSSIMRetrieveState'), (3.1263160705566406, 'DumpSSIMState'), (128.701642036438, 'FinalState')]
546:[(1.7048590183258057, 'DumpSSIMRetrieveState'), (3.804373025894165, 'DumpSSIMState'), (134.1180510520935, 'FinalState')]
562:[(1.7064909934997559, 'DumpSSIMRetrieveState'), (2.9137909412384033, 'DumpSSIMState'), (133.80591797828674, 'FinalState')]
578:[(1.7081339359283447, 'DumpSSIMRetrieveState'), (2.8454720973968506, 'DumpSSIMState'), (145.47075200080872, 'FinalState')]
594:[(1.7099549770355225, 'DumpSSIMRetrieveState'), (2.722105026245117, 'DumpSSIMState'), (149.52563905715942, 'FinalState')]
610:[(1.715360164642334, 'DumpSSIMRetrieveState'), (3.4497499465942383, 'DumpSSIMState'), (132.39866614341736, 'FinalState')]
626:[(1.719710111618042, 'DumpSSIMRetrieveState'), (2.809380054473877, 'DumpSSIMState'), (130.98008108139038, 'FinalState')]
642:[(1.7228400707244873, 'DumpSSIMRetrieveState'), (3.58113694190979, 'DumpSSIMState'), (141.98161602020264, 'FinalState')]
658:[(1.7234251499176025, 'DumpSSIMRetrieveState'), (2.643808126449585, 'DumpSSIMState'), (132.8091139793396, 'FinalState')]
674:[(1.7239210605621338, 'DumpSSIMRetrieveState'), (3.391432046890259, 'DumpSSIMState'), (130.01540112495422, 'FinalState')]
690:[(1.724358081817627, 'DumpSSIMRetrieveState'), (3.732396125793457, 'DumpSSIMState'), (129.1261489391327, 'FinalState')]
706:[(1.7259421348571777, 'DumpSSIMRetrieveState'), (2.3989760875701904, 'DumpSSIMState'), (134.72607016563416, 'FinalState')]
722:[(1.7275819778442383, 'DumpSSIMRetrieveState'), (2.7532150745391846, 'DumpSSIMState'), (132.62555408477783, 'FinalState')]
738:[(1.72930908203125, 'DumpSSIMRetrieveState'), (2.899312973022461, 'DumpSSIMState'), (135.6954641342163, 'FinalState')]
754:[(1.7322759628295898, 'DumpSSIMRetrieveState'), (2.513071060180664, 'DumpSSIMState'), (135.17638516426086, 'FinalState')]
770:[(1.7328510284423828, 'DumpSSIMRetrieveState'), (3.199176073074341, 'DumpSSIMState'), (133.27990913391113, 'FinalState')]
786:[(1.7346200942993164, 'DumpSSIMRetrieveState'), (2.7747840881347656, 'DumpSSIMState'), (131.3065631389618, 'FinalState')]
802:[(1.7375221252441406, 'DumpSSIMRetrieveState'), (2.8192520141601562, 'DumpSSIMState'), (132.94014811515808, 'FinalState')]
818:[(1.7392170429229736, 'DumpSSIMRetrieveState'), (2.7495880126953125, 'DumpSSIMState'), (146.50759506225586, 'FinalState')]
834:[(1.7428829669952393, 'DumpSSIMRetrieveState'), (3.91872501373291, 'DumpSSIMState'), (131.92575216293335, 'FinalState')]
850:[(1.745851993560791, 'DumpSSIMRetrieveState'), (2.9874141216278076, 'DumpSSIMState'), (134.26107597351074, 'FinalState')]
866:[(1.7476370334625244, 'DumpSSIMRetrieveState'), (2.7967231273651123, 'DumpSSIMState'), (130.10925006866455, 'FinalState')]
882:[(1.7482221126556396, 'DumpSSIMRetrieveState'), (3.4473659992218018, 'DumpSSIMState'), (138.0727391242981, 'FinalState')]
3:[(1.7499101161956787, 'DumpSSIMRetrieveState'), (2.515393018722534, 'DumpSSIMState'), (128.60443496704102, 'FinalState')]
19:[(1.7503941059112549, 'DumpSSIMRetrieveState'), (3.5080361366271973, 'DumpSSIMState'), (130.3008840084076, 'FinalState')]
35:[(1.750864028930664, 'DumpSSIMRetrieveState'), (2.7649481296539307, 'DumpSSIMState'), (128.40025901794434, 'FinalState')]
51:[(1.7512810230255127, 'DumpSSIMRetrieveState'), (5.18592095375061, 'DumpSSIMState'), (139.23032307624817, 'FinalState')]
67:[(1.7529759407043457, 'DumpSSIMRetrieveState'), (3.5415091514587402, 'DumpSSIMState'), (128.41904497146606, 'FinalState')]
83:[(1.7533800601959229, 'DumpSSIMRetrieveState'), (3.136060953140259, 'DumpSSIMState'), (131.18931913375854, 'FinalState')]
99:[(1.7538039684295654, 'DumpSSIMRetrieveState'), (3.996685028076172, 'DumpSSIMState'), (130.79325199127197, 'FinalState')]
115:[(1.754289150238037, 'DumpSSIMRetrieveState'), (2.9546010494232178, 'DumpSSIMState'), (135.56778812408447, 'FinalState')]
131:[(1.7547290325164795, 'DumpSSIMRetrieveState'), (4.010642051696777, 'DumpSSIMState'), (128.90448594093323, 'FinalState')]
147:[(1.7563321590423584, 'DumpSSIMRetrieveState'), (3.9606330394744873, 'DumpSSIMState'), (140.37888193130493, 'FinalState')]
163:[(1.7604930400848389, 'DumpSSIMRetrieveState'), (2.6336171627044678, 'DumpSSIMState'), (132.9445869922638, 'FinalState')]
