0:[(0.16555094718933105, 'DumpSSIMRetrieveState'), (0.8018629550933838, 'DumpSSIMState'), (70.08462190628052, 'FinalState')]
16:[(1.4225869178771973, 'DumpSSIMRetrieveState'), (2.3893589973449707, 'DumpSSIMState'), (123.27235293388367, 'FinalState')]
32:[(1.4229319095611572, 'DumpSSIMRetrieveState'), (2.5577359199523926, 'DumpSSIMState'), (71.32190799713135, 'FinalState')]
48:[(1.4234440326690674, 'DumpSSIMRetrieveState'), (2.538869857788086, 'DumpSSIMState'), (131.93391394615173, 'FinalState')]
64:[(1.4244868755340576, 'DumpSSIMRetrieveState'), (2.3474960327148438, 'DumpSSIMState'), (69.81029295921326, 'FinalState')]
80:[(1.425522804260254, 'DumpSSIMRetrieveState'), (2.1956188678741455, 'DumpSSIMState'), (68.64158487319946, 'FinalState')]
96:[(1.4262359142303467, 'DumpSSIMRetrieveState'), (2.354914903640747, 'DumpSSIMState'), (123.25831198692322, 'FinalState')]
112:[(1.4274539947509766, 'DumpSSIMRetrieveState'), (2.3475518226623535, 'DumpSSIMState'), (71.59217882156372, 'FinalState')]
128:[(1.4282138347625732, 'DumpSSIMRetrieveState'), (2.298149824142456, 'DumpSSIMState'), (131.56147599220276, 'FinalState')]
144:[(1.440107822418213, 'DumpSSIMRetrieveState'), (2.88301682472229, 'DumpSSIMState'), (131.58769297599792, 'FinalState')]
160:[(1.4596149921417236, 'DumpSSIMRetrieveState'), (2.3512279987335205, 'DumpSSIMState'), (72.05122685432434, 'FinalState')]
176:[(1.4770128726959229, 'DumpSSIMRetrieveState'), (3.073436975479126, 'DumpSSIMState'), (143.25267100334167, 'FinalState')]
192:[(1.4842188358306885, 'DumpSSIMRetrieveState'), (2.9153950214385986, 'DumpSSIMState'), (127.16999197006226, 'FinalState')]
208:[(1.4857149124145508, 'DumpSSIMRetrieveState'), (2.2456629276275635, 'DumpSSIMState'), (70.47776699066162, 'FinalState')]
224:[(1.4869639873504639, 'DumpSSIMRetrieveState'), (2.5843698978424072, 'DumpSSIMState'), (139.3144428730011, 'FinalState')]
240:[(1.492398977279663, 'DumpSSIMRetrieveState'), (2.3718199729919434, 'DumpSSIMState'), (138.4557750225067, 'FinalState')]
256:[(1.5007870197296143, 'DumpSSIMRetrieveState'), (3.000236988067627, 'DumpSSIMState'), (130.13316202163696, 'FinalState')]
272:[(1.5048189163208008, 'DumpSSIMRetrieveState'), (2.5078768730163574, 'DumpSSIMState'), (73.11080694198608, 'FinalState')]
288:[(1.5056250095367432, 'DumpSSIMRetrieveState'), (3.3439579010009766, 'DumpSSIMState'), (121.5153398513794, 'FinalState')]
