0:[(0.4494349956512451, 'DumpSSIMRetrieveState'), (0.8562459945678711, 'DumpSSIMState'), (125.43632102012634, 'FinalState')]
16:[(1.3785319328308105, 'DumpSSIMRetrieveState'), (2.4152169227600098, 'DumpSSIMState'), (161.37276101112366, 'FinalState')]
32:[(1.3798458576202393, 'DumpSSIMRetrieveState'), (2.3949809074401855, 'DumpSSIMState'), (154.20517301559448, 'FinalState')]
48:[(1.3810129165649414, 'DumpSSIMRetrieveState'), (2.156683921813965, 'DumpSSIMState'), (70.00531697273254, 'FinalState')]
64:[(1.3873648643493652, 'DumpSSIMRetrieveState'), (2.278019905090332, 'DumpSSIMState'), (140.68985986709595, 'FinalState')]
80:[(1.3887979984283447, 'DumpSSIMRetrieveState'), (2.5465328693389893, 'DumpSSIMState'), (129.8620159626007, 'FinalState')]
96:[(1.3892090320587158, 'DumpSSIMRetrieveState'), (2.352221965789795, 'DumpSSIMState'), (133.3155860900879, 'FinalState')]
112:[(1.3897860050201416, 'DumpSSIMRetrieveState'), (2.3455750942230225, 'DumpSSIMState'), (137.99541401863098, 'FinalState')]
128:[(1.389955997467041, 'DumpSSIMRetrieveState'), (2.3751649856567383, 'DumpSSIMState'), (163.26687002182007, 'FinalState')]
144:[(1.390251874923706, 'DumpSSIMRetrieveState'), (2.2780799865722656, 'DumpSSIMState'), (129.27054500579834, 'FinalState')]
160:[(1.3905220031738281, 'DumpSSIMRetrieveState'), (2.5490219593048096, 'DumpSSIMState'), (69.65462899208069, 'FinalState')]
176:[(1.3907630443572998, 'DumpSSIMRetrieveState'), (2.2103800773620605, 'DumpSSIMState'), (131.952791929245, 'FinalState')]
192:[(1.3909289836883545, 'DumpSSIMRetrieveState'), (2.859745979309082, 'DumpSSIMState'), (135.5727219581604, 'FinalState')]
208:[(1.3910858631134033, 'DumpSSIMRetrieveState'), (2.599919080734253, 'DumpSSIMState'), (175.65444493293762, 'FinalState')]
224:[(1.3920068740844727, 'DumpSSIMRetrieveState'), (2.6317520141601562, 'DumpSSIMState'), (73.4308729171753, 'FinalState')]
240:[(1.3923449516296387, 'DumpSSIMRetrieveState'), (3.64849591255188, 'DumpSSIMState'), (124.61434388160706, 'FinalState')]
256:[(1.3944568634033203, 'DumpSSIMRetrieveState'), (2.427582025527954, 'DumpSSIMState'), (130.7082040309906, 'FinalState')]
272:[(1.3995208740234375, 'DumpSSIMRetrieveState'), (3.927579879760742, 'DumpSSIMState'), (132.60339903831482, 'FinalState')]
288:[(1.4025719165802002, 'DumpSSIMRetrieveState'), (2.0942718982696533, 'DumpSSIMState'), (73.37094807624817, 'FinalState')]
304:[(1.4056808948516846, 'DumpSSIMRetrieveState'), (2.618946075439453, 'DumpSSIMState'), (128.59206795692444, 'FinalState')]
320:[(1.4076900482177734, 'DumpSSIMRetrieveState'), (2.6398329734802246, 'DumpSSIMState'), (130.87383794784546, 'FinalState')]
336:[(1.4119739532470703, 'DumpSSIMRetrieveState'), (3.2795228958129883, 'DumpSSIMState'), (135.0589599609375, 'FinalState')]
352:[(1.417762041091919, 'DumpSSIMRetrieveState'), (3.6951749324798584, 'DumpSSIMState'), (137.96709299087524, 'FinalState')]
368:[(1.4235930442810059, 'DumpSSIMRetrieveState'), (2.347275972366333, 'DumpSSIMState'), (132.2371928691864, 'FinalState')]
384:[(1.4280729293823242, 'DumpSSIMRetrieveState'), (3.107116937637329, 'DumpSSIMState'), (191.2418179512024, 'FinalState')]
400:[(1.430567979812622, 'DumpSSIMRetrieveState'), (2.951754093170166, 'DumpSSIMState'), (151.70871996879578, 'FinalState')]
416:[(1.4312450885772705, 'DumpSSIMRetrieveState'), (2.526784896850586, 'DumpSSIMState'), (129.5568070411682, 'FinalState')]
432:[(1.4318630695343018, 'DumpSSIMRetrieveState'), (2.9099299907684326, 'DumpSSIMState'), (137.67331409454346, 'FinalState')]
448:[(1.434351921081543, 'DumpSSIMRetrieveState'), (2.5782840251922607, 'DumpSSIMState'), (131.03353190422058, 'FinalState')]
464:[(1.4348180294036865, 'DumpSSIMRetrieveState'), (2.6794660091400146, 'DumpSSIMState'), (178.59412789344788, 'FinalState')]
480:[(1.4351859092712402, 'DumpSSIMRetrieveState'), (3.882838010787964, 'DumpSSIMState'), (136.38774704933167, 'FinalState')]
496:[(1.4378719329833984, 'DumpSSIMRetrieveState'), (3.0365378856658936, 'DumpSSIMState'), (134.30339908599854, 'FinalState')]
512:[(1.4382989406585693, 'DumpSSIMRetrieveState'), (2.544255018234253, 'DumpSSIMState'), (171.87212800979614, 'FinalState')]
528:[(1.4388399124145508, 'DumpSSIMRetrieveState'), (2.5629780292510986, 'DumpSSIMState'), (144.16253900527954, 'FinalState')]
544:[(1.4392750263214111, 'DumpSSIMRetrieveState'), (3.060606002807617, 'DumpSSIMState'), (131.6791808605194, 'FinalState')]
560:[(1.4396469593048096, 'DumpSSIMRetrieveState'), (2.4022300243377686, 'DumpSSIMState'), (135.39955401420593, 'FinalState')]
576:[(1.4428679943084717, 'DumpSSIMRetrieveState'), (2.643418073654175, 'DumpSSIMState'), (137.8854730129242, 'FinalState')]
592:[(1.452359914779663, 'DumpSSIMRetrieveState'), (3.9633750915527344, 'DumpSSIMState'), (131.19008803367615, 'FinalState')]
608:[(1.4567980766296387, 'DumpSSIMRetrieveState'), (3.329364061355591, 'DumpSSIMState'), (140.90915203094482, 'FinalState')]
624:[(1.4592058658599854, 'DumpSSIMRetrieveState'), (2.6399059295654297, 'DumpSSIMState'), (132.08549094200134, 'FinalState')]
640:[(1.461169958114624, 'DumpSSIMRetrieveState'), (2.3650078773498535, 'DumpSSIMState'), (131.65899205207825, 'FinalState')]
656:[(1.465480089187622, 'DumpSSIMRetrieveState'), (2.7603399753570557, 'DumpSSIMState'), (155.01628708839417, 'FinalState')]
672:[(1.4685819149017334, 'DumpSSIMRetrieveState'), (3.4457528591156006, 'DumpSSIMState'), (142.78393006324768, 'FinalState')]
688:[(1.4690790176391602, 'DumpSSIMRetrieveState'), (3.9250879287719727, 'DumpSSIMState'), (152.83542704582214, 'FinalState')]
704:[(1.4694650173187256, 'DumpSSIMRetrieveState'), (2.582442045211792, 'DumpSSIMState'), (142.29299092292786, 'FinalState')]
720:[(1.469836950302124, 'DumpSSIMRetrieveState'), (3.6458749771118164, 'DumpSSIMState'), (129.85015606880188, 'FinalState')]
736:[(1.470170021057129, 'DumpSSIMRetrieveState'), (2.595989942550659, 'DumpSSIMState'), (136.34182286262512, 'FinalState')]
752:[(1.4705078601837158, 'DumpSSIMRetrieveState'), (3.373581886291504, 'DumpSSIMState'), (132.7222809791565, 'FinalState')]
768:[(1.4722058773040771, 'DumpSSIMRetrieveState'), (2.8525660037994385, 'DumpSSIMState'), (133.5697009563446, 'FinalState')]
784:[(1.4724628925323486, 'DumpSSIMRetrieveState'), (2.932107925415039, 'DumpSSIMState'), (135.52008700370789, 'FinalState')]
800:[(1.472787857055664, 'DumpSSIMRetrieveState'), (2.475770950317383, 'DumpSSIMState'), (129.83373308181763, 'FinalState')]
816:[(1.473149061203003, 'DumpSSIMRetrieveState'), (2.4538049697875977, 'DumpSSIMState'), (145.80826902389526, 'FinalState')]
832:[(1.4735028743743896, 'DumpSSIMRetrieveState'), (2.66882586479187, 'DumpSSIMState'), (134.58619093894958, 'FinalState')]
848:[(1.4752449989318848, 'DumpSSIMRetrieveState'), (2.600008964538574, 'DumpSSIMState'), (146.02060890197754, 'FinalState')]
864:[(1.48380708694458, 'DumpSSIMRetrieveState'), (2.578366994857788, 'DumpSSIMState'), (138.1893060207367, 'FinalState')]
880:[(1.49412202835083, 'DumpSSIMRetrieveState'), (3.662137031555176, 'DumpSSIMState'), (129.38850808143616, 'FinalState')]
1:[(1.4960739612579346, 'DumpSSIMRetrieveState'), (2.8561010360717773, 'DumpSSIMState'), (133.6126148700714, 'FinalState')]
17:[(1.4965360164642334, 'DumpSSIMRetrieveState'), (2.4976229667663574, 'DumpSSIMState'), (145.21487998962402, 'FinalState')]
33:[(1.4969000816345215, 'DumpSSIMRetrieveState'), (3.361042022705078, 'DumpSSIMState'), (141.0354869365692, 'FinalState')]
49:[(1.4972240924835205, 'DumpSSIMRetrieveState'), (2.918731927871704, 'DumpSSIMState'), (134.60865592956543, 'FinalState')]
65:[(1.497534990310669, 'DumpSSIMRetrieveState'), (2.9721319675445557, 'DumpSSIMState'), (147.48557305335999, 'FinalState')]
81:[(1.497833013534546, 'DumpSSIMRetrieveState'), (2.6747000217437744, 'DumpSSIMState'), (72.10255408287048, 'FinalState')]
97:[(1.4981329441070557, 'DumpSSIMRetrieveState'), (2.7379369735717773, 'DumpSSIMState'), (160.17506909370422, 'FinalState')]
113:[(1.4984240531921387, 'DumpSSIMRetrieveState'), (3.36857008934021, 'DumpSSIMState'), (132.73940706253052, 'FinalState')]
129:[(1.4987099170684814, 'DumpSSIMRetrieveState'), (2.9736149311065674, 'DumpSSIMState'), (134.91202807426453, 'FinalState')]
145:[(1.4990510940551758, 'DumpSSIMRetrieveState'), (2.7979049682617188, 'DumpSSIMState'), (167.3424940109253, 'FinalState')]
161:[(1.5006520748138428, 'DumpSSIMRetrieveState'), (3.4271490573883057, 'DumpSSIMState'), (131.15261793136597, 'FinalState')]
177:[(1.5023958683013916, 'DumpSSIMRetrieveState'), (3.5769760608673096, 'DumpSSIMState'), (135.9204158782959, 'FinalState')]
193:[(1.5082149505615234, 'DumpSSIMRetrieveState'), (2.578418016433716, 'DumpSSIMState'), (141.31911396980286, 'FinalState')]
209:[(1.5184788703918457, 'DumpSSIMRetrieveState'), (2.417689085006714, 'DumpSSIMState'), (133.84576201438904, 'FinalState')]
225:[(1.523427963256836, 'DumpSSIMRetrieveState'), (2.6795220375061035, 'DumpSSIMState'), (128.17707300186157, 'FinalState')]
241:[(1.5255510807037354, 'DumpSSIMRetrieveState'), (2.6882028579711914, 'DumpSSIMState'), (129.0808219909668, 'FinalState')]
257:[(1.5259900093078613, 'DumpSSIMRetrieveState'), (3.79789400100708, 'DumpSSIMState'), (144.03851008415222, 'FinalState')]
273:[(1.526383876800537, 'DumpSSIMRetrieveState'), (3.14095401763916, 'DumpSSIMState'), (128.79142093658447, 'FinalState')]
289:[(1.5268380641937256, 'DumpSSIMRetrieveState'), (3.6836960315704346, 'DumpSSIMState'), (133.26263904571533, 'FinalState')]
305:[(1.5272538661956787, 'DumpSSIMRetrieveState'), (2.604390859603882, 'DumpSSIMState'), (141.18103885650635, 'FinalState')]
321:[(1.5276379585266113, 'DumpSSIMRetrieveState'), (3.14609694480896, 'DumpSSIMState'), (127.3032078742981, 'FinalState')]
337:[(1.527972936630249, 'DumpSSIMRetrieveState'), (3.4177370071411133, 'DumpSSIMState'), (129.59052085876465, 'FinalState')]
353:[(1.5283420085906982, 'DumpSSIMRetrieveState'), (2.404491901397705, 'DumpSSIMState'), (70.71058487892151, 'FinalState')]
369:[(1.528681993484497, 'DumpSSIMRetrieveState'), (3.7899010181427, 'DumpSSIMState'), (136.85862493515015, 'FinalState')]
385:[(1.5290260314941406, 'DumpSSIMRetrieveState'), (3.3954339027404785, 'DumpSSIMState'), (133.3000509738922, 'FinalState')]
401:[(1.5307328701019287, 'DumpSSIMRetrieveState'), (4.115211009979248, 'DumpSSIMState'), (134.1072120666504, 'FinalState')]
417:[(1.5338799953460693, 'DumpSSIMRetrieveState'), (3.8576090335845947, 'DumpSSIMState'), (160.1946849822998, 'FinalState')]
433:[(1.539668083190918, 'DumpSSIMRetrieveState'), (2.519886016845703, 'DumpSSIMState'), (136.35979509353638, 'FinalState')]
449:[(1.546942949295044, 'DumpSSIMRetrieveState'), (2.3590259552001953, 'DumpSSIMState'), (160.7082118988037, 'FinalState')]
465:[(1.5513150691986084, 'DumpSSIMRetrieveState'), (2.294419050216675, 'DumpSSIMState'), (176.08951687812805, 'FinalState')]
481:[(1.5520939826965332, 'DumpSSIMRetrieveState'), (3.001338005065918, 'DumpSSIMState'), (189.93101596832275, 'FinalState')]
497:[(1.5526649951934814, 'DumpSSIMRetrieveState'), (2.6129660606384277, 'DumpSSIMState'), (135.50586891174316, 'FinalState')]
513:[(1.5549390316009521, 'DumpSSIMRetrieveState'), (2.99611496925354, 'DumpSSIMState'), (127.04918789863586, 'FinalState')]
529:[(1.5554170608520508, 'DumpSSIMRetrieveState'), (2.6987149715423584, 'DumpSSIMState'), (189.19827508926392, 'FinalState')]
545:[(1.555840015411377, 'DumpSSIMRetrieveState'), (2.386301040649414, 'DumpSSIMState'), (131.00869607925415, 'FinalState')]
561:[(1.556854009628296, 'DumpSSIMRetrieveState'), (2.7444489002227783, 'DumpSSIMState'), (138.23381209373474, 'FinalState')]
577:[(1.5592210292816162, 'DumpSSIMRetrieveState'), (2.9321680068969727, 'DumpSSIMState'), (138.74205708503723, 'FinalState')]
593:[(1.5634799003601074, 'DumpSSIMRetrieveState'), (2.9074158668518066, 'DumpSSIMState'), (128.23687386512756, 'FinalState')]
609:[(1.570802927017212, 'DumpSSIMRetrieveState'), (2.628337860107422, 'DumpSSIMState'), (133.63965106010437, 'FinalState')]
625:[(1.5752508640289307, 'DumpSSIMRetrieveState'), (2.9518179893493652, 'DumpSSIMState'), (202.35646104812622, 'FinalState')]
641:[(1.575788974761963, 'DumpSSIMRetrieveState'), (2.4429080486297607, 'DumpSSIMState'), (133.26273393630981, 'FinalState')]
657:[(1.5764598846435547, 'DumpSSIMRetrieveState'), (3.475645065307617, 'DumpSSIMState'), (134.92588305473328, 'FinalState')]
673:[(1.5770740509033203, 'DumpSSIMRetrieveState'), (3.1921188831329346, 'DumpSSIMState'), (144.24637389183044, 'FinalState')]
689:[(1.5775408744812012, 'DumpSSIMRetrieveState'), (2.9396679401397705, 'DumpSSIMState'), (138.4050419330597, 'FinalState')]
705:[(1.5780770778656006, 'DumpSSIMRetrieveState'), (2.59607195854187, 'DumpSSIMState'), (201.79024386405945, 'FinalState')]
721:[(1.5786700248718262, 'DumpSSIMRetrieveState'), (2.9009010791778564, 'DumpSSIMState'), (151.470440864563, 'FinalState')]
737:[(1.579138994216919, 'DumpSSIMRetrieveState'), (4.0580339431762695, 'DumpSSIMState'), (132.98205590248108, 'FinalState')]
753:[(1.579676866531372, 'DumpSSIMRetrieveState'), (2.475827932357788, 'DumpSSIMState'), (136.1317160129547, 'FinalState')]
769:[(1.5800700187683105, 'DumpSSIMRetrieveState'), (3.8003690242767334, 'DumpSSIMState'), (143.28736805915833, 'FinalState')]
785:[(1.5817670822143555, 'DumpSSIMRetrieveState'), (4.045758962631226, 'DumpSSIMState'), (136.4605860710144, 'FinalState')]
801:[(1.5854480266571045, 'DumpSSIMRetrieveState'), (3.8080010414123535, 'DumpSSIMState'), (137.40251898765564, 'FinalState')]
817:[(1.5946478843688965, 'DumpSSIMRetrieveState'), (3.3554680347442627, 'DumpSSIMState'), (131.98527908325195, 'FinalState')]
833:[(1.599153995513916, 'DumpSSIMRetrieveState'), (3.3955330848693848, 'DumpSSIMState'), (148.89532899856567, 'FinalState')]
849:[(1.5997779369354248, 'DumpSSIMRetrieveState'), (2.9449400901794434, 'DumpSSIMState'), (134.43337297439575, 'FinalState')]
865:[(1.600219964981079, 'DumpSSIMRetrieveState'), (3.933073043823242, 'DumpSSIMState'), (145.15803503990173, 'FinalState')]
881:[(1.6005909442901611, 'DumpSSIMRetrieveState'), (3.6994400024414062, 'DumpSSIMState'), (130.32819986343384, 'FinalState')]
2:[(1.6009368896484375, 'DumpSSIMRetrieveState'), (2.522225856781006, 'DumpSSIMState'), (86.33345890045166, 'FinalState')]
18:[(1.6012730598449707, 'DumpSSIMRetrieveState'), (2.619004964828491, 'DumpSSIMState'), (130.6726269721985, 'FinalState')]
34:[(1.6016390323638916, 'DumpSSIMRetrieveState'), (2.497704029083252, 'DumpSSIMState'), (154.00377988815308, 'FinalState')]
50:[(1.6019799709320068, 'DumpSSIMRetrieveState'), (3.1724069118499756, 'DumpSSIMState'), (141.472589969635, 'FinalState')]
66:[(1.6023130416870117, 'DumpSSIMRetrieveState'), (3.1817100048065186, 'DumpSSIMState'), (192.33701992034912, 'FinalState')]
82:[(1.6026480197906494, 'DumpSSIMRetrieveState'), (2.519969940185547, 'DumpSSIMState'), (134.95516896247864, 'FinalState')]
98:[(1.6029949188232422, 'DumpSSIMRetrieveState'), (3.010823965072632, 'DumpSSIMState'), (131.79684400558472, 'FinalState')]
114:[(1.6033530235290527, 'DumpSSIMRetrieveState'), (3.313163995742798, 'DumpSSIMState'), (151.32975888252258, 'FinalState')]
130:[(1.6036949157714844, 'DumpSSIMRetrieveState'), (2.8776190280914307, 'DumpSSIMState'), (151.47483205795288, 'FinalState')]
146:[(1.6040759086608887, 'DumpSSIMRetrieveState'), (2.8018369674682617, 'DumpSSIMState'), (139.4225389957428, 'FinalState')]
162:[(1.6069529056549072, 'DumpSSIMRetrieveState'), (2.6352460384368896, 'DumpSSIMState'), (128.06245398521423, 'FinalState')]
178:[(1.6136629581451416, 'DumpSSIMRetrieveState'), (2.964617967605591, 'DumpSSIMState'), (134.23130202293396, 'FinalState')]
194:[(1.625380039215088, 'DumpSSIMRetrieveState'), (3.8792190551757812, 'DumpSSIMState'), (134.2428879737854, 'FinalState')]
210:[(1.6274890899658203, 'DumpSSIMRetrieveState'), (2.5353260040283203, 'DumpSSIMState'), (130.69363689422607, 'FinalState')]
226:[(1.6280279159545898, 'DumpSSIMRetrieveState'), (3.3956100940704346, 'DumpSSIMState'), (220.86956191062927, 'FinalState')]
242:[(1.6284229755401611, 'DumpSSIMRetrieveState'), (2.6409690380096436, 'DumpSSIMState'), (138.4973418712616, 'FinalState')]
258:[(1.6287879943847656, 'DumpSSIMRetrieveState'), (2.5846290588378906, 'DumpSSIMState'), (141.2341558933258, 'FinalState')]
274:[(1.6291439533233643, 'DumpSSIMRetrieveState'), (2.578468084335327, 'DumpSSIMState'), (130.16225004196167, 'FinalState')]
290:[(1.6295559406280518, 'DumpSSIMRetrieveState'), (2.9397220611572266, 'DumpSSIMState'), (138.98491191864014, 'FinalState')]
306:[(1.629936933517456, 'DumpSSIMRetrieveState'), (2.9035868644714355, 'DumpSSIMState'), (149.7012550830841, 'FinalState')]
322:[(1.6316368579864502, 'DumpSSIMRetrieveState'), (3.9524669647216797, 'DumpSSIMState'), (155.01173305511475, 'FinalState')]
338:[(1.632106065750122, 'DumpSSIMRetrieveState'), (3.0321810245513916, 'DumpSSIMState'), (181.83716201782227, 'FinalState')]
354:[(1.6325390338897705, 'DumpSSIMRetrieveState'), (2.951869010925293, 'DumpSSIMState'), (140.47854900360107, 'FinalState')]
370:[(1.6330878734588623, 'DumpSSIMRetrieveState'), (2.5536820888519287, 'DumpSSIMState'), (140.06822395324707, 'FinalState')]
386:[(1.6359939575195312, 'DumpSSIMRetrieveState'), (2.513808012008667, 'DumpSSIMState'), (139.2632758617401, 'FinalState')]
402:[(1.6419649124145508, 'DumpSSIMRetrieveState'), (3.89261794090271, 'DumpSSIMState'), (159.17779803276062, 'FinalState')]
418:[(1.6487360000610352, 'DumpSSIMRetrieveState'), (2.34106707572937, 'DumpSSIMState'), (69.20700407028198, 'FinalState')]
434:[(1.6518669128417969, 'DumpSSIMRetrieveState'), (2.603302001953125, 'DumpSSIMState'), (131.9962739944458, 'FinalState')]
450:[(1.6536970138549805, 'DumpSSIMRetrieveState'), (2.804321050643921, 'DumpSSIMState'), (136.0277280807495, 'FinalState')]
466:[(1.654181957244873, 'DumpSSIMRetrieveState'), (2.788404941558838, 'DumpSSIMState'), (131.7578160762787, 'FinalState')]
482:[(1.6545920372009277, 'DumpSSIMRetrieveState'), (4.1958839893341064, 'DumpSSIMState'), (130.88110995292664, 'FinalState')]
498:[(1.65498685836792, 'DumpSSIMRetrieveState'), (2.9322168827056885, 'DumpSSIMState'), (127.88857388496399, 'FinalState')]
514:[(1.655350923538208, 'DumpSSIMRetrieveState'), (3.9331960678100586, 'DumpSSIMState'), (199.53167605400085, 'FinalState')]
530:[(1.655729055404663, 'DumpSSIMRetrieveState'), (3.1272759437561035, 'DumpSSIMState'), (135.56008195877075, 'FinalState')]
546:[(1.6561000347137451, 'DumpSSIMRetrieveState'), (3.0457820892333984, 'DumpSSIMState'), (133.45654392242432, 'FinalState')]
562:[(1.6564760208129883, 'DumpSSIMRetrieveState'), (3.395735025405884, 'DumpSSIMState'), (133.9510579109192, 'FinalState')]
578:[(1.656869888305664, 'DumpSSIMRetrieveState'), (2.5328168869018555, 'DumpSSIMState'), (72.25515604019165, 'FinalState')]
594:[(1.6573359966278076, 'DumpSSIMRetrieveState'), (4.054872035980225, 'DumpSSIMState'), (134.95268893241882, 'FinalState')]
610:[(1.6590099334716797, 'DumpSSIMRetrieveState'), (2.7468249797821045, 'DumpSSIMState'), (145.83081197738647, 'FinalState')]
626:[(1.6606719493865967, 'DumpSSIMRetrieveState'), (3.753967046737671, 'DumpSSIMState'), (145.73835587501526, 'FinalState')]
642:[(1.6660380363464355, 'DumpSSIMRetrieveState'), (3.8375918865203857, 'DumpSSIMState'), (157.43851804733276, 'FinalState')]
658:[(1.6752240657806396, 'DumpSSIMRetrieveState'), (2.3650929927825928, 'DumpSSIMState'), (147.90157985687256, 'FinalState')]
674:[(1.6759319305419922, 'DumpSSIMRetrieveState'), (3.469261884689331, 'DumpSSIMState'), (134.875079870224, 'FinalState')]
690:[(1.677778959274292, 'DumpSSIMRetrieveState'), (2.9822170734405518, 'DumpSSIMState'), (164.05311489105225, 'FinalState')]
706:[(1.678189992904663, 'DumpSSIMRetrieveState'), (3.7540500164031982, 'DumpSSIMState'), (138.38459992408752, 'FinalState')]
722:[(1.6785860061645508, 'DumpSSIMRetrieveState'), (2.9797139167785645, 'DumpSSIMState'), (129.74662899971008, 'FinalState')]
738:[(1.6790449619293213, 'DumpSSIMRetrieveState'), (2.624063014984131, 'DumpSSIMState'), (158.52679300308228, 'FinalState')]
754:[(1.679476022720337, 'DumpSSIMRetrieveState'), (3.0556600093841553, 'DumpSSIMState'), (145.3790419101715, 'FinalState')]
770:[(1.679861068725586, 'DumpSSIMRetrieveState'), (3.063119888305664, 'DumpSSIMState'), (154.63066792488098, 'FinalState')]
786:[(1.680290937423706, 'DumpSSIMRetrieveState'), (3.178039073944092, 'DumpSSIMState'), (133.81758904457092, 'FinalState')]
802:[(1.680717945098877, 'DumpSSIMRetrieveState'), (3.1724748611450195, 'DumpSSIMState'), (146.7559530735016, 'FinalState')]
818:[(1.681123971939087, 'DumpSSIMRetrieveState'), (4.215631008148193, 'DumpSSIMState'), (130.2956519126892, 'FinalState')]
834:[(1.6815569400787354, 'DumpSSIMRetrieveState'), (2.6951329708099365, 'DumpSSIMState'), (171.50987601280212, 'FinalState')]
850:[(1.6832258701324463, 'DumpSSIMRetrieveState'), (2.438261032104492, 'DumpSSIMState'), (71.32780408859253, 'FinalState')]
866:[(1.6849989891052246, 'DumpSSIMRetrieveState'), (3.1507959365844727, 'DumpSSIMState'), (141.5354130268097, 'FinalState')]
882:[(1.6906628608703613, 'DumpSSIMRetrieveState'), (2.563037872314453, 'DumpSSIMState'), (147.98034691810608, 'FinalState')]
3:[(1.700463056564331, 'DumpSSIMRetrieveState'), (3.2992348670959473, 'DumpSSIMState'), (128.27998685836792, 'FinalState')]
19:[(1.703645944595337, 'DumpSSIMRetrieveState'), (2.7780039310455322, 'DumpSSIMState'), (133.55735993385315, 'FinalState')]
35:[(1.7056338787078857, 'DumpSSIMRetrieveState'), (2.8635740280151367, 'DumpSSIMState'), (157.3517050743103, 'FinalState')]
51:[(1.7061488628387451, 'DumpSSIMRetrieveState'), (3.8217740058898926, 'DumpSSIMState'), (126.61885905265808, 'FinalState')]
67:[(1.7066280841827393, 'DumpSSIMRetrieveState'), (2.6668810844421387, 'DumpSSIMState'), (138.63877201080322, 'FinalState')]
83:[(1.7070538997650146, 'DumpSSIMRetrieveState'), (2.962056875228882, 'DumpSSIMState'), (137.23135900497437, 'FinalState')]
99:[(1.7074849605560303, 'DumpSSIMRetrieveState'), (3.935750961303711, 'DumpSSIMState'), (130.52748489379883, 'FinalState')]
115:[(1.707887887954712, 'DumpSSIMRetrieveState'), (2.604520082473755, 'DumpSSIMState'), (141.88524198532104, 'FinalState')]
131:[(1.7082839012145996, 'DumpSSIMRetrieveState'), (3.0322389602661133, 'DumpSSIMState'), (134.1703290939331, 'FinalState')]
147:[(1.7086899280548096, 'DumpSSIMRetrieveState'), (2.6318118572235107, 'DumpSSIMState'), (149.3459029197693, 'FinalState')]
163:[(1.7091219425201416, 'DumpSSIMRetrieveState'), (2.9823079109191895, 'DumpSSIMState'), (171.2972810268402, 'FinalState')]
179:[(1.7095370292663574, 'DumpSSIMRetrieveState'), (4.083775043487549, 'DumpSSIMState'), (146.30056595802307, 'FinalState')]
195:[(1.7099509239196777, 'DumpSSIMRetrieveState'), (3.7635960578918457, 'DumpSSIMState'), (135.81305599212646, 'FinalState')]
