0:[(0.0351262092590332, 'DumpSSIMRetrieveState'), (1.313664197921753, 'DumpSSIMState'), (135.1549060344696, 'FinalState')]
16:[(0.04902505874633789, 'DumpSSIMRetrieveState'), (1.0872421264648438, 'DumpSSIMState'), (139.55252718925476, 'FinalState')]
32:[(0.17255616188049316, 'DumpSSIMRetrieveState'), (1.303596019744873, 'DumpSSIMState'), (128.79336714744568, 'FinalState')]
48:[(0.8604381084442139, 'DumpSSIMRetrieveState'), (1.6367712020874023, 'DumpSSIMState'), (69.90804314613342, 'FinalState')]
64:[(0.9886131286621094, 'DumpSSIMRetrieveState'), (1.7308101654052734, 'DumpSSIMState'), (135.38460516929626, 'FinalState')]
80:[(1.1310350894927979, 'DumpSSIMRetrieveState'), (1.8601009845733643, 'DumpSSIMState'), (87.02977418899536, 'FinalState')]
96:[(1.1738741397857666, 'DumpSSIMRetrieveState'), (2.400197982788086, 'DumpSSIMState'), (133.1419701576233, 'FinalState')]
112:[(1.2657711505889893, 'DumpSSIMRetrieveState'), (3.6930370330810547, 'DumpSSIMState'), (133.22087121009827, 'FinalState')]
128:[(1.3545889854431152, 'DumpSSIMRetrieveState'), (2.5901801586151123, 'DumpSSIMState'), (140.56825399398804, 'FinalState')]
144:[(1.3773741722106934, 'DumpSSIMRetrieveState'), (3.960998058319092, 'DumpSSIMState'), (145.37154006958008, 'FinalState')]
160:[(1.3787031173706055, 'DumpSSIMRetrieveState'), (2.6819610595703125, 'DumpSSIMState'), (140.5357301235199, 'FinalState')]
176:[(1.3788959980010986, 'DumpSSIMRetrieveState'), (2.1851940155029297, 'DumpSSIMState'), (136.77716302871704, 'FinalState')]
192:[(1.380101203918457, 'DumpSSIMRetrieveState'), (2.256972074508667, 'DumpSSIMState'), (136.63817811012268, 'FinalState')]
208:[(1.380479097366333, 'DumpSSIMRetrieveState'), (2.720945119857788, 'DumpSSIMState'), (135.68864107131958, 'FinalState')]
224:[(1.3808259963989258, 'DumpSSIMRetrieveState'), (2.6431450843811035, 'DumpSSIMState'), (126.26742720603943, 'FinalState')]
240:[(1.3813860416412354, 'DumpSSIMRetrieveState'), (3.4375860691070557, 'DumpSSIMState'), (143.125550031662, 'FinalState')]
256:[(1.385282039642334, 'DumpSSIMRetrieveState'), (2.1928651332855225, 'DumpSSIMState'), (134.73440718650818, 'FinalState')]
272:[(1.3917040824890137, 'DumpSSIMRetrieveState'), (2.408377170562744, 'DumpSSIMState'), (148.80282306671143, 'FinalState')]
288:[(1.3982391357421875, 'DumpSSIMRetrieveState'), (2.4431750774383545, 'DumpSSIMState'), (136.92218017578125, 'FinalState')]
304:[(1.4073131084442139, 'DumpSSIMRetrieveState'), (2.649394989013672, 'DumpSSIMState'), (132.45063614845276, 'FinalState')]
320:[(1.4134280681610107, 'DumpSSIMRetrieveState'), (2.598140001296997, 'DumpSSIMState'), (79.7897310256958, 'FinalState')]
336:[(1.4167540073394775, 'DumpSSIMRetrieveState'), (3.3318281173706055, 'DumpSSIMState'), (169.06932020187378, 'FinalState')]
352:[(1.4173851013183594, 'DumpSSIMRetrieveState'), (2.888775110244751, 'DumpSSIMState'), (142.15812516212463, 'FinalState')]
368:[(1.420370101928711, 'DumpSSIMRetrieveState'), (2.404888153076172, 'DumpSSIMState'), (136.730544090271, 'FinalState')]
384:[(1.4210031032562256, 'DumpSSIMRetrieveState'), (3.482654094696045, 'DumpSSIMState'), (128.43504405021667, 'FinalState')]
400:[(1.4240350723266602, 'DumpSSIMRetrieveState'), (2.5801401138305664, 'DumpSSIMState'), (134.91674399375916, 'FinalState')]
416:[(1.4270122051239014, 'DumpSSIMRetrieveState'), (2.914337158203125, 'DumpSSIMState'), (117.67802715301514, 'FinalState')]
432:[(1.4344491958618164, 'DumpSSIMRetrieveState'), (2.2396512031555176, 'DumpSSIMState'), (149.37228107452393, 'FinalState')]
448:[(1.4373831748962402, 'DumpSSIMRetrieveState'), (2.3849761486053467, 'DumpSSIMState'), (150.4874930381775, 'FinalState')]
464:[(1.4380621910095215, 'DumpSSIMRetrieveState'), (2.9574851989746094, 'DumpSSIMState'), (134.00689601898193, 'FinalState')]
480:[(1.4386560916900635, 'DumpSSIMRetrieveState'), (2.4659500122070312, 'DumpSSIMState'), (136.8029820919037, 'FinalState')]
496:[(1.4391369819641113, 'DumpSSIMRetrieveState'), (2.6242611408233643, 'DumpSSIMState'), (153.8639121055603, 'FinalState')]
512:[(1.439601182937622, 'DumpSSIMRetrieveState'), (2.4225010871887207, 'DumpSSIMState'), (170.34957098960876, 'FinalState')]
528:[(1.440040111541748, 'DumpSSIMRetrieveState'), (2.4660050868988037, 'DumpSSIMState'), (137.95399117469788, 'FinalState')]
544:[(1.4426050186157227, 'DumpSSIMRetrieveState'), (2.2944490909576416, 'DumpSSIMState'), (147.0834560394287, 'FinalState')]
560:[(1.4452121257781982, 'DumpSSIMRetrieveState'), (2.357483148574829, 'DumpSSIMState'), (130.91083312034607, 'FinalState')]
576:[(1.44999098777771, 'DumpSSIMRetrieveState'), (2.269956111907959, 'DumpSSIMState'), (134.95697021484375, 'FinalState')]
592:[(1.457686185836792, 'DumpSSIMRetrieveState'), (2.547461986541748, 'DumpSSIMState'), (133.9176630973816, 'FinalState')]
608:[(1.4623970985412598, 'DumpSSIMRetrieveState'), (2.2746760845184326, 'DumpSSIMState'), (131.90208506584167, 'FinalState')]
624:[(1.4675772190093994, 'DumpSSIMRetrieveState'), (2.7164289951324463, 'DumpSSIMState'), (129.6640820503235, 'FinalState')]
640:[(1.470108985900879, 'DumpSSIMRetrieveState'), (2.2090229988098145, 'DumpSSIMState'), (72.64489412307739, 'FinalState')]
656:[(1.4706439971923828, 'DumpSSIMRetrieveState'), (3.39817214012146, 'DumpSSIMState'), (127.64787721633911, 'FinalState')]
672:[(1.471095085144043, 'DumpSSIMRetrieveState'), (2.802978992462158, 'DumpSSIMState'), (130.7940490245819, 'FinalState')]
688:[(1.471623182296753, 'DumpSSIMRetrieveState'), (2.3259830474853516, 'DumpSSIMState'), (133.47701120376587, 'FinalState')]
704:[(1.474034070968628, 'DumpSSIMRetrieveState'), (2.514918088912964, 'DumpSSIMState'), (199.96940803527832, 'FinalState')]
720:[(1.4782841205596924, 'DumpSSIMRetrieveState'), (2.185249090194702, 'DumpSSIMState'), (138.45889401435852, 'FinalState')]
736:[(1.482572078704834, 'DumpSSIMRetrieveState'), (2.838238000869751, 'DumpSSIMState'), (124.28380608558655, 'FinalState')]
752:[(1.4869160652160645, 'DumpSSIMRetrieveState'), (3.259085178375244, 'DumpSSIMState'), (126.52945113182068, 'FinalState')]
768:[(1.4893550872802734, 'DumpSSIMRetrieveState'), (2.4759421348571777, 'DumpSSIMState'), (133.69877314567566, 'FinalState')]
784:[(1.4898831844329834, 'DumpSSIMRetrieveState'), (2.9536631107330322, 'DumpSSIMState'), (138.2340190410614, 'FinalState')]
800:[(1.490295171737671, 'DumpSSIMRetrieveState'), (2.5802001953125, 'DumpSSIMState'), (135.453054189682, 'FinalState')]
816:[(1.4907560348510742, 'DumpSSIMRetrieveState'), (2.4225621223449707, 'DumpSSIMState'), (182.23067617416382, 'FinalState')]
832:[(1.4911630153656006, 'DumpSSIMRetrieveState'), (2.2653582096099854, 'DumpSSIMState'), (69.70892310142517, 'FinalState')]
848:[(1.4915821552276611, 'DumpSSIMRetrieveState'), (2.4709270000457764, 'DumpSSIMState'), (195.5186641216278, 'FinalState')]
864:[(1.494124174118042, 'DumpSSIMRetrieveState'), (3.000627040863037, 'DumpSSIMState'), (130.67968606948853, 'FinalState')]
880:[(1.4946250915527344, 'DumpSSIMRetrieveState'), (3.1762681007385254, 'DumpSSIMState'), (158.37178707122803, 'FinalState')]
1:[(1.4968750476837158, 'DumpSSIMRetrieveState'), (2.6696131229400635, 'DumpSSIMState'), (133.20345306396484, 'FinalState')]
17:[(1.505815029144287, 'DumpSSIMRetrieveState'), (2.695841073989868, 'DumpSSIMState'), (131.32131004333496, 'FinalState')]
33:[(1.5133090019226074, 'DumpSSIMRetrieveState'), (2.493462085723877, 'DumpSSIMState'), (138.85612416267395, 'FinalState')]
49:[(1.5156700611114502, 'DumpSSIMRetrieveState'), (3.0592000484466553, 'DumpSSIMState'), (130.12392210960388, 'FinalState')]
65:[(1.5162131786346436, 'DumpSSIMRetrieveState'), (2.768578052520752, 'DumpSSIMState'), (151.9889690876007, 'FinalState')]
81:[(1.5166912078857422, 'DumpSSIMRetrieveState'), (2.3815741539001465, 'DumpSSIMState'), (127.97256302833557, 'FinalState')]
97:[(1.5171000957489014, 'DumpSSIMRetrieveState'), (3.96110200881958, 'DumpSSIMState'), (143.5516061782837, 'FinalState')]
113:[(1.5174810886383057, 'DumpSSIMRetrieveState'), (2.718881130218506, 'DumpSSIMState'), (127.58890008926392, 'FinalState')]
129:[(1.5178542137145996, 'DumpSSIMRetrieveState'), (2.1218931674957275, 'DumpSSIMState'), (77.44155216217041, 'FinalState')]
145:[(1.5182452201843262, 'DumpSSIMRetrieveState'), (3.153722047805786, 'DumpSSIMState'), (133.6348340511322, 'FinalState')]
161:[(1.5202970504760742, 'DumpSSIMRetrieveState'), (3.3366520404815674, 'DumpSSIMState'), (238.34779620170593, 'FinalState')]
177:[(1.5223321914672852, 'DumpSSIMRetrieveState'), (2.503493070602417, 'DumpSSIMState'), (140.00292801856995, 'FinalState')]
193:[(1.5290141105651855, 'DumpSSIMRetrieveState'), (2.4378321170806885, 'DumpSSIMState'), (136.64022421836853, 'FinalState')]
209:[(1.534924030303955, 'DumpSSIMRetrieveState'), (2.5262980461120605, 'DumpSSIMState'), (127.71359419822693, 'FinalState')]
225:[(1.5371551513671875, 'DumpSSIMRetrieveState'), (2.353433132171631, 'DumpSSIMState'), (133.51561403274536, 'FinalState')]
241:[(1.539182186126709, 'DumpSSIMRetrieveState'), (3.3553011417388916, 'DumpSSIMState'), (167.37814116477966, 'FinalState')]
